Unnamed: 0,Environmental fate,SlogP_VSA11,Chi2v,NumRotatableBonds,VSA_EState1,Chi3v,MolLogP,FpDensityMorgan2,SlogP_VSA12,FpDensityMorgan3,AvgIpc,Chi1v,fr_sulfonamd,fr_NH2,NumAromaticHeterocycles,fr_aniline
Pyriproxyfen (Ref: S 9318),Not High,5.879988336,6.506044082,6,16.39791667,4.621792098,3.3061,1.736842105,6.718607232,2.368421053,2.386388097,8.527068009,0,0,1,0
Quinalphos (Ref: ENT 27397),Not High,0.0,3.796429049,1,0.0,2.504192731,3.2398,2.066666667,23.20187978,2.733333333,2.171981899,4.820139056,0,0,1,0
Quinclorac (Ref: BAS 514H),High,0.0,3.719125647,1,0.0,2.467581315,2.89482,2.2,11.60093989,2.866666667,2.171981899,4.753192346,0,0,1,0
Quinmerac (Ref: BAS 518H),Not High,0.0,3.309453917,0,0.0,2.472005695,1.4747,1.5,11.60093989,2.071428571,2.231989059,4.341220404,0,1,0,0
Quinoclamine,Not High,11.49902367,4.990443944,2,18.61877956,3.277872472,5.473,1.75,23.20187978,2.5,2.40622052,6.561005845,0,0,1,0
Quinoxyfen (Ref: DE 795),High,0.0,4.06545013,1,0.0,3.626004921,4.8618,1.071428571,58.00469945,1.357142857,2.11206606,4.923488717,0,0,0,0
Quintozene,High,17.379012,5.863306561,6,16.15007295,3.694812817,4.4059,1.846153846,11.60093989,2.576923077,2.63395811,8.46217251,0,0,1,0
Quizalofop-ethyl (Ref: DPX Y6202),High,17.379012,5.863306561,6,16.15007295,3.694812817,4.4059,1.846153846,11.60093989,2.576923077,2.63395811,8.46217251,0,0,1,0
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,17.379012,7.376325898,7,22.11891494,4.843691473,4.565,2.0,11.60093989,2.766666667,3.269650267,10.0959397,0,0,1,0
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,0.0,7.760192075,6,11.12565944,4.987841259,5.152,1.92,0.0,2.6,2.901863563,8.795486214,0,0,1,0
Resmethrin (Ref: OMS 1206),Not High,11.75997667,8.890380018,7,60.65825482,6.433074207,0.1928,1.714285714,0.0,2.25,2.665654626,10.74804346,1,0,2,1
Rimsulfuron (Ref: DPX E9636),High,0.0,7.476337266,9,0.0,4.858565602,3.6616,1.909090909,11.76188495,2.409090909,2.436904826,9.366503702,0,0,0,0
Sethoxydim (Ref: BAS 9052H),Not High,0.0,4.832721123,2,0.0,3.459628476,3.3868,1.882352941,0.0,2.588235294,2.332248999,6.380663066,0,0,0,1
Siduron,Not High,0.0,11.82318986,4,1.300057634,7.476812112,2.82594,2.0,11.33678588,2.470588235,2.51828611,10.09891899,0,0,1,0
Silthiofam (Ref: MON 65500),High,0.0,2.650376517,4,0.0,1.446934231,1.3886,1.461538462,11.60093989,1.846153846,2.036643885,4.52990784,0,0,1,2
Simazine (Ref: G 27692),Not High,5.749511833,5.721771662,6,12.03069506,3.900697974,2.41752,1.884615385,0.0,2.538461538,2.627539894,8.007782327,0,0,1,0
Sodium chloride,High,0.0,8.743355014,4,11.70628819,6.173800539,5.9436,1.888888889,23.20187978,2.481481481,2.866685762,10.11443912,0,0,0,0
Spirodiclofen (Ref: BAJ 2740),Not High,0.0,9.280265957,3,11.76814413,5.36189023,5.17196,1.666666667,0.0,2.185185185,3.04614416,9.793658972,0,0,0,0
Spiromesifen (Ref: BSN 2060),Not High,0.0,7.995075675,5,12.49530919,5.334748617,4.0663,1.80952381,0.0,2.333333333,2.802844813,8.924297624,0,0,0,0
Spiroxamine (Ref: KWG 4168),High,0.0,7.420196369,3,22.84047374,4.80960132,1.8645,1.761904762,11.60093989,2.238095238,2.366027878,8.577602509,0,0,0,0
Sulcotrione (Ref: SC 0051),High,0.0,7.109801087,4,51.27147153,3.941996951,2.41582,1.869565217,23.20187978,2.347826087,2.662453403,8.592504069,1,0,1,1
Sulfentrazone (Ref: FMC 97285),High,0.0,7.270500867,9,241.6744997,4.965200734,4.8926,0.774193548,0.0,1.032258065,2.517311077,8.248103064,1,0,0,0
Sulfluramid (Ref: GX 071),Not High,11.75997667,9.68150896,7,63.49043385,7.051554439,0.4455,1.709677419,0.0,2.290322581,3.140934278,11.75219718,1,0,3,1
Sulfosulfuron (Ref: MON 37500),High,0.0,8.805303946,10,26.91350907,7.711470999,3.598,0.882352941,13.43721446,1.058823529,2.171758734,10.55579835,0,0,0,0
Sulfotep (Ref: ENT 16273),Not High,0.0,0.0,0,0.0,0.0,0.1128,1.0,13.49569335,1.0,0.0,0.0,0,0,0,0
Sulphur (Ref: SAN 7116),Not High,5.749511833,10.69863322,8,11.55485591,8.201616272,5.1915,1.888888889,28.83714735,2.388888889,2.375370207,11.31330322,0,0,0,0
Sulprofos (Ref: NTN 9306),High,11.49902367,8.399240583,8,49.99637968,5.33173495,7.39568,1.685714286,11.60093989,2.285714286,2.811838241,11.02251815,0,0,0,1
TCA-sodium,High,0.0,6.937547356,5,1.687610597,4.278706838,3.3415,1.857142857,11.60093989,2.380952381,2.893854009,7.471604209,0,0,1,0
Tebuconazole (Ref: HWG 1608),Not High,0.0,7.679175889,3,0.0,4.180270703,4.45154,1.461538462,0.0,1.923076923,2.567302587,8.943146868,0,0,0,0
Tebufenozide (Ref: RH 5992 2F ),Not High,0.0,7.094008634,4,1.540874486,4.275735769,3.8634,1.869565217,11.60093989,2.347826087,2.78344077,8.204632204,0,0,1,0
Tebufenpyrad (Ref: AC 801757),Not High,0.0,5.762400569,3,0.0,2.721547572,3.4697,1.705882353,0.0,2.117647059,2.2449564,6.17109513,0,0,0,0
Tebutam (Ref: GPC-5544),High,0.0,5.20992923,1,0.0,3.286817338,1.6112,2.0,11.33678588,2.4,2.630480459,5.470509803,0,0,1,1
Tebuthiuron (Ref: EL 103),High,0.0,3.644223084,1,0.0,2.826056519,4.2084,1.461538462,46.40375956,1.769230769,2.005948723,4.433892277,0,0,0,0
Tecnazene,Not High,0.0,5.137968617,2,53.81999654,3.374577812,4.5117,1.541666667,23.20187978,2.125,2.498739846,6.869437861,0,0,0,1
Teflubenzuron (Ref: CME 13406),Not High,0.0,7.211578087,4,96.81805333,5.03413128,5.55182,1.592592593,11.60093989,2.037037037,3.100083418,8.011666386,0,0,0,0
Tefluthrin (Ref: R 151993),Not High,11.49902367,12.29698023,10,31.70855987,9.121528057,5.63,0.888888889,25.19909941,1.148148148,2.704444313,13.48139142,0,0,0,0
Temephos (Ref: OMS 786),Not High,0.0,6.198322798,6,5.364471734,4.682989738,2.899,1.913043478,11.60093989,2.47826087,2.566471995,8.608726582,0,0,0,0
Tepraloxydim (Ref: BAS 620H),High,0.0,4.558482428,0,1.113425926,2.333577531,1.25342,1.785714286,11.60093989,2.214285714,1.971118513,4.646015393,0,0,1,0
Terbacil (Ref: DPX D732),High,0.0,12.26398167,7,11.34533281,8.612292415,4.5063,1.6,28.83714735,1.933333333,2.014425436,10.21776753,0,0,0,0
Terbufos (Ref: AC 92100),Not High,6.01046484,4.374652209,4,5.014115646,1.619162054,1.5224,1.75,0.0,2.25,2.146775428,5.264673394,0,0,1,2
Terbumeton (Ref: GS 14259),High,0.0,4.495046431,3,0.0,1.598847051,2.1672,1.733333333,11.60093989,2.266666667,1.987009394,5.219247668,0,0,1,2
Terbuthylazine,Not High,0.0,5.148048871,4,0.0,2.166884611,2.2357,1.75,11.76188495,2.25,2.146775428,6.489418265,0,0,1,2
Terbutryn (Ref: GS 14260),Not High,0.0,6.370288327,5,26.27786859,4.579673386,5.6015,1.631578947,54.22645668,2.105263158,2.400369195,7.760380428,0,0,0,0
Tetrachlorvinphos (Ref: SD 8447),Not High,0.0,5.497417039,7,55.93300458,3.569776552,4.2432,2.0,23.20187978,2.565217391,2.964657486,7.121996999,0,0,1,0
Tetraconazole (Ref: M 14360),High,0.0,7.230236398,2,24.80039557,5.596715015,5.133,1.263157895,46.40375956,1.842105263,2.338515483,7.968599453,0,0,0,0
Tetradifon (Ref: ENT 23737),High,0.0,7.863860927,4,5.333621032,5.487868101,2.9649,1.708333333,0.0,2.208333333,2.955493297,8.647087063,0,0,0,0
Tetramethrin (Ref: ENT 27339),Not High,0.0,3.694928558,1,0.0,2.650783962,2.6864,2.142857143,11.33678588,2.928571429,2.862069984,5.209258249,0,0,2,0
Thiabendazole (Ref: MK 360),High,0.0,4.702886075,2,0.0,3.388568339,2.12088,2.5,23.36282484,3.1875,2.700458272,6.106945087,0,0,1,0
Thiacloprid (Ref: YRC 2894),Not High,0.0,5.272902819,3,5.719146091,3.29905903,1.0232,2.5,22.93772577,3.111111111,2.686546352,6.124941721,0,0,1,0
Thiamethoxam (Ref: CGA 293343),High,0.0,3.457688299,1,36.40937287,2.506804164,1.3325,2.066666667,11.33678588,2.466666667,2.630480459,4.537456513,0,0,1,1
Thiazafluron,High,0.0,7.0811689,5,72.21219514,4.598555471,4.5165,1.961538462,11.76188495,2.384615385,3.050105396,8.740502424,0,0,1,0
Thiazopyr (Ref: MON 13200),High,0.0,3.512606476,2,3.631439279,2.209789599,2.1821,2.0,11.53248661,2.666666667,2.714800878,5.021776765,0,0,1,2
Thidiazuron (Ref: SN 49537),Not High,6.01046484,6.92504923,5,35.64875606,5.048092293,0.54712,1.92,11.33678588,2.56,3.029442855,8.890866505,1,0,2,1
Thifensulfuron-methyl (Ref: DPX M6316),High,0.0,4.716365832,4,0.0,3.532004934,4.035,1.8125,23.36282484,2.3125,2.297642429,6.694665182,0,0,0,0
Thiobencarb (Ref: IMC 3950),Not High,0.0,6.676719548,4,2.201406368,3.973329653,3.0792,1.19047619,35.65773088,1.476190476,2.482066109,8.740179064,0,0,0,0
Thiodicarb (Ref: OMS 3026),Not High,0.0,4.715763747,3,0.0,2.151780809,2.1075,2.071428571,11.76188495,2.428571429,2.092255822,5.75875294,0,0,0,0
Thiofanox (Ref: DS 15647),High,0.0,9.87983238,7,10.2491558,8.119172387,2.99,1.833333333,28.83714735,2.25,2.120998184,9.003460034,0,0,0,0
Thiometon (Ref: SAN 230),Not High,0.0,4.503491901,2,8.86826531,2.633690395,1.7922,1.227272727,24.43574689,1.545454545,2.482461586,6.685088302,0,0,0,2
Thiophanate-methyl (Ref: NF 44),Not High,0.0,0.873773448,0,0.0,0.0,-0.8113,1.5,12.21787344,1.5,0.811278124,1.189722705,0,2,0,0
Thiourea,High,0.0,5.884299497,0,1.674444444,5.07382793,2.0608,1.083333333,46.02354284,1.25,1.983418079,6.18555772,0,0,0,0
Thiram (Ref: ENT 987),Not High,0.0,5.888581736,6,0.0,4.482772833,4.9388,1.631578947,11.76188495,2.105263158,2.454299107,8.072174237,0,0,0,0
Tiocarbazil (Ref: M 3432),Not High,5.749511833,6.924679697,4,15.42509999,4.773069532,4.19792,1.5625,29.92048701,1.9375,2.22935904,7.595550029,0,0,0,0
Tolclofos-methyl (Ref: S 3349 ),Not High,0.0,8.905726155,5,36.57858517,5.441465565,3.31442,1.684210526,35.14980275,2.052631579,2.254303009,8.017816958,0,0,0,1
Tolylfluanid (Ref: BAY 49854),Not High,0.0,6.50609855,5,0.0,4.562586047,3.83266,1.625,0.0,2.083333333,2.484111341,8.635793558,0,0,0,0
Tralkoxydim (Ref: PP 604),Not High,11.49902367,15.63327351,6,10.90701281,9.862839801,7.46098,1.733333333,63.71977559,2.333333333,3.270039614,12.48640886,0,0,0,0
Tralomethrin (Ref: OMS 3048),Not High,5.749511833,5.850310328,4,7.159387598,2.953700426,3.1243,1.95,11.60093989,2.45,2.897070628,6.561934049,0,0,1,0
Triadimefon,Not High,5.749511833,6.085125659,4,7.358461672,3.177187266,2.9161,1.9,11.60093989,2.4,2.897070628,6.699342127,0,0,1,0
Triadimenol (Ref: BAY KWG 0519),Not High,0.0,6.146885726,4,0.016306059,3.872497418,4.8439,1.5625,46.56470462,1.875,2.119785175,7.036321158,0,0,0,0
Tri-allate (Ref: CP 23426),High,11.75997667,6.765519528,7,36.89830908,4.35978527,1.31662,1.961538462,11.60093989,2.653846154,2.585262525,9.254815514,1,0,1,1
Triasulfuron (Ref: CGA 131036 ),High,0.0,6.592984103,4,6.09958416,3.33894778,1.7605,1.952380952,11.76188495,2.428571429,2.79133739,7.626173559,0,0,1,0
Triazamate (Ref: RH 7988),Not High,6.01046484,6.616352132,7,17.88943712,4.651267022,2.9436,1.8,6.718607232,2.4,2.880793712,8.779925097,0,0,1,0
Triazophos (Ref: HOE 002960 ),Not High,0.0,3.824165948,1,1.557983277,2.514703081,1.1023,2.235294118,11.60093989,3.0,2.831855083,5.171717648,0,0,2,0
Triazoxide (Ref: SAS 9244),High,6.01046484,6.77755571,5,36.453293,4.684038377,0.50992,1.777777778,0.0,2.407407407,2.652524637,8.92115628,1,0,1,1
Tribenuron-methyl (Ref: DPX L5300),High,0.0,15.93330721,12,10.66809004,14.78562442,6.6944,1.0,38.89266262,1.235294118,2.302070195,13.19662213,0,0,0,0
Tribufos,Not High,0.0,6.488308682,3,18.06438272,4.182108572,2.1609,1.666666667,42.398582,1.75,1.999760779,5.481975076,0,0,0,0
Trichlorfon (Ref: OMS 800),High,5.749511833,8.31859648,5,11.16348112,6.158343625,5.3915,1.705882353,41.29449211,2.235294118,2.261315495,8.949849595,0,0,0,0
Trichloronate (Ref: BAY 37289),High,5.879988336,3.402805753,3,4.748348765,2.130637851,2.5052,2.071428571,34.80281967,2.642857143,2.08623909,4.499487607,0,0,1,0
Triclopyr,High,0.0,4.01633127,0,3.305462963,3.169625909,2.25242,2.307692308,11.33678588,3.230769231,2.616339795,4.85597998,0,0,2,0
Tricyclazole (Ref: EL 291),High,0.0,7.052426667,12,5.781522267,4.573128006,5.4066,1.142857143,0.0,1.619047619,2.435316849,9.598391719,0,0,0,0
Tridemorph (Ref: BAS 2205-F),Not High,0.0,7.121984623,2,4.041740993,3.204784864,4.9792,1.625,58.00469945,2.0,2.801972312,6.370243807,0,0,0,0
Tridiphane,Not High,0.0,3.268729729,5,0.0,2.146524328,1.803,1.8,11.60093989,2.333333333,2.189716513,5.48952356,0,0,1,2
Trietazine (Ref: G 27901),Not High,0.0,5.799894719,7,43.25853515,3.863008527,4.1697,1.75862069,0.0,2.413793103,2.710937597,8.394999547,0,0,0,0
Trifloxystrobin (Ref: CGA 279202),Not High,0.0,5.146236613,5,46.37035431,3.130676552,4.5602,2.173913043,11.60093989,2.782608696,3.00818941,7.296887017,0,0,1,0
Triflumizole (Ref: NF 114 ),Not High,5.749511833,4.867474902,3,39.81718104,3.02089663,4.2005,1.625,11.60093989,2.208333333,2.477613433,6.849107474,0,0,0,1
Triflumuron (Ref: OMS 2015),Not High,0.0,4.862131354,7,38.53449027,3.093677114,4.1482,1.391304348,0.0,1.652173913,2.440251281,6.919433479,0,0,0,1
Trifluralin (Ref: EL 152),High,6.01046484,8.161917128,7,73.49734713,5.239824659,1.48412,1.818181818,0.0,2.393939394,2.695503828,10.36235669,1,0,1,2
Triflusulfuron-methyl (Ref: DPX 66037),High,0.0,9.267149907,6,-3.36361098,4.391261255,1.4886,1.0,69.60563934,1.181818182,2.399203261,8.386444429,0,0,0,0
Triforine (Ref: AC 902194),Not High,5.749511833,3.321589017,1,5.030138889,2.315216179,2.33006,1.714285714,0.0,2.142857143,2.135375772,4.517072974,0,0,0,0
Trimethacarb (Ref: OMS 597),Not High,0.0,4.738086787,3,4.811589349,3.261386993,1.3198,1.777777778,0.0,2.222222222,3.113225016,6.203335507,0,0,0,0
Trinexapac-ethyl (Ref: CGA 163935),Not High,0.0,6.994781366,3,1.69719393,4.990449049,3.5662,2.045454545,11.60093989,2.681818182,3.038613682,7.798954478,0,0,1,0
Triticonazole (Ref: RPA 400727),High,6.01046484,6.671446811,4,106.9679135,4.374537307,2.4282,1.620689655,0.0,2.172413793,2.589699734,8.594125927,1,0,1,1
Tritosulfuron,High,0.0,6.165802847,3,1.58782124,3.220286712,3.3366,1.95,11.60093989,2.45,2.897070628,6.757615699,0,0,1,0
Uniconazole (Ref: XE 1019),High,0.0,8.62895264,8,21.15617268,7.163932751,1.9882,1.9375,29.94123724,2.375,2.323876425,8.862139064,0,0,0,0
Vamidothion (Ref: ENT 26613),High,0.0,4.147581669,6,0.0,2.792430455,3.3716,1.615384615,11.76188495,2.0,2.136355236,6.159904658,0,0,0,0
Vernolate (Ref: R-106),Not High,0.0,4.820225481,2,4.990252268,3.041116093,3.4213,1.833333333,23.20187978,2.277777778,2.489028216,5.800184626,0,0,0,1
Vinclozolin (Ref: BAS 352F),Not High,5.749511833,5.51736961,4,5.330790108,3.861853974,3.6096,1.739130435,0.0,2.434782609,2.541894844,7.367289201,0,0,1,0
Warfarin,Not High,11.49902367,8.222629525,6,11.39789951,5.213148759,6.17798,1.821428571,23.20187978,2.464285714,3.195228206,9.54046734,0,0,0,0
Ziram,Not High,0.0,5.843144966,5,0.0,4.40435255,4.00822,1.75,34.80281967,2.15,2.422875248,7.412839536,0,0,0,0
Zoxamide (Ref: RH 7281),Not High,0.0,7.869192736,4,25.46196593,5.285708996,0.78072,2.04,0.0,2.56,3.166682264,9.426236169,0,0,1,0
Topramezone (Ref: BAS 670 H),High,0.0,4.881274239,3,10.48523109,3.031393349,0.4853,2.153846154,0.0,2.538461538,2.031632131,5.224813808,0,0,0,0
Aldicarb sulfoxide,High,11.49902367,3.365468269,3,18.66237245,2.14916827,3.3162,1.823529412,0.0,2.470588235,2.32817773,4.923678944,0,0,0,0
3-phenoxybenzoic acid,Not High,11.49902367,4.761659561,4,5.413176808,3.047324911,4.3921,1.904761905,23.20187978,2.476190476,2.412143619,6.284695565,0,0,0,0
4-fluoro-3-phenoxybenzoic acid,High,0.0,3.009296726,0,0.0,2.352342123,0.2252,1.545454545,0.0,2.0,2.298182054,3.785258388,0,0,0,0
Bifenox acid,High,0.0,2.139192868,0,0.0,1.407692449,1.1451,2.1,0.0,2.9,2.272009922,3.063238999,0,1,1,1
"1,2,4-triazole (Ref: CGA 71019)",Not High,0.0,5.111108443,2,16.9941873,3.838266415,1.6355,2.058823529,0.0,2.705882353,2.29656785,6.586004867,0,0,0,1
Tetrahydrophthalimide,High,0.0,5.085219978,5,40.25499113,3.479906485,2.54722,2.086956522,11.60093989,2.608695652,2.723340801,6.762260013,0,0,1,0
1-naphthol,Not High,0.0,4.79315583,4,40.15664701,3.202932146,2.62782,2.086956522,11.60093989,2.608695652,2.723340801,6.465836834,0,0,1,0
2-aminobenzimidazole,High,0.0,9.651995474,0,3.875591616,10.24591205,5.0192,1.315789474,92.80751912,1.842105263,2.896687171,8.467807581,0,0,0,0
Carboxin sulfoxide,High,0.0,2.800683937,0,0.0,1.876988105,2.3351,1.8,34.80281967,2.3,1.841127075,3.482314543,0,0,1,0
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,0.0,8.179422573,9,11.84002432,5.817366042,3.8599,2.208333333,11.60093989,2.75,2.548980415,10.02717171,0,0,0,0
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,0.0,2.509470797,0,0.0,1.524921447,2.5756,1.888888889,23.20187978,2.333333333,1.796567574,3.160602425,0,1,0,1
Oxychlordane,Not High,5.749511833,6.227777643,7,6.539440335,4.005810523,5.34918,1.8,31.8598878,2.35,2.419792789,8.265300956,0,0,0,0
"3,5,6-trichloro-2-pyridinol",High,0.0,1.410006866,0,0.0,0.687298335,-1.3818,0.888888889,0.0,1.111111111,1.588091448,2.20766619,0,3,1,3
Clethodim sulfoxide,High,0.0,7.186177661,1,0.0,5.890391962,1.1154,1.533333333,31.41370696,1.733333333,2.195359979,7.806635355,0,0,0,0
"2,4-dichloroaniline",Not High,0.0,5.471461463,2,0.208004535,3.33669295,6.1879,0.944444444,46.40375956,1.222222222,2.339274363,6.660521248,0,0,0,0
Bromoxynil-octanoate,Not High,0.0,2.942332285,1,0.0,1.44273962,1.20172,2.181818182,0.0,2.636363636,1.846046792,3.672063683,0,0,1,0
Cyhalofop,Not High,5.749511833,2.87236821,1,0.0,1.911672587,2.3972,1.75,23.20187978,2.166666667,1.969724618,3.695914762,0,0,0,0
Melamine (Ref: CGA 235129),High,17.2485355,5.090163682,5,10.83090485,3.136561399,4.6376,1.714285714,23.20187978,2.285714286,2.434925769,6.835125539,0,0,0,0
Thiocyclam oxalate (Ref: SAN 1551),High,0.0,9.37971247,0,30.48155171,9.235544627,3.3559,1.25,69.60563934,1.6,2.523283146,8.95621071,0,0,0,0
DDE (Ref: HSDB 1625),High,11.75997667,1.810866881,2,9.652777778,1.114713004,0.076,1.636363636,0.0,2.0,2.030157631,2.985197466,0,1,1,1
DDD (Ref: ENT 4225),High,0.0,3.399273694,1,0.0,2.395856592,0.7412,1.785714286,0.0,2.285714286,2.432970205,4.318931893,0,0,0,0
Decamethrinic acid (Ref: AE F108565),High,5.749511833,7.713739991,7,34.71281367,5.356412267,3.25382,2.05,7.746488431,2.5,2.262550357,9.532420979,0,0,0,0
Ethyl 3-hydroxycarbamate,Not High,0.0,2.253272803,0,0.0,1.55932937,0.9231,2.090909091,0.0,2.909090909,2.05595014,3.301955237,0,0,1,0
Pyrimidinol (Ref: GS-27550),High,5.749511833,2.227899355,1,0.0,1.377072687,1.60882,2.181818182,0.0,2.636363636,1.853730746,3.050395839,0,0,0,0
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Not High,5.749511833,7.782090108,5,26.94063336,5.644846215,2.62852,1.882352941,6.718607232,2.294117647,2.281673036,8.88210725,0,0,0,0
Dimethylaminosulfanilide,High,11.75997667,4.298644257,4,49.32556004,2.809884791,2.1244,1.791666667,0.0,2.25,2.534610289,6.364236203,0,1,2,2
"2,4-dichlorophenol",Not High,0.0,3.875600304,1,58.08740741,2.21037591,0.7478,1.928571429,0.0,2.285714286,2.01155535,4.823573415,1,1,1,0
Diclofop (Ref: AE F021079),Not High,11.75997667,3.79860319,4,48.45307327,2.440735409,2.6512,1.714285714,0.0,2.238095238,2.458766506,5.70061653,0,0,2,2
Endosulfan sulfate,Not High,0.0,0.802911633,0,31.73611111,0.242500651,0.6333,1.571428571,0.0,1.571428571,1.314320487,1.244677652,0,0,0,0
"2-amino-4,6-dimethoxypyrimidine (Ref: AE-F092944)",Not High,0.0,2.383716226,1,36.11506236,1.436848491,2.4036,1.923076923,0.0,2.384615385,2.02921487,3.316044858,0,0,0,0
"(S)-5-methyl-5-phenylimidazolidine-2,4-dione (Ref: RPA 412636)",High,0.0,2.328832072,0,0.0,1.643378278,0.5702,1.363636364,0.0,1.818181818,2.298182054,3.23559856,0,0,0,0
Fenamiphos sulfoxide,Not High,0.0,2.214987117,2,0.0,1.422932176,0.4837,1.666666667,0.0,2.0,2.04012373,3.247880492,0,1,0,0
4-hydroxyquinazoline,Not High,0.0,0.796240919,1,0.0,0.372670497,0.7312,2.4,11.60093989,2.4,1.405639062,1.712463061,0,0,0,0
3-methyl-4-nitrophenol,Not High,0.0,2.541775135,1,9.569444444,0.713504746,-0.9197,1.833333333,7.595762327,1.833333333,1.351644115,3.104654146,0,1,0,0
Fenthion sulfoxide (Ref: BAY S 2281),Not High,0.0,8.966801219,0,3.998801493,9.435630483,4.4527,1.333333333,81.20657923,1.888888889,2.98470375,8.021755384,0,0,0,0
"1-(4,6-dimethoxypyrimidin-2-yl)-1-(3-trifluoromethyl-2-pyridyl)urea",High,0.0,5.447222543,4,0.0,3.749273292,0.7691,1.909090909,0.0,2.363636364,2.748676812,6.548006391,0,0,1,0
3-trifluoromethyl-2-pyridylsulfonamide,High,5.749511833,5.113635255,3,0.0,3.498746208,0.7765,2.1,0.0,2.55,2.662008965,6.093882246,0,0,1,0
"4,6-dimethoxy-N-(3-(trifluoromethyl)pyridin-2-yl)pyrimidin-2-amine",High,0.0,2.061999145,1,0.0,1.197915777,1.4332,2.3,11.60093989,2.7,1.884505361,2.925842077,0,0,1,0
4-trifluoromethylnicotinic acid,High,5.749511833,7.357190023,3,51.30546286,5.122094986,3.9324,1.9375,11.60093989,2.59375,3.066260913,9.535510935,0,0,0,1
Flufenacet sulphonic acid (Ref: AE 0841914),High,0.0,5.270173227,2,59.45313445,3.075527497,1.8071,1.823529412,0.0,2.176470588,2.135097978,6.069828831,0,0,0,0
Flufenacet oxalate (Ref: AE 0841913),High,0.0,9.368538482,8,14.60615662,7.513274705,1.6433,1.941176471,17.0752624,2.294117647,2.278366386,8.787621787,0,0,0,0
"2,6-dichlorobenzamide (Ref: AE C653711)",High,0.0,1.182677536,0,0.0,0.696114263,-0.7008,1.833333333,0.0,2.0,1.86382639,1.911230926,0,0,0,0
3-chloro-5-trifluoromethyl-pyridine-2-carboxylic acid (Ref: AE-C657188),High,0.0,4.478803758,0,0.96875,4.112009384,1.3379,2.444444444,33.8056694,3.222222222,2.35255791,5.140393232,0,0,0,0
Acifluorfen (Ref: RH 5781),High,5.749511833,2.367244351,0,0.0,1.393936671,2.35402,2.111111111,11.60093989,2.555555556,1.796567574,3.028587379,0,0,0,0
Trifluoroethanoic acid,High,0.0,4.451380296,5,4.831585648,2.961590371,1.75594,1.842105263,0.0,2.263157895,2.328879493,5.997786729,0,0,0,1
3-trifluoromethylbenzoic acid (Ref: RE-54488),High,0.0,0.497468077,0,0.0,0.273861279,0.719,2.25,12.21787344,2.25,1.370950594,1.283192829,0,0,0,0
Phthalimide,Not High,0.0,2.940605159,1,0.0,1.848561204,1.14032,1.928571429,0.0,2.571428571,2.188287689,4.259234939,0,0,1,0
Phthalic acid,Not High,5.749511833,4.796333888,2,16.47865237,3.354839306,1.75904,1.8125,0.0,2.1875,2.150441761,6.354190281,0,0,0,0
Phthalamic acid,High,0.0,3.802521013,0,0.521412037,1.613934316,-1.0571,1.923076923,0.0,2.384615385,1.975351353,3.810874371,0,1,1,0
3-chloroallyl alcohol,High,0.0,3.605461886,0,0.0,1.421798896,-0.2443,1.833333333,0.0,2.25,1.826126321,3.605461886,0,0,1,0
2-butanesulfonic acid,High,0.0,4.062595252,2,26.50130385,2.567941851,0.1206,1.928571429,0.0,2.428571429,2.152040533,5.213326067,1,1,0,0
Aminomethylphosphonic acid,High,0.0,4.081606549,0,24.15481481,3.037413809,0.1187,1.833333333,0.0,2.5,2.24638603,4.756219286,1,0,0,0
Heptachlor epoxide (Ref: ENT 25584),Not High,0.0,2.597796701,1,0.0,1.773435418,2.55662,2.181818182,11.60093989,2.636363636,1.941518365,3.393735751,0,0,0,0
"2-(4,5-dihydro-4-methyl-4-(1-methylethyl)-5-oxo-1H-imidazol-2-yl)-3,5,pyridinecarboxylic acid (Ref: CL 312622)",Not High,5.749511833,2.240415625,0,0.0,1.4394939,2.00904,1.555555556,0.0,1.888888889,1.828958585,2.967623734,0,0,0,0
"5-hydroxy-6-((4RS)-4-isopropyl-4-methyl-5-oxo-4,5-dihydro-1H-imidazol-2-yl)nicotinic acid (Ref: CL-354825)",High,0.0,2.487946415,0,0.0,1.682686601,2.5756,1.777777778,23.20187978,2.222222222,1.796567574,3.160602425,0,1,0,1
6-chloronicotinic acid (Ref: IC-0),Not High,0.0,1.410683603,0,0.0,0.799572491,1.2688,1.571428571,0.0,1.857142857,1.685616163,2.199358737,0,1,0,1
"Methyl-7-chloro-2,5-dihydro-2-(((trifluoromethoxy)phenyl)amino)carbonyl(indeno(1,3,4)oxadiazine-4a(3H)-carboxylate (Ref: IN JT333)",High,0.0,1.536230926,0,0.0,0.924667653,-0.3107,1.857142857,0.0,2.142857143,1.685616163,2.411230926,0,0,0,0
(4-trifluoromethoxy)phenyl urea (Ref: IN MK638),Not High,0.0,2.008906009,0,0.0,0.999580267,0.67564,1.666666667,0.0,2.0,1.588091448,2.760452595,0,1,1,1
