Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,qed,Chi2v,Chi3v,BalabanJ,Chi1v,BCUT2D_LOGPLOW,MolLogP,Chi4v,Chi0v,FpDensityMorgan2,Kappa3,Kappa2,SPS,BCUT2D_CHGHI
Pyrimethanil (Ref: SN 100309),Not High,2.232192343,0.631127542,5.293966862,3.24703358,1.489482247,7.829004165,-2.209596837,4.7202,2.099059886,13.46196902,1.458333333,4.744862134,8.01511563,11.54166667,2.059415569
Pyriproxyfen (Ref: S 9318),Not High,2.486713154,0.762651885,6.506044082,4.621792098,2.258211707,8.527068009,-2.030217886,3.3061,3.495973614,12.48652263,1.736842105,3.701508376,6.389744255,11.68421053,2.216842126
Quinalphos (Ref: ENT 27397),Not High,2.256819083,0.834437147,3.796429049,2.504192731,2.875721301,4.820139056,-1.996104929,3.2398,1.753369552,8.879863396,2.066666667,1.758342466,3.680326793,10.53333333,2.137929409
Quinclorac (Ref: BAS 514H),High,2.244682595,0.805678337,3.719125647,2.467581315,2.875721301,4.753192346,-1.998954783,2.89482,1.723906059,8.745969977,2.2,1.659478448,3.513153982,10.53333333,2.135581679
Quinmerac (Ref: BAS 518H),Not High,2.250308909,0.701039973,3.309453917,2.472005695,2.731827362,4.341220404,-2.238045678,1.4747,1.552049874,7.837141346,1.5,1.060590078,2.957470134,15.78571429,2.2849898
Quinoclamine,Not High,2.352445507,0.625742028,4.990443944,3.277872472,2.094452891,6.561005845,-1.886504876,5.473,2.464813235,11.62001535,1.75,2.550486487,5.270174036,10.75,2.095649695
Quinoxyfen (Ref: DE 795),High,2.470286859,0.321157481,4.06545013,3.626004921,3.682463306,4.923488717,-1.922786321,4.8618,2.020022128,9.933177272,1.071428571,1.877230867,4.289049481,10.35714286,2.265261975
Quintozene,High,2.244894946,0.596876213,5.863306561,3.694812817,1.67142815,8.46217251,-2.254864518,4.4059,2.401246136,15.06457298,1.846153846,4.401079947,8.01279567,11.80769231,2.151475073
Quizalofop-ethyl (Ref: DPX Y6202),High,2.244894946,0.596876213,5.863306561,3.694812817,1.67142815,8.46217251,-2.254864518,4.4059,2.401246136,15.06457298,1.846153846,4.401079947,8.01279567,11.80769231,2.151475073
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,2.247095507,0.509884747,7.376325898,4.843691473,1.317735547,10.0959397,-2.286423702,4.565,3.20985013,17.17149188,2.0,5.170335968,9.277346099,16.93333333,2.21066834
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,2.59406212,0.539835014,7.760192075,4.987841259,1.542209936,8.795486214,-2.099638064,5.152,3.433908458,15.41246113,1.92,4.036552724,6.909573679,20.8,2.608819818
Resmethrin (Ref: OMS 1206),Not High,2.199019302,0.617510728,8.890380018,6.433074207,2.301189549,10.74804346,-2.35728152,0.1928,4.486481276,16.66537642,1.714285714,4.831597222,8.347140039,11.53571429,2.282850771
Rimsulfuron (Ref: DPX E9636),High,2.308558653,0.397764362,7.476337266,4.858565602,2.797025192,9.366503702,-2.311012643,3.6616,3.895032719,15.05393775,1.909090909,5.764025163,10.05698618,20.18181818,2.329127262
Sethoxydim (Ref: BAS 9052H),Not High,2.232111975,0.805940588,4.832721123,3.459628476,1.84443176,6.380663066,-2.426659731,3.3868,2.387743542,10.2781273,1.882352941,3.478993291,5.709781036,24.05882353,2.220246309
Siduron,Not High,2.223692123,0.659474638,11.82318986,7.476812112,3.210503752,10.09891899,-2.408710782,2.82594,5.326006676,13.12455699,2.0,3.072448851,5.186086002,11.35294118,2.278056519
Silthiofam (Ref: MON 65500),High,2.07997254,0.771063921,2.650376517,1.446934231,2.828867284,4.52990784,-2.078300847,1.3886,0.984537018,8.389747768,1.461538462,3.022964882,4.811985947,9.769230769,2.013996456
Simazine (Ref: G 27692),Not High,2.243823158,0.683814597,5.721771662,3.900697974,2.291458802,8.007782327,-2.227775277,2.41752,2.619866016,14.4302994,1.884615385,3.291606777,7.3653126,10.84615385,2.197641873
Sodium chloride,High,2.4838017,0.575375316,8.743355014,6.173800539,2.135453242,10.11443912,-2.375883307,5.9436,3.994037164,17.37547149,1.888888889,3.744298883,7.478914744,19.37037037,2.517057001
Spirodiclofen (Ref: BAJ 2740),Not High,2.48974685,0.688717041,9.280265957,5.36189023,2.128294041,9.793658972,-2.306843867,5.17196,4.387484474,17.32322761,1.666666667,3.803132372,6.810112421,18.96296296,2.522974811
Spiromesifen (Ref: BSN 2060),Not High,2.450989603,0.763405553,7.995075675,5.334748617,1.823199367,8.924297624,-2.400477065,4.0663,3.875126943,14.78237175,1.80952381,4.429262998,6.972423124,34.0,2.454728206
Spiroxamine (Ref: KWG 4168),High,2.26807685,0.624236217,7.420196369,4.80960132,2.400758784,8.577602509,-2.349618047,1.8645,3.2648496,12.83060116,1.761904762,3.216028146,5.691925664,17.04761905,2.367782023
Sulcotrione (Ref: SC 0051),High,2.311093519,0.873322502,7.109801087,3.941996951,2.675831603,8.592504069,-2.246927839,2.41582,2.970440827,14.04689712,1.869565217,3.646349953,6.097439727,11.95652174,2.206587674
Sulfentrazone (Ref: FMC 97285),High,2.637945931,0.434587845,7.270500867,4.965200734,6.910142889,8.248103064,-2.748696632,4.8926,2.62587079,14.67374427,0.774193548,3.672684455,7.370190443,16.58064516,2.957493412
Sulfluramid (Ref: GX 071),Not High,2.234950403,0.493625201,9.68150896,7.051554439,1.98858917,11.75219718,-2.358307638,0.4455,5.16305563,18.18994029,1.709677419,4.508503121,8.347504307,11.83870968,2.328652821
Sulfosulfuron (Ref: MON 37500),High,2.657257812,0.569454738,8.805303946,7.711470999,4.786871873,10.55579835,-2.028706252,3.598,7.296274774,14.00243989,0.882352941,7.306780233,9.07534858,12.94117647,2.314430258
Sulfotep (Ref: ENT 16273),Not High,0.6482,0.356419788,0.0,0.0,0.0,0.0,0.6482,0.1128,0.0,1.5,1.0,7.778571429,1.207142857,0.0,-0.196935358
Sulphur (Ref: SAN 7116),Not High,2.600410591,0.482583072,10.69863322,8.201616272,2.718332394,11.31330322,-1.952982228,5.1915,6.327315281,14.2630934,1.888888889,5.535651948,8.490660083,11.5,2.200792812
Sulprofos (Ref: NTN 9306),High,2.343541034,0.324919897,8.399240583,5.33173495,1.754269513,11.02251815,-2.364295146,7.39568,3.433003768,19.59999934,1.685714286,6.900906017,11.1502244,12.97142857,2.319546221
TCA-sodium,High,2.352770536,0.921413387,6.937547356,4.278706838,2.108229399,7.471604209,-2.466606227,3.3415,2.401788974,13.50816976,1.857142857,4.048943259,6.159400244,14.9047619,2.397269875
Tebuconazole (Ref: HWG 1608),Not High,2.178555587,0.829715052,7.679175889,4.180270703,2.290346313,8.943146868,-2.554615128,4.45154,2.808285168,16.51226884,1.461538462,4.71885861,7.729476738,11.15384615,2.294148018
Tebufenozide (Ref: RH 5992 2F ),Not High,2.225839015,0.923000468,7.094008634,4.275735769,2.063459489,8.204632204,-2.251217235,3.8634,2.794463999,15.16018354,1.869565217,3.937477936,6.749502516,11.56521739,2.193144453
Tebufenpyrad (Ref: AC 801757),Not High,2.205682471,0.782509442,5.762400569,2.721547572,2.851501152,6.17109513,-2.425706187,3.4697,1.699822385,11.52667028,1.705882353,3.88063557,5.347609674,11.64705882,2.281531061
Tebutam (Ref: GPC-5544),High,2.28551581,0.79413349,5.20992923,3.286817338,2.894631591,5.470509803,-2.341787222,1.6112,1.770956638,10.47463395,2.0,2.649936609,4.138258404,11.26666667,2.215046642
Tebuthiuron (Ref: EL 103),High,2.415024726,0.431332471,3.644223084,2.826056519,3.555142029,4.433892277,-1.911154145,4.2084,1.658392929,8.876634122,1.461538462,1.992504447,3.88142891,10.15384615,2.227445797
Tecnazene,Not High,2.309248574,0.456991817,5.137968617,3.374577812,2.188506769,6.869437861,-2.352382359,4.5117,2.153313116,12.90554239,1.541666667,3.599262971,7.060843033,10.41666667,2.212536154
Teflubenzuron (Ref: CME 13406),Not High,2.601608826,0.363804694,7.211578087,5.03413128,2.161739211,8.011666386,-2.139354298,5.55182,2.973483049,15.0352989,1.592592593,3.92538495,6.996508445,21.96296296,2.61861128
Tefluthrin (Ref: R 151993),Not High,2.489790994,0.414744654,12.29698023,9.121528057,2.009951441,13.48139142,-1.963248623,5.63,4.518520048,19.42580808,0.888888889,6.818665226,10.34779683,12.0,2.188158418
Temephos (Ref: OMS 786),Not High,2.346400069,0.348125453,6.198322798,4.682989738,2.03169607,8.608726582,-2.347906495,2.899,3.351181754,14.23314191,1.913043478,4.898409953,9.205093234,23.56521739,2.363913366
Tepraloxydim (Ref: BAS 620H),High,2.100354189,0.709899628,4.558482428,2.333577531,3.711923181,4.646015393,-2.448534126,1.25342,1.362992854,9.397603595,1.785714286,1.748879389,3.275748453,11.78571429,2.197811591
Terbacil (Ref: DPX D732),High,2.616539948,0.505229026,12.26398167,8.612292415,4.018684249,10.21776753,-2.068383351,4.5063,8.203458395,13.45369233,1.6,9.015632649,7.567971465,13.13333333,2.201068589
Terbufos (Ref: AC 92100),Not High,2.141581938,0.809174953,4.374652209,1.619162054,2.945000898,5.264673394,-2.273988166,1.5224,1.076271078,10.45699586,1.75,3.878439854,4.9577695,11.0625,2.132135681
Terbumeton (Ref: GS 14259),High,2.132511593,0.831939033,4.495046431,1.598847051,2.884038547,5.219247668,-2.273225441,2.1672,1.13867809,10.18264099,1.733333333,4.290610565,4.612936542,11.26666667,2.123770845
Terbuthylazine,Not High,2.158239247,0.788246002,5.148048871,2.166884611,2.945000898,6.489418265,-2.2743372,2.2357,1.431782015,11.27349244,1.75,4.219731368,5.337192471,11.3125,2.127751584
Terbutryn (Ref: GS 14260),Not High,2.518897519,0.386625451,6.370288327,4.579673386,3.195069219,7.760380428,-1.959176423,5.6015,2.663054672,13.74225843,1.631578947,4.266988931,7.185362503,12.63157895,2.271356753
Tetrachlorvinphos (Ref: SD 8447),Not High,2.315749261,0.68289551,5.497417039,3.569776552,2.20933933,7.121996999,-2.322840075,4.2432,2.463719988,12.98519925,2.0,4.793177096,7.459655194,13.52173913,2.425129989
Tetraconazole (Ref: M 14360),High,2.341892124,0.699225638,7.230236398,5.596715015,2.629830932,7.968599453,-2.024697678,5.133,3.830167557,13.04091674,1.263157895,3.009664079,5.505010436,11.57894737,2.218457181
Tetradifon (Ref: ENT 23737),High,2.593962867,0.451244989,7.863860927,5.487868101,1.611584355,8.647087063,-2.349517653,2.9649,3.928642129,14.84779147,1.708333333,2.698255548,5.866978651,27.91666667,2.611181735
Tetramethrin (Ref: ENT 27339),Not High,2.189382493,0.657282831,3.694928558,2.650783962,2.244094775,5.209258249,-1.77235298,2.6864,1.940251376,8.083273678,2.142857143,1.117699416,2.9198357,10.85714286,2.045969265
Thiabendazole (Ref: MK 360),High,2.199302153,0.597686997,4.702886075,3.388568339,2.072066933,6.106945087,-2.231809348,2.12088,2.49668464,10.00086382,2.5,2.654797813,5.191428364,17.75,2.189462894
Thiacloprid (Ref: YRC 2894),Not High,2.202348215,0.61058775,5.272902819,3.29905903,2.154560172,6.124941721,-2.490580646,1.0232,2.512298041,11.01812175,2.5,3.059332028,5.462021271,18.44444444,2.250325087
Thiamethoxam (Ref: CGA 293343),High,2.333588204,0.805245873,3.457688299,2.506804164,2.894631591,4.537456513,-2.341757642,1.3325,1.391963251,8.608527367,2.066666667,2.551224059,4.007691552,11.26666667,2.358901271
Thiazafluron,High,2.396340611,0.542637359,7.0811689,4.598555471,2.945306893,8.740502424,-2.238116655,4.5165,3.599456771,15.10151189,1.961538462,4.158567499,7.892578186,14.92307692,2.41935216
Thiazopyr (Ref: MON 13200),High,2.102713763,0.81470728,3.512606476,2.209789599,1.93519461,5.021776765,-2.180486366,2.1821,1.432822592,8.491521968,2.0,2.74672367,4.51603387,9.6,2.025296627
Thidiazuron (Ref: SN 49537),Not High,2.222351135,0.700937448,6.92504923,5.048092293,2.185035211,8.890866505,-2.350151702,0.54712,3.902399143,14.89532081,1.92,4.388472856,7.395820936,10.84,2.263095083
Thifensulfuron-methyl (Ref: DPX M6316),High,2.174995264,0.811594811,4.716365832,3.532004934,2.449241362,6.694665182,-2.263110373,4.035,2.348148489,11.1448216,1.8125,4.06423542,6.814637851,10.1875,2.092021592
Thiobencarb (Ref: IMC 3950),Not High,2.148745791,0.252088804,6.676719548,3.973329653,4.332318493,8.740179064,-2.282832587,3.0792,1.437574768,15.09608216,1.19047619,8.730115172,10.62736987,11.9047619,2.189617443
Thiodicarb (Ref: OMS 3026),Not High,2.183729485,0.448198025,4.715763747,2.151780809,4.41166657,5.75875294,-2.247780099,2.1075,1.417858006,10.19556183,2.071428571,5.113399453,5.903337298,12.5,2.191791062
Thiofanox (Ref: DS 15647),High,2.591031127,0.506069717,9.87983238,8.119172387,3.522394748,9.003460034,-1.87967562,2.99,4.818914457,10.95369233,1.833333333,5.837365097,7.65322442,11.91666667,2.142742764
Thiometon (Ref: SAN 230),Not High,2.202540892,0.603731658,4.503491901,2.633690395,2.729776902,6.685088302,-2.353585529,1.7922,1.682284429,13.39188398,1.227272727,5.891049364,8.744341739,9.181818182,2.090611483
Thiophanate-methyl (Ref: NF 44),Not High,1.321294588,0.370873527,0.873773448,0.0,2.803039488,1.189722705,-2.178193255,-0.8113,0.0,2.87944541,1.5,8.372622268,1.061747212,6.0,1.529535896
Thiourea,High,2.258485883,0.468860771,5.884299497,5.07382793,3.693483087,6.18555772,-2.178776334,2.0608,2.595609637,10.79340668,1.083333333,5.183202458,6.013500198,9.333333333,2.044319777
Thiram (Ref: ENT 987),Not High,2.215749825,0.734888685,5.888581736,4.482772833,2.618166877,8.072174237,-2.418454134,4.9388,2.973102858,13.24297899,1.631578947,4.902405652,8.258731916,13.89473684,2.230818642
Tiocarbazil (Ref: M 3432),Not High,2.512507441,0.779098827,6.924679697,4.773069532,3.108550682,7.595550029,-1.977853781,4.19792,2.757659333,12.21361791,1.5625,3.329370471,5.673789428,11.5625,2.216679588
Tolclofos-methyl (Ref: S 3349 ),Not High,2.421623652,0.606096394,8.905726155,5.441465565,3.241224032,8.017816958,-2.369005618,3.31442,3.986152607,13.6155659,1.684210526,4.678652936,6.050538247,12.78947368,2.35440484
Tolylfluanid (Ref: BAY 49854),Not High,2.360477924,0.506582832,6.50609855,4.562586047,2.33055082,8.635793558,-2.298222041,3.83266,3.71448846,15.2852228,1.625,3.753943533,7.753798769,18.04166667,2.341393464
Tralkoxydim (Ref: PP 604),Not High,2.657207724,0.237740757,15.63327351,9.862839801,1.723453401,12.48640886,-2.22673194,7.46098,5.442586451,22.53335601,1.733333333,5.293795734,9.31502711,21.76666667,2.67139285
Tralomethrin (Ref: OMS 3048),Not High,2.262542257,0.868848083,5.850310328,2.953700426,2.28122355,6.561934049,-2.340262565,3.1243,1.704605645,12.33348267,1.95,3.359603025,5.626045013,13.0,2.327577954
Triadimefon,Not High,2.299602051,0.941954753,6.085125659,3.177187266,2.255633018,6.699342127,-2.384631093,2.9161,1.81821698,12.44979825,1.9,3.491088892,5.808626686,14.85,2.335126584
Triadimenol (Ref: BAY KWG 0519),Not High,2.240439571,0.740153363,6.146885726,3.872497418,4.395102108,7.036321158,-2.39429716,4.8439,2.693117121,12.84369433,1.5625,5.667271443,7.697715483,10.8125,2.201952256
Tri-allate (Ref: CP 23426),High,2.227873784,0.663431933,6.765519528,4.35978527,2.166338351,9.254815514,-2.348122363,1.31662,2.980245191,15.46513517,1.961538462,5.166011489,8.627230813,10.88461538,2.223312917
Triasulfuron (Ref: CGA 131036 ),High,2.232408459,0.62235489,6.592984103,3.33894778,3.017992305,7.626173559,-2.289619445,1.7605,2.071602043,14.15255769,1.952380952,4.730494749,6.927338187,11.33333333,2.252372027
Triazamate (Ref: RH 7988),Not High,2.482583896,0.732560643,6.616352132,4.651267022,2.145092887,8.779925097,-2.031353509,2.9436,3.429548312,13.01108649,1.8,3.864215833,6.945486956,11.5,2.229514386
Triazophos (Ref: HOE 002960 ),Not High,2.143352615,0.476944949,3.824165948,2.514703081,2.279149636,5.171717648,-2.335943948,1.1023,1.662683992,9.242311302,2.235294118,1.678863908,3.67072882,10.88235294,2.116356745
Triazoxide (Ref: SAS 9244),High,2.171069769,0.71672906,6.77755571,4.684038377,2.319495172,8.92115628,-2.416236418,0.50992,3.169136113,15.77249007,1.777777778,4.468709889,7.949185356,10.81481481,2.267938266
Tribenuron-methyl (Ref: DPX L5300),High,2.77647468,0.294337134,15.93330721,14.78562442,3.998982973,13.19662213,-1.816354871,6.6944,13.10418651,14.78808472,1.0,10.85366437,12.32078787,11.94117647,2.228212808
Tribufos,Not High,2.571250079,0.621638147,6.488308682,4.182108572,4.657834605,5.481975076,-2.258412038,2.1609,2.436235899,9.49262978,1.666666667,3.03578497,4.467680664,16.16666667,2.461534043
Trichlorfon (Ref: OMS 800),High,2.501820792,0.531352797,8.31859648,6.158343625,3.018337564,8.949849595,-2.00157684,5.3915,3.497839953,13.3534766,1.705882353,4.271006464,6.604123282,11.58823529,2.193379674
Trichloronate (Ref: BAY 37289),High,2.296162639,0.844246398,3.402805753,2.130637851,2.866629469,4.499487607,-2.100960058,2.5052,1.204275999,8.897061079,2.071428571,2.903759191,4.682872741,9.928571429,2.095583505
Triclopyr,High,2.261760793,0.542642233,4.01633127,3.169625909,2.683285651,4.85597998,-1.801806432,2.25242,2.592903597,7.875786735,2.307692308,0.832885461,2.292587631,11.46153846,2.061135391
Tricyclazole (Ref: EL 291),High,2.135604525,0.446739937,7.052426667,4.573128006,1.819881568,9.598391719,-2.451354537,5.4066,3.466590366,14.90965736,1.142857143,10.30076001,12.46261697,23.57142857,2.206382503
Tridemorph (Ref: BAS 2205-F),Not High,2.499257944,0.552924709,7.121984623,3.204784864,2.29656541,6.370243807,-2.17745414,4.9792,2.77220567,11.72397976,1.625,3.095798852,4.382136087,24.5625,2.508907114
Tridiphane,Not High,2.125092769,0.834686142,3.268729729,2.146524328,2.960731609,5.48952356,-2.24547132,1.803,1.380315672,10.04406814,1.8,3.195615187,5.701348273,10.13333333,2.085451754
Trietazine (Ref: G 27901),Not High,2.292389709,0.391777743,5.799894719,3.863008527,2.207451508,8.394999547,-2.190649952,4.1697,2.433465755,15.98722271,1.75862069,5.805992427,9.719332024,12.48275862,2.300821766
Trifloxystrobin (Ref: CGA 279202),Not High,2.375304739,0.452488547,5.146236613,3.130676552,2.42246388,7.296887017,-2.177222505,4.5602,2.028089492,13.10309787,2.173913043,4.804522514,7.608623891,12.65217391,2.33562397
Triflumizole (Ref: NF 114 ),Not High,2.235038407,0.863694998,4.867474902,3.02089663,1.949726549,6.849107474,-2.339983533,4.2005,1.939641442,12.61133386,1.625,5.165272204,7.221431242,10.83333333,2.304864719
Triflumuron (Ref: OMS 2015),Not High,2.427012075,0.551412744,4.862131354,3.093677114,3.699377936,6.919433479,-2.266414186,4.1482,2.245438727,12.59165503,1.391304348,4.299219696,7.24842552,11.34782609,2.384602952
Trifluralin (Ref: EL 152),High,2.216894079,0.543643666,8.161917128,5.239824659,2.303675883,10.36235669,-2.359406353,1.48412,3.722661773,18.53614,1.818181818,6.895475194,9.845407759,11.48484848,2.298341482
Triflusulfuron-methyl (Ref: DPX 66037),High,2.344248767,0.490811874,9.267149907,4.391261255,2.715463549,8.386444429,-2.632949423,1.4886,3.402570068,15.65211249,1.0,5.90768312,8.624878618,21.0,2.418560977
Triforine (Ref: AC 902194),Not High,2.20308992,0.742959605,3.321589017,2.315216179,2.950929677,4.517072974,-2.216622903,2.33006,1.212948636,8.971197119,1.714285714,2.250214901,4.133247256,9.714285714,2.044842414
Trimethacarb (Ref: OMS 597),Not High,2.383482008,0.354400415,4.738086787,3.261386993,2.130846706,6.203335507,-2.323840654,1.3198,2.152738461,10.2704412,1.777777778,2.443801137,4.918767044,24.05555556,2.398238679
Trinexapac-ethyl (Ref: CGA 163935),Not High,2.502926371,0.941250569,6.994781366,4.990449049,1.966571138,7.798954478,-2.447727296,3.5662,3.237513591,13.58552003,2.045454545,2.685841896,5.52204096,25.72727273,2.50771769
Triticonazole (Ref: RPA 400727),High,2.335222476,0.69324223,6.671446811,4.374537307,2.303042516,8.594125927,-2.357200657,2.4282,3.005767422,14.77656673,1.620689655,5.427690735,7.686500424,12.37931034,2.380061307
Tritosulfuron,High,2.283399501,0.943451126,6.165802847,3.220286712,2.440645984,6.757615699,-2.293311548,3.3366,1.911319407,12.54154995,1.95,3.463720501,5.770704907,14.35,2.269947429
Uniconazole (Ref: XE 1019),High,2.587624111,0.543858964,8.62895264,7.163932751,3.756993147,8.862139064,-2.270509608,1.9882,4.696270399,12.41568752,1.9375,6.153242916,8.416481189,13.5,2.213171138
Vamidothion (Ref: ENT 26613),High,2.103787614,0.659392549,4.147581669,2.792430455,3.799339328,6.159904658,-2.288781619,3.3716,1.85876447,9.822847444,1.615384615,5.967938871,8.419687014,10.07692308,2.101772977
Vernolate (Ref: R-106),Not High,2.326669959,0.782456792,4.820225481,3.041116093,2.482347979,5.800184626,-2.365045821,3.4213,2.110120014,10.95625316,1.833333333,1.977145756,4.298081272,23.16666667,2.489549444
Vinclozolin (Ref: BAS 352F),Not High,2.354356628,0.747625815,5.51736961,3.861853974,2.258072468,7.367289201,-2.161027017,3.6096,2.814557832,12.65256794,1.739130435,2.878885558,6.084896582,12.2173913,2.251677518
Warfarin,Not High,2.599929679,0.528046798,8.222629525,5.213148759,1.721481495,9.54046734,-2.142236553,6.17798,3.570249235,16.9452988,1.821428571,4.493889414,8.261449021,20.39285714,2.615221577
Ziram,Not High,2.256404083,0.825846644,5.843144966,4.40435255,3.046053418,7.412839536,-2.519309862,4.00822,2.383875809,13.78709094,1.75,3.656764825,6.791027158,13.7,2.31919719
Zoxamide (Ref: RH 7281),Not High,2.271470062,0.807255014,7.869192736,5.285708996,2.233185066,9.426236169,-2.205885674,0.78072,3.809714967,14.80667788,2.04,2.907140182,5.994922965,14.28,2.266398986
Topramezone (Ref: BAS 670 H),High,2.067329603,0.414788386,4.881274239,3.031393349,4.116180067,5.224813808,-2.276723095,0.4853,0.512487331,8.974053607,2.153846154,4.61569737,4.958329673,14.15384615,2.195076115
Aldicarb sulfoxide,High,2.247165655,0.882468243,3.365468269,2.14916827,2.319653095,4.923678944,-1.975562,3.3162,1.33011024,8.760476803,1.823529412,2.604065417,4.65365309,9.941176471,2.094687325
3-phenoxybenzoic acid,Not High,2.329424183,0.663789391,4.761659561,3.047324911,2.390123174,6.284695565,-2.024591787,4.3921,2.041163741,11.75930881,1.904761905,3.418854545,5.986588537,10.19047619,2.203856641
4-fluoro-3-phenoxybenzoic acid,High,2.291624208,0.397521817,3.009296726,2.352342123,2.275089056,3.785258388,-2.2147365,0.2252,1.700548583,6.04011122,1.545454545,0.878001397,2.186575132,35.27272727,2.404097007
Bifenox acid,High,2.095478516,0.565899971,2.139192868,1.407692449,2.876510167,3.063238999,-1.835702604,1.1451,0.972532748,5.333964941,2.1,0.639454675,1.733593668,10.4,1.94085101
"1,2,4-triazole (Ref: CGA 71019)",Not High,2.180185796,0.868919193,5.111108443,3.838266415,2.178405458,6.586004867,-2.252725384,1.6355,2.64716941,10.25045465,2.058823529,2.736373609,5.139855961,19.70588235,2.242250534
Tetrahydrophthalimide,High,2.238988397,0.899575961,5.085219978,3.479906485,2.556985791,6.762260013,-2.250496253,2.54722,2.27892221,12.51940217,2.086956522,3.388945649,6.44871392,11.2173913,2.207750295
1-naphthol,Not High,2.238379982,0.862485386,4.79315583,3.202932146,2.650607626,6.465836834,-2.249573871,2.62782,2.075925802,12.25988915,2.086956522,3.286662269,6.287571611,11.56521739,2.203624135
2-aminobenzimidazole,High,2.831383617,0.393597855,9.651995474,10.24591205,2.004706066,8.467807581,-2.472651606,5.0192,7.798272423,14.78879672,1.315789474,1.155099848,3.573338158,64.42105263,2.921320599
Carboxin sulfoxide,High,2.18539711,0.637805926,2.800683937,1.876988105,3.427973153,3.482314543,-2.047259551,2.3351,0.968191031,6.887278817,1.8,1.45332433,2.824008536,9.9,2.00600186
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,2.307255677,0.376885154,8.179422573,5.817366042,2.836163538,10.02717171,-2.271721151,3.8599,3.938420073,16.02985212,2.208333333,6.055669026,10.66839676,22.08333333,2.312846479
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,2.213626562,0.582518852,2.509470797,1.524921447,3.17167803,3.160602425,-1.832217239,2.5756,0.909998692,6.077187915,1.888888889,1.501234568,2.460285375,9.555555556,1.930511712
Oxychlordane,Not High,2.34499006,0.350553264,6.227777643,4.005810523,2.521601063,8.265300956,-2.08174848,5.34918,3.108024865,14.58897343,1.8,5.638579294,9.145014247,10.1,2.127913202
"3,5,6-trichloro-2-pyridinol",High,1.967227659,0.394014069,1.410006866,0.687298335,3.16567031,2.20766619,-2.051794613,-1.3818,0.427090519,4.573691594,0.888888889,1.15035994,1.731215376,9.333333333,1.933207341
Clethodim sulfoxide,High,2.402302056,0.542402574,7.186177661,5.890391962,2.88e-07,7.806635355,-2.325772561,1.1154,5.159746508,10.82393581,1.533333333,7.830484665,8.142810713,16.73333333,2.154026306
"2,4-dichloroaniline",Not High,2.316699173,0.619325925,5.471461463,3.33669295,2.509573119,6.660521248,-1.882312616,6.1879,2.306407212,12.15437583,0.944444444,3.211631272,5.988106976,10.22222222,2.090055395
Bromoxynil-octanoate,Not High,2.049077301,0.65684688,2.942332285,1.44273962,3.190361291,3.672063683,-2.11517445,1.20172,0.875688805,7.010162424,2.181818182,1.898383628,2.862110972,10.54545455,2.008980072
Cyhalofop,Not High,2.318825053,0.742605727,2.87236821,1.911672587,3.428930881,3.695914762,-1.974662321,2.3972,1.135379102,7.225162858,1.75,1.466424175,3.207836991,9.833333333,2.158616038
Melamine (Ref: CGA 235129),High,2.317167959,0.869228609,5.090163682,3.136561399,2.068142491,6.835125539,-2.222392587,4.6376,1.97280264,12.55854746,1.714285714,4.277175995,6.69605811,11.76190476,2.119622109
Thiocyclam oxalate (Ref: SAN 1551),High,2.759331638,0.561602756,9.37971247,9.235544627,2.187418774,8.95621071,-2.452794984,3.3559,6.765561325,14.73001265,1.25,1.623528318,4.456309281,49.1,2.82198191
DDE (Ref: HSDB 1625),High,2.142873284,0.654266154,1.810866881,1.114713004,3.017312593,2.985197466,-1.988377639,0.076,0.630116431,6.36562431,1.636363636,1.69827783,3.046280408,9.272727273,1.998235596
DDD (Ref: ENT 4225),High,2.22862044,0.640033414,3.399273694,2.395856592,2.428660429,4.318931893,-2.399049012,0.7412,1.517941279,7.703247927,1.785714286,1.155646808,2.834461451,25.78571429,2.425456922
Decamethrinic acid (Ref: AE F108565),High,2.444897435,0.781583796,7.713739991,5.356412267,2.972271723,9.532420979,-2.233035929,3.25382,4.031587189,14.21588668,2.05,5.017990128,7.363085689,13.5,2.265718851
Ethyl 3-hydroxycarbamate,Not High,2.017832288,0.600350962,2.253272803,1.55932937,3.030789901,3.301955237,-2.04758138,0.9231,1.02546302,5.742213232,2.090909091,0.9022145,2.196104624,10.18181818,1.935447111
Pyrimidinol (Ref: GS-27550),High,2.209197358,0.491999925,2.227899355,1.377072687,3.196069662,3.050395839,-1.895273576,1.60882,0.844489061,5.942974579,2.181818182,1.459531257,2.574037504,9.545454545,2.082697319
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Not High,2.478335461,0.781156573,7.782090108,5.644846215,2.989649487,8.88210725,-1.980995821,2.62852,2.979507722,12.6561745,1.882352941,3.861582165,6.067897917,13.41176471,2.183475771
