Unnamed: 0,Environmental fate,VSA_EState5,MaxPartialCharge,MolLogP,BCUT2D_LOGPHI,MinAbsPartialCharge,BCUT2D_LOGPLOW,BCUT2D_MRHI,qed,SPS,FpDensityMorgan1,BCUT2D_MWLOW,BCUT2D_CHGHI,MinAbsEStateIndex,Kappa3,MaxAbsEStateIndex
Prothiofos (Ref: OMS 2006),High,0.253485607,0.247314224,2.5417,2.60159812,0.247314224,-2.309984234,8.67622299,0.694481609,11.8125,1.375,10.38521075,2.200794684,0.033674887,7.628839701,11.43708239
Prothoate (Ref: EI 18682),Not High,0.0,0.358034269,0.8166,1.989081987,0.264050882,-2.415052137,5.917835083,0.744752145,16.1875,1.625,10.30480524,2.163421107,0.328018235,2.411787233,11.33944429
Pymetrozine (Ref: CGA 215944),Not High,1.123260486,0.439735573,5.1923,2.596340165,0.413590164,-1.956965151,8.547490438,0.606003266,11.59090909,1.318181818,10.30532572,2.266657406,0.332652336,4.780870097,12.59594396
Pyraclofos (Ref: OMS 3040),High,0.446099957,0.4380365,4.2389,2.2310761,0.4380365,-2.300952966,6.301251543,0.591733266,10.48148148,1.111111111,10.16290622,2.191208172,0.199066253,4.389534019,11.8669074
Pyraclostrobin (Ref: BAS 500F),Not High,-1.922048604,0.388208141,4.0763,2.393255764,0.388208141,-2.14384651,6.343750772,0.640776008,10.92307692,1.346153846,10.1202487,2.234104477,0.03317833,4.527267966,14.29076166
Pyraflufen-ethyl (Ref: ET 751),Not High,-0.218278404,0.381356261,2.89072,2.48881565,0.381356261,-2.096570896,8.072949744,0.515869897,11.66666667,1.25,10.22969922,2.232653632,0.229761301,4.29765275,11.92939075
Pyrazophos (Ref: HOE 2873),Not High,-0.324442663,0.2232768,4.52802,2.28880288,0.2232768,-2.149230086,6.372543288,0.567826707,10.66666667,1.111111111,10.03569009,2.249724793,0.196872799,4.044349001,13.00230178
Pyrazoxyfen (Ref: SL 49),Not High,0.754756,0.286662696,5.2415,2.285354146,0.26602322,-2.357628484,7.982421882,0.698158456,12.45833333,1.083333333,9.866825768,2.192721972,0.149176689,4.424192478,12.3577608
Pyridaben (Ref: BAS 300l),Not High,0.188598513,0.381354023,2.9088,2.485274763,0.381354023,-2.199898765,8.072943289,0.722391565,11.36363636,1.090909091,10.30373814,2.219908119,0.188598513,4.238197381,11.95432996
Pyridafenthion (Ref: ENT 23968)),Not High,1.101265554,0.372285136,6.3895,2.29723491,0.372285136,-2.044898584,8.128153456,0.373442878,10.64,1.08,10.12979194,2.141112462,0.197597474,7.041845756,12.09195369
Pyridate (Ref: CL 11344),Not High,0.0,0.106178089,3.9816,2.22580657,0.106178089,-2.068159079,6.36640674,0.631299207,11.42105263,1.315789474,10.03438658,2.106049156,0.548324358,3.689650706,6.189766961
Pyrifenox (Ref: CGA 179945),Not High,0.651574074,0.227127135,2.83704,2.119685856,0.227127135,-1.989758244,5.522489873,0.807726439,10.0,0.933333333,10.30056347,1.984036018,0.651574074,2.52722303,4.30707483
Pyrimethanil (Ref: SN 100309),Not High,2.946275268,0.213040403,4.7202,2.232192343,0.213040403,-2.209596837,5.347735116,0.631127542,11.54166667,0.791666667,10.28380152,2.059415569,0.097087694,4.744862134,5.74942701
Pyriproxyfen (Ref: S 9318),Not High,0.32308642,0.381358436,3.3061,2.486713154,0.381358436,-2.030217886,8.072943291,0.762651885,11.68421053,1.105263158,10.28986697,2.216842126,0.32308642,3.701508376,5.598760393
Quinalphos (Ref: ENT 27397),Not High,-1.096831066,0.338953668,3.2398,2.256819083,0.338953668,-1.996104929,6.351001718,0.834437147,10.53333333,1.333333333,10.10848265,2.137929409,0.005401235,1.758342466,10.96324169
Quinclorac (Ref: BAS 514H),High,-1.053747166,0.338953655,2.89482,2.244682595,0.338953655,-1.998954783,6.346150911,0.805678337,10.53333333,1.466666667,10.0889471,2.135581679,0.06404321,1.659478448,10.9962278
Quinmerac (Ref: BAS 518H),Not High,-0.773549383,0.210554192,1.4747,2.250308909,0.210554192,-2.238045678,6.493817283,0.701039973,15.78571429,1.0,9.927632142,2.2849898,0.17095679,1.060590078,11.55296296
Quinoclamine,Not High,0.745316775,0.139366156,5.473,2.352445507,0.139366156,-1.886504876,6.385107725,0.625742028,10.75,1.0,10.17387699,2.095649695,0.3178235,2.550486487,12.88564937
Quinoxyfen (Ref: DE 795),High,0.0,0.308987844,4.8618,2.470286859,0.258215125,-1.922786321,6.556971965,0.321157481,10.35714286,0.785714286,10.29089904,2.265261975,0.102839506,1.877230867,10.53463593
Quintozene,High,1.077446604,0.346516882,4.4059,2.244894946,0.346516882,-2.254864518,6.307245448,0.596876213,11.80769231,1.115384615,10.2781835,2.151475073,0.317767677,4.401079947,11.58826894
Quizalofop-ethyl (Ref: DPX Y6202),High,1.077446604,0.346516882,4.4059,2.244894946,0.346516882,-2.254864518,6.307245448,0.596876213,11.80769231,1.115384615,10.2781835,2.151475073,0.317767677,4.401079947,11.58826894
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,1.045060619,0.346622148,4.565,2.247095507,0.346622148,-2.286423702,6.307255072,0.509884747,16.93333333,1.2,10.24137481,2.21066834,0.006689948,5.170335968,12.0894254
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,1.005379005,0.309957973,5.152,2.59406212,0.309957973,-2.099638064,5.778960103,0.539835014,20.8,1.2,10.08344935,2.608819818,0.010695266,4.036552724,12.40190449
Resmethrin (Ref: OMS 1206),Not High,-0.519775594,0.335067329,0.1928,2.199019302,0.335067329,-2.35728152,7.93419493,0.617510728,11.53571429,1.107142857,10.50105409,2.282850771,0.061165389,4.831597222,12.47336168
Rimsulfuron (Ref: DPX E9636),High,1.211870309,0.168076685,3.6616,2.308558653,0.168076685,-2.311012643,7.993530791,0.397764362,20.18181818,1.272727273,9.801489508,2.329127262,0.022591175,5.764025163,12.45283738
Sethoxydim (Ref: BAS 9052H),Not High,0.58821607,0.318960298,3.3868,2.232111975,0.318960298,-2.426659731,5.888698195,0.805940588,24.05882353,1.176470588,9.859082324,2.220246309,0.088009259,3.478993291,11.80400794
Siduron,Not High,0.045532407,0.252023336,2.82594,2.223692123,0.252023336,-2.408710782,7.26742831,0.659474638,11.35294118,1.411764706,10.14712344,2.278056519,0.045532407,3.072448851,12.17523148
Silthiofam (Ref: MON 65500),High,0.99712963,0.228447015,1.3886,2.07997254,0.228447015,-2.078300847,6.279504882,0.771063921,9.769230769,1.0,10.68507129,2.013996456,0.196203704,3.022964882,5.67925422
Simazine (Ref: G 27692),Not High,-1.083548202,0.360010642,2.41752,2.243823158,0.360010642,-2.227775277,5.931095703,0.683814597,10.84615385,1.153846154,10.13330795,2.197641873,0.177387094,3.291606777,12.69316938
Sodium chloride,High,-0.562954687,0.342938111,5.9436,2.4838017,0.342938111,-2.375883307,6.37114927,0.575375316,19.37037037,1.222222222,9.817855091,2.517057001,0.235018267,3.744298883,12.83340837
Spirodiclofen (Ref: BAJ 2740),Not High,-0.234437411,0.342903477,5.17196,2.48974685,0.342903477,-2.306843867,6.204887617,0.688717041,18.96296296,1.111111111,9.892589513,2.522974811,0.180745423,3.803132372,12.93102478
Spiromesifen (Ref: BSN 2060),Not High,0.555101488,0.168488679,4.0663,2.450989603,0.168488679,-2.400477065,4.888444104,0.763405553,34.0,1.142857143,9.707604476,2.454728206,0.251941728,4.429262998,6.365643424
Spiroxamine (Ref: KWG 4168),High,-2.76935445,0.181779384,1.8645,2.26807685,0.181779384,-2.349618047,7.903102417,0.624236217,17.04761905,1.19047619,9.815082338,2.367782023,0.002160494,3.216028146,12.3268117
Sulcotrione (Ref: SC 0051),High,-0.228112127,0.354780147,2.41582,2.311093519,0.28218846,-2.246927839,7.915333626,0.873322502,11.95652174,1.260869565,10.25766741,2.206587674,0.025705415,3.646349953,12.84802729
Sulfentrazone (Ref: FMC 97285),High,-51.44176752,0.459647294,4.8926,2.637945931,0.210062454,-2.748696632,7.901625688,0.434587845,16.58064516,0.516129032,9.908558669,2.957493412,0.364512096,3.672684455,13.35581172
Sulfluramid (Ref: GX 071),Not High,-0.571352622,0.33506736,0.4455,2.234950403,0.33506736,-2.358307638,7.933656046,0.493625201,11.83870968,1.064516129,10.47650694,2.328652821,0.058441432,4.508503121,12.95012472
Sulfosulfuron (Ref: MON 37500),High,0.0,0.333974098,3.598,2.657257812,0.30871,-2.028706252,8.14355307,0.569454738,12.94117647,0.647058824,10.90603672,2.314430258,0.39371142,7.306780233,5.550185185
Sulfotep (Ref: ENT 16273),Not High,0.0,-0.196935358,0.1128,0.6482,0.196935358,0.6482,7.591,0.356419788,0.0,1.0,32.067,-0.196935358,0.0,7.778571429,0.0
Sulphur (Ref: SAN 7116),Not High,1.77164071,0.297004824,5.1915,2.600410591,0.297004824,-1.952982228,8.675422276,0.482583072,11.5,1.222222222,10.33884182,2.200792812,0.594134411,5.535651948,5.901352986
Sulprofos (Ref: NTN 9306),High,-0.016148035,0.415964415,7.39568,2.343541034,0.415964415,-2.364295146,6.329063298,0.324919897,12.97142857,1.0,10.03181033,2.319546221,0.140817394,6.900906017,12.95496131
TCA-sodium,High,0.0,0.137254611,3.3415,2.352770536,0.137254611,-2.466606227,6.300813969,0.921413387,14.9047619,1.19047619,9.729376701,2.397269875,0.258556132,4.048943259,11.12082103
Tebuconazole (Ref: HWG 1608),Not High,-0.510989439,0.272300768,4.45154,2.178555587,0.267426111,-2.554615128,5.992191342,0.829715052,11.15384615,0.923076923,10.03155339,2.294148018,0.219603385,4.71885861,13.07441886
Tebufenozide (Ref: RH 5992 2F ),Not High,-0.204076003,0.270875495,3.8634,2.225839015,0.270875495,-2.251217235,6.337927557,0.923000468,11.56521739,1.260869565,9.865612593,2.193144453,0.12556237,3.937477936,12.35873047
Tebufenpyrad (Ref: AC 801757),Not High,0.204956538,0.227977448,3.4697,2.205682471,0.227977448,-2.425706187,5.813076757,0.782509442,11.64705882,1.176470588,9.934790362,2.281531061,0.204956538,3.88063557,12.33651219
Tebutam (Ref: GPC-5544),High,0.0,0.322709331,1.6112,2.28551581,0.322709331,-2.341787222,7.151179218,0.79413349,11.26666667,1.4,9.984841601,2.215046642,0.028325893,2.649936609,11.32487009
Tebuthiuron (Ref: EL 103),High,0.0,0.308874243,4.2084,2.415024726,0.258215138,-1.911154145,6.489689003,0.431332471,10.15384615,1.076923077,10.29611388,2.227445797,0.002561728,1.992504447,10.46641975
Tecnazene,Not High,-6.355508854,0.32574412,4.5117,2.309248574,0.304789001,-2.352382359,6.351636057,0.456991817,10.41666667,0.958333333,10.16033671,2.212536154,0.58039371,3.599262971,13.71342695
Teflubenzuron (Ref: CME 13406),Not High,-9.681636056,0.426122298,5.55182,2.601608826,0.426122298,-2.139354298,6.29938464,0.363804694,21.96296296,1.111111111,10.08900146,2.61861128,0.666530087,3.92538495,13.77749493
Tefluthrin (Ref: R 151993),Not High,1.194472317,0.379519432,5.63,2.489790994,0.379519432,-1.963248623,8.076171527,0.414744654,12.0,0.592592593,10.33175831,2.188158418,0.597236158,6.818665226,5.614080574
Temephos (Ref: OMS 786),Not High,0.429957991,0.168086411,2.899,2.346400069,0.168086411,-2.347906495,6.249148913,0.348125453,23.56521739,1.260869565,9.73423167,2.363913366,0.070761754,4.898409953,12.50636818
Tepraloxydim (Ref: BAS 620H),High,0.0,0.328619501,1.25342,2.100354189,0.30980998,-2.448534126,6.30465338,0.709899628,11.78571429,1.285714286,10.10211751,2.197811591,0.06900463,1.748879389,11.6680787
Terbacil (Ref: DPX D732),High,0.0,0.247628151,4.5063,2.616539948,0.247628151,-2.068383351,8.690757295,0.505229026,13.13333333,1.133333333,10.25628066,2.201068589,0.269437122,9.015632649,5.537947846
Terbufos (Ref: AC 92100),Not High,1.024444444,0.322270412,1.5224,2.141581938,0.322270412,-2.273988166,5.367621759,0.809174953,11.0625,1.125,10.11816603,2.132135681,0.101339876,3.878439854,5.014115646
Terbumeton (Ref: GS 14259),High,0.974722222,0.228703836,2.1672,2.132511593,0.228703836,-2.273225441,6.279539267,0.831939033,11.26666667,1.133333333,10.11822694,2.123770845,0.103009062,4.290610565,5.772366465
Terbuthylazine,Not High,1.232777778,0.228396985,2.2357,2.158239247,0.228396985,-2.2743372,7.979904112,0.788246002,11.3125,1.125,10.1182237,2.127751584,0.05504358,4.219731368,4.309135015
Terbutryn (Ref: GS 14260),Not High,-0.016419753,0.529073071,5.6015,2.518897519,0.40237747,-1.959176423,7.483372531,0.386625451,12.63157895,1.105263158,10.17564624,2.271356753,0.016419753,4.266988931,11.88820718
Tetrachlorvinphos (Ref: SD 8447),Not High,-0.744359568,0.416012737,4.2432,2.315749261,0.315248384,-2.322840075,6.346356754,0.68289551,13.52173913,1.260869565,9.996700629,2.425129989,0.070109599,4.793177096,13.0048081
Tetraconazole (Ref: M 14360),High,0.0,0.207618718,5.133,2.341892124,0.207618718,-2.024697678,7.912489024,0.699225638,11.57894737,0.736842105,10.34733265,2.218457181,0.017916667,3.009664079,12.40019778
Tetradifon (Ref: ENT 23737),High,-0.931587407,0.311362469,2.9649,2.593962867,0.311362469,-2.349517653,6.189675096,0.451244989,27.91666667,1.166666667,9.93438284,2.611181735,0.134059272,2.698255548,12.38303414
Tetramethrin (Ref: ENT 27339),Not High,0.840231481,0.157539864,2.6864,2.189382493,0.157539864,-1.77235298,7.074123718,0.657282831,10.85714286,1.214285714,10.31130071,2.045969265,0.840231481,1.117699416,4.443796296
Thiabendazole (Ref: MK 360),High,0.973741715,0.207817146,2.12088,2.199302153,0.207817146,-2.231809348,8.136930193,0.597686997,17.75,1.625,10.25388231,2.189462894,0.49116885,2.654797813,8.539632446
Thiacloprid (Ref: YRC 2894),Not High,0.25997449,0.27722833,1.0232,2.202348215,0.27722833,-2.490580646,7.152022918,0.61058775,18.44444444,1.722222222,10.45102299,2.250325087,0.242591648,3.059332028,10.5082415
Thiamethoxam (Ref: CGA 293343),High,0.0,0.444612298,1.3325,2.333588204,0.340711347,-2.341757642,7.150631628,0.805245873,11.26666667,1.466666667,10.70519024,2.358901271,0.109560185,2.551224059,12.13645762
Thiazafluron,High,-0.863016345,0.433560537,4.5165,2.396340611,0.433560537,-2.238116655,8.142783206,0.542637359,14.92307692,1.307692308,9.908838856,2.41935216,0.023148148,4.158567499,13.58951271
Thiazopyr (Ref: MON 13200),High,0.0,0.323876302,2.1821,2.102713763,0.307701589,-2.180486366,7.095982207,0.81470728,9.6,1.2,10.30833089,2.025296627,0.298842593,2.74672367,11.40870748
Thidiazuron (Ref: SN 49537),Not High,-0.763897556,0.348957168,0.54712,2.222351135,0.348957168,-2.350151702,7.899188584,0.700937448,10.84,1.2,10.46347462,2.263095083,0.044935902,4.388472856,12.27425674
Thifensulfuron-methyl (Ref: DPX M6316),High,0.700895062,0.281435544,4.035,2.174995264,0.281435544,-2.263110373,8.123591296,0.811594811,10.1875,1.25,10.23652285,2.092021592,0.138842593,4.06423542,11.70840433
Thiobencarb (Ref: IMC 3950),Not High,0.0,0.446688826,3.0792,2.148745791,0.296443969,-2.282832587,8.130409753,0.252088804,11.9047619,0.857142857,10.89138621,2.189617443,0.607770674,8.730115172,11.59077421
Thiodicarb (Ref: OMS 3026),Not High,0.764379252,0.432586716,2.1075,2.183729485,0.322658202,-2.247780099,7.988021546,0.448198025,12.5,1.5,9.911541964,2.191791062,0.072389456,5.113399453,10.80024518
Thiofanox (Ref: DS 15647),High,3.284859536,0.24632394,2.99,2.591031127,0.24632394,-1.87967562,8.674985023,0.506069717,11.91666667,1.25,10.94849421,2.142742764,1.011373457,5.837365097,5.174287132
Thiometon (Ref: SAN 230),Not High,0.0,0.412626548,1.7922,2.202540892,0.412626548,-2.353585529,7.803648106,0.603731658,9.181818182,0.863636364,10.24428471,2.090611483,0.049023579,5.891049364,11.07085773
Thiophanate-methyl (Ref: NF 44),Not High,0.0,0.160496299,-0.8113,1.321294588,0.160496299,-2.178193255,7.797083441,0.370873527,6.0,1.5,11.2593815,1.529535896,2.22e-16,8.372622268,4.62037037
Thiourea,High,0.0,0.146451831,2.0608,2.258485883,0.146451831,-2.178776334,8.891211886,0.468860771,9.333333333,0.833333333,10.99120629,2.044319777,0.837222222,5.183202458,5.072795729
Thiram (Ref: ENT 987),Not High,0.753017763,0.281936783,4.9388,2.215749825,0.281936783,-2.418454134,8.123645512,0.734888685,13.89473684,1.105263158,10.13242376,2.230818642,0.20143802,4.902405652,12.40614182
Tiocarbazil (Ref: M 3432),Not High,0.292561728,0.379622356,4.19792,2.512507441,0.379622356,-1.977853781,8.07286259,0.779098827,11.5625,1.125,10.21810976,2.216679588,0.292561728,3.329370471,6.00572027
Tolclofos-methyl (Ref: S 3349 ),Not High,0.0,0.324125655,3.31442,2.421623652,0.193571808,-2.369005618,8.154239122,0.606096394,12.78947368,1.210526316,10.21527813,2.35440484,0.163990615,4.678652936,13.36693326
Tolylfluanid (Ref: BAY 49854),Not High,-0.195457635,0.168409766,3.83266,2.360477924,0.168409766,-2.298222041,6.223836251,0.506582832,18.04166667,1.083333333,9.760557082,2.341393464,0.028194786,3.753943533,12.667206
Tralkoxydim (Ref: PP 604),Not High,0.57642241,0.310997753,7.46098,2.657207724,0.310997753,-2.22673194,9.3959208,0.237740757,21.76666667,1.1,10.08087268,2.67139285,0.02334828,5.293795734,12.91000493
Tralomethrin (Ref: OMS 3048),Not High,0.46337963,0.25159209,3.1243,2.262542257,0.25159209,-2.340262565,6.301097737,0.868848083,13.0,1.3,9.895634484,2.327577954,0.085231481,3.359603025,12.49479322
Triadimefon,Not High,0.609444444,0.218752641,2.9161,2.299602051,0.218752641,-2.384631093,6.301054491,0.941954753,14.85,1.25,9.878250138,2.335126584,0.358093169,3.491088892,10.49350622
Triadimenol (Ref: BAY KWG 0519),Not High,0.304228395,0.281949711,4.8439,2.240439571,0.281949711,-2.39429716,8.132446291,0.740153363,10.8125,1.125,10.24521604,2.201952256,0.015987654,5.667271443,11.87468852
Tri-allate (Ref: CP 23426),High,0.386799769,0.335024549,1.31662,2.227873784,0.335024549,-2.348122363,7.897877689,0.663431933,10.88461538,1.230769231,10.3307307,2.223312917,0.018076609,5.166011489,12.44404415
Triasulfuron (Ref: CGA 131036 ),High,0.312331061,0.346141399,1.7605,2.232408459,0.346141399,-2.289619445,7.99350576,0.62235489,11.33333333,1.333333333,9.962127806,2.252372027,0.094072184,4.730494749,12.1328325
Triazamate (Ref: RH 7988),Not High,0.0,0.382437677,2.9436,2.482583896,0.382437677,-2.031353509,8.07291605,0.732560643,11.5,1.15,10.31271684,2.229514386,0.151931847,3.864215833,5.523365693
Triazophos (Ref: HOE 002960 ),Not High,0.270668934,0.302186548,1.1023,2.143352615,0.302186548,-2.335943948,6.306638464,0.476944949,10.88235294,1.352941176,10.29182747,2.116356745,0.270668934,1.678863908,11.72012409
Triazoxide (Ref: SAS 9244),High,-0.696014911,0.338753789,0.50992,2.171069769,0.338753789,-2.416236418,7.897707901,0.71672906,10.81481481,1.111111111,10.20628515,2.267938266,0.031440723,4.468709889,12.56536785
Tribenuron-methyl (Ref: DPX L5300),High,3.184606481,0.243405979,6.6944,2.77647468,0.243405979,-1.816354871,9.142088376,0.294337134,11.94117647,0.705882353,10.38700724,2.228212808,1.061535494,10.85366437,12.72653912
Tribufos,Not High,-1.800925926,0.362332512,2.1609,2.571250079,0.362332512,-2.258412038,7.544815093,0.621638147,16.16666667,1.333333333,10.82637878,2.461534043,1.08720679,3.03578497,11.34956019
Trichlorfon (Ref: OMS 800),High,0.416388889,0.237380929,5.3915,2.501820792,0.237380929,-2.00157684,8.096119655,0.531352797,11.58823529,1.117647059,10.3271175,2.193379674,0.375202035,4.271006464,6.012521573
Trichloronate (Ref: BAY 37289),High,-1.182957609,0.341291581,2.5052,2.296162639,0.341291581,-2.100960058,6.421432398,0.844246398,9.928571429,1.428571429,10.46202902,2.095583505,0.010606891,2.903759191,10.18087694
Triclopyr,High,0.0,0.216552054,2.25242,2.261760793,0.216552054,-1.801806432,7.231202503,0.542642233,11.46153846,1.384615385,10.20277057,2.061135391,0.962314815,0.832885461,4.028518519
Tricyclazole (Ref: EL 291),High,0.0,0.067769478,5.4066,2.135604525,0.067769478,-2.451354537,4.722724949,0.446739937,23.57142857,0.714285714,10.05619658,2.206382503,0.418016897,10.30076001,5.781522267
Tridemorph (Ref: BAS 2205-F),Not High,0.0,0.19330785,4.9792,2.499257944,0.19330785,-2.17745414,6.671066564,0.552924709,24.5625,1.125,9.970675853,2.508907114,0.279104938,3.095798852,5.916229529
Tridiphane,Not High,1.148472222,0.230939051,1.803,2.125092769,0.230939051,-2.24547132,6.279566744,0.834686142,10.13333333,1.133333333,10.52720623,2.085451754,0.224861111,3.195615187,5.814868985
Trietazine (Ref: G 27901),Not High,-0.6917153,0.415931995,4.1697,2.292389709,0.415931995,-2.190649952,6.429879618,0.391777743,12.48275862,1.034482759,10.03631762,2.300821766,0.048351933,5.805992427,12.85167321
Trifloxystrobin (Ref: CGA 279202),Not High,0.309048564,0.418036416,4.5602,2.375304739,0.373528559,-2.177222505,6.302950025,0.452488547,12.65217391,1.391304348,10.14955556,2.33562397,0.002489652,4.804522514,13.14953835
Triflumizole (Ref: NF 114 ),Not High,-1.14284553,0.572596317,4.2005,2.235038407,0.405797347,-2.339983533,6.33797215,0.863694998,10.83333333,1.0,10.18774442,2.304864719,0.114112775,5.165272204,12.03902342
Triflumuron (Ref: OMS 2015),Not High,0.0,0.416414444,4.1482,2.427012075,0.36036494,-2.266414186,5.760238188,0.551412744,11.34782609,1.0,10.0900565,2.384602952,0.264766393,4.299219696,12.84483009
Trifluralin (Ref: EL 152),High,-1.705747505,0.422194769,1.48412,2.216894079,0.422194769,-2.359406353,7.898223713,0.543643666,11.48484848,1.151515152,10.13402387,2.298341482,0.149159326,6.895475194,12.75899962
Triflusulfuron-methyl (Ref: DPX 66037),High,0.0,0.223223142,1.4886,2.344248767,0.223223142,-2.632949423,6.681593749,0.490811874,21.0,0.727272727,10.24070598,2.418560977,0.441667139,5.90768312,10.66848427
Triforine (Ref: AC 902194),Not High,0.587916667,0.411838658,2.33006,2.20308992,0.410344658,-2.216622903,5.696877576,0.742959605,9.714285714,1.214285714,10.04418481,2.044842414,0.437358277,2.250214901,10.95540202
Trimethacarb (Ref: OMS 597),Not High,-2.188311917,0.309344467,1.3198,2.383482008,0.309344467,-2.323840654,6.230806404,0.354400415,24.05555556,1.222222222,9.824892515,2.398238679,0.035145056,2.443801137,11.85101805
Trinexapac-ethyl (Ref: CGA 163935),Not High,0.0,0.137254847,3.5662,2.502926371,0.137254847,-2.447727296,6.301154671,0.941250569,25.72727273,1.318181818,9.75592818,2.50771769,0.211102428,2.685841896,11.38355251
Triticonazole (Ref: RPA 400727),High,-2.813976187,0.451328248,2.4282,2.335222476,0.451328248,-2.357200657,7.897388474,0.69324223,12.37931034,1.0,10.19751343,2.380061307,0.47114723,5.427690735,12.96240725
Tritosulfuron,High,0.0,0.137688823,3.3366,2.283399501,0.137688823,-2.293311548,6.301232083,0.943451126,14.35,1.3,9.863681711,2.269947429,0.301380206,3.463720501,10.55021918
Uniconazole (Ref: XE 1019),High,1.331160767,0.388103191,1.9882,2.587624111,0.358224535,-2.270509608,8.547557901,0.543858964,13.5,1.375,10.44438252,2.213171138,0.003087312,6.153242916,11.61539163
Vamidothion (Ref: ENT 26613),High,0.947184429,0.281126773,3.3716,2.103787614,0.281126773,-2.288781619,8.130213897,0.659392549,10.07692308,1.076923077,10.37045862,2.101772977,0.255138889,5.967938871,11.57087963
Vernolate (Ref: R-106),Not High,-0.527006173,0.422243004,3.4213,2.326669959,0.422243004,-2.365045821,6.352640312,0.782456792,23.16666667,1.277777778,10.07125348,2.489549444,0.271365741,1.977145756,12.11444539
Vinclozolin (Ref: BAS 352F),Not High,-0.715443647,0.343365936,3.6096,2.354356628,0.343365936,-2.161027017,5.847714337,0.747625815,12.2173913,1.086956522,9.868919967,2.251677518,0.064063261,2.878885558,12.41230678
Warfarin,Not High,0.289262743,0.311285242,6.17798,2.599929679,0.311285242,-2.142236553,6.55440166,0.528046798,20.39285714,1.142857143,10.08891602,2.615221577,0.113804497,4.493889414,12.61141838
Ziram,Not High,-0.795397018,0.251670803,4.00822,2.256404083,0.251670803,-2.519309862,6.361713359,0.825846644,13.7,1.25,9.932273986,2.31919719,0.152747841,3.656764825,12.2316073
Zoxamide (Ref: RH 7281),Not High,-0.472068216,0.27695836,0.78072,2.271470062,0.27695836,-2.205885674,7.903966227,0.807255014,14.28,1.32,9.934123902,2.266398986,0.006234883,2.907140182,12.77548091
Topramezone (Ref: BAS 670 H),High,0.0,0.432577526,0.4853,2.067329603,0.322658339,-2.276723095,7.859741019,0.414788386,14.15384615,1.615384615,10.23181425,2.195076115,0.589264456,4.61569737,11.07449554
Aldicarb sulfoxide,High,-1.368700449,0.335321879,3.3162,2.247165655,0.335321879,-1.975562,5.87590355,0.882468243,9.941176471,1.117647059,10.1816805,2.094687325,0.016360072,2.604065417,13.40075208
3-phenoxybenzoic acid,Not High,-1.052931469,0.342368101,4.3921,2.329424183,0.342368101,-2.024591787,6.35063982,0.663789391,10.19047619,1.19047619,10.14804741,2.203856641,0.113168934,3.418854545,11.03894722
4-fluoro-3-phenoxybenzoic acid,High,-0.339166667,0.230295915,0.2252,2.291624208,0.230295915,-2.2147365,6.048443319,0.397521817,35.27272727,1.090909091,9.851918804,2.404097007,0.076388889,0.878001397,11.05310185
Bifenox acid,High,0.473333333,0.197993191,1.1451,2.095478516,0.197993191,-1.835702604,5.761255574,0.565899971,10.4,1.3,10.31130071,1.94085101,0.473333333,0.639454675,5.423888889
"1,2,4-triazole (Ref: CGA 71019)",Not High,0.462282691,0.267610693,1.6355,2.180185796,0.267610693,-2.252725384,7.89689756,0.868919193,19.70588235,1.352941176,10.28874545,2.242250534,0.236206538,2.736373609,11.94630008
Tetrahydrophthalimide,High,-2.302353132,0.354828821,2.54722,2.238988397,0.354828821,-2.250496253,6.309978123,0.899575961,11.2173913,1.434782609,10.08950962,2.207750295,0.00919139,3.388945649,14.03983702
1-naphthol,Not High,-2.534814158,0.354829003,2.62782,2.238379982,0.354829003,-2.249573871,6.317687118,0.862485386,11.56521739,1.434782609,10.14823669,2.203624135,0.084830247,3.286662269,14.01574405
2-aminobenzimidazole,High,-0.78587963,0.184681051,5.0192,2.831383617,0.184681051,-2.472651606,6.656539407,0.393597855,64.42105263,0.842105263,9.834671314,2.921320599,0.14287037,1.155099848,6.653356481
Carboxin sulfoxide,High,0.0,0.267410321,2.3351,2.18539711,0.267410321,-2.047259551,6.417499533,0.637805926,9.9,1.2,10.48404783,2.00600186,0.036481481,1.45332433,10.66145062
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,0.554082716,0.168002584,3.8599,2.307255677,0.168002584,-2.271721151,7.850895399,0.376885154,22.08333333,1.5,9.822623296,2.312846479,0.018478003,6.055669026,12.45999661
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,0.0,0.064972247,2.5756,2.213626562,0.064972247,-1.832217239,6.357214829,0.582518852,9.555555556,1.222222222,10.31337848,1.930511712,0.502314815,1.501234568,5.604506173
Oxychlordane,Not High,0.189966957,0.310755426,5.34918,2.34499006,0.310755426,-2.08174848,9.108936874,0.350553264,10.1,1.2,10.1219781,2.127913202,0.242957294,5.638579294,11.77516251
"3,5,6-trichloro-2-pyridinol",High,0.125,0.22611028,-1.3818,1.967227659,0.22611028,-2.051794613,5.327076445,0.394014069,9.333333333,0.666666667,10.85071424,1.933207341,0.041666667,1.15035994,5.137222222
