Unnamed: 0,Environmental fate,MolLogP,VSA_EState1,Chi4n,SlogP_VSA10,Chi3v,Chi1v,PEOE_VSA1,fr_halogen,BCUT2D_CHGHI,SMR_VSA5,VSA_EState10,NumHDonors,fr_quatN,fr_NH1,Chi2v
Furfural,High,6.54398,49.24236891,3.415186104,13.17124514,5.592591845,9.79046734,9.473725908,4,2.621342747,26.1277393,5.319767599,0,0,0,8.178015538
Gamma-cyhalothrin (Ref: DE 225),Not High,3.6444,0.0,1.05381003,0.0,5.856709921,5.927922024,0.0,6,2.463958612,32.26252721,35.28703704,0,0,0,5.690274214
Lindane (Ref: OMS 17),High,1.0271,5.873327192,7.13206131,0.0,8.121037466,8.860878777,20.05644514,0,2.830443749,49.9130917,0.0,3,0,0,8.936414125
Gibberellic acid,High,-1.2699,10.62828704,0.496475551,0.0,2.245733671,5.376551691,26.67869001,0,2.121370911,12.46266245,0.0,3,1,0,5.037941427
Glufosinate-ammonium (Ref: HOE 039866),Not High,-1.2042,10.05175076,0.308477982,0.0,1.229549158,4.18479697,14.8933506,0,2.111200238,0.0,0.0,4,0,1,3.288909465
Glyphosate (Ref: MON 0573),Not High,1.804,0.0,2.679133133,0.0,4.112089717,9.941476447,28.25145851,0,1.937771898,77.04985948,0.0,5,0,1,6.605813161
Guazatine (Ref: EM 379),Not High,3.9257,0.0,2.000301034,0.0,3.466385857,7.628066201,0.0,1,2.290022913,26.31013685,5.828931682,1,0,1,6.561664907
Halofenozide (Ref: RH 0345),High,4.398,48.0482155,1.607908824,13.17124514,3.104411756,6.944922758,14.5802533,4,2.313940759,19.2040021,5.742843083,1,0,0,5.087711566
Haloxyfop-P (Ref: DE 535 acid),High,5.2415,-1.481635802,3.081311587,0.0,8.605798467,7.550350864,0.0,7,2.82706132,19.45878656,44.4523534,0,0,0,8.286387401
Heptachlor (Ref: ENT 15152),High,3.0602,26.30143802,1.809729211,0.0,4.442074443,6.422304516,4.523747162,1,2.446842997,6.420821623,6.007201751,0,0,0,5.626466814
Heptenophos (Ref: OMS 1845),Not High,5.607,0.0,0.578116212,0.0,4.004411557,4.901680257,0.0,6,2.167216435,0.0,34.01259259,0,0,0,4.151680257
Hexachlorobenzene (Ref: ENT 1719),High,3.6629,1.611702412,2.21736875,0.0,3.81434855,7.308770976,5.106527395,2,2.314490648,38.33200929,12.16376336,1,0,0,5.696002915
Hexaconazole (Ref: PP 523),High,5.4702,81.31767849,1.952877209,36.82441374,3.726724361,8.080147335,10.05365156,8,2.445078178,12.53403425,11.29311117,2,0,2,6.052883085
Hexaflumuron (Ref: XRD 473),High,0.5132,2.766037415,2.594989962,5.948339281,3.53458443,6.389832132,4.899909731,0,2.210132534,38.14594894,0.0,0,0,0,5.092232192
Hexazinone (Ref: DPX A3674),High,4.9807,0.0,3.323496602,9.589074368,6.190290351,9.37598436,5.316788604,1,2.422784212,56.361465,7.136858775,1,0,1,7.780186822
Hexythiazox (Ref: NA 73),Not High,6.3818,76.65959787,2.979987387,26.34249029,5.059600871,10.64570337,5.316788604,6,2.301692113,26.20007143,0.0,2,0,2,8.737275612
Hydramethylnon (Ref: BAS 315l),Not High,0.27632,4.52662037,0.374328892,0.0,0.646968387,1.939722705,4.523094937,0,1.850689135,6.9237372,0.0,1,0,1,1.323362893
Hymexazol (Ref: F 319),High,2.1584,5.320924036,2.01321126,4.794537184,3.200885844,6.267413692,14.74330008,0,2.274182886,58.09738973,0.0,1,0,0,4.457905823
Icaridin (Ref: KBR 3023),Not High,4.1338,7.720304075,1.773856055,0.0,3.222894945,6.59208135,9.303962602,2,2.156351398,12.64872279,12.14028011,0,0,0,4.879598612
Imazalil (Ref: R 023979),Not High,4.14544,9.607116875,4.413192839,0.0,7.990833621,13.79848773,20.10730312,0,2.433405455,66.4677481,0.0,2,0,2,11.51475391
Imazamethabenz-methyl (Ref: AC 222293),High,1.2173,4.976663953,2.153847101,0.0,3.869957611,6.920752264,15.16017895,0,2.42538195,32.91701882,0.0,2,0,1,5.694655836
Imazamox (Ref: BAS 720H),High,1.0709,0.0,1.815074695,0.0,3.422341596,5.959591845,10.423316,0,2.42429339,26.31013685,0.0,2,0,1,4.92147912
Imazapyr,Not High,2.2241,0.0,2.507968557,0.0,4.338597672,7.374358491,10.423316,0,2.426008721,26.31013685,0.0,2,0,1,6.099148412
Imazaquin (Ref: BAS 725H),High,1.6333,0.0,2.101595134,0.0,3.967201667,6.93093562,10.423316,0,2.425191346,39.65469567,0.0,2,0,1,5.615196525
Imazethapyr (Ref: AC 252925),High,1.3053,38.10961031,2.151458945,10.74287647,4.979540175,9.133639273,9.473725908,1,2.264230141,5.025959979,5.934376633,2,0,2,6.928212063
Imazosulfuron (Ref: TH 913),High,0.6879,0.0,1.544532369,0.0,2.507965528,5.336316588,4.899909731,1,2.200865654,6.544756406,5.675725903,1,0,1,3.872215644
Imidacloprid (Ref: BAY NTN 33893),High,5.7605,11.41216787,3.36566068,0.0,4.935957978,9.012143119,9.473725908,0,2.608727574,34.30183076,0.0,0,0,0,7.73906867
Sumithrin ,Not High,4.0933,56.59438836,3.872134289,28.44770579,5.646284906,10.52282791,18.94745182,4,2.550550144,18.38423129,6.074748422,0,0,0,7.984577261
Indoxacarb (Ref: DPX KN128),Not High,4.4941,16.24952586,0.843794743,0.0,5.884364799,8.363281411,13.57124149,3,2.203342222,0.0,19.07900808,0,0,0,7.725917699
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,2.47308,1.42787037,0.630063846,0.0,2.790615714,4.887376898,5.106527395,2,2.03639307,0.0,3.986051852,1,0,0,4.224683759
Ioxynil (Ref: ACP 63-303),Not High,2.88,0.0,1.907335674,15.27646064,3.164220637,6.959507481,5.316788604,2,2.405704988,19.88931523,11.73030915,1,0,1,5.702577577
Iprodione (Ref: ROP 500F),Not High,3.33142,5.05376735,2.151656001,4.794537184,3.501344844,8.044227119,15.37044016,0,2.259080272,59.73007124,0.0,2,0,2,6.461048579
Iprovalicarb (Ref: SZX 0722),Not High,3.1887,17.6497027,1.159334084,0.0,4.476769105,8.55629665,4.523747162,1,2.24293539,33.73678963,11.14145553,0,0,0,6.848877475
Isazofos (Ref: CGA 12223),Not High,3.8896,16.71001527,1.698075377,0.0,5.107472727,9.928716273,13.78435728,0,2.244525102,46.76449322,5.496674278,1,0,1,8.376610415
Isofenphos (Ref: BAY SRA 12869),Not High,4.2528,0.0,2.436259069,17.06215882,3.455346045,7.545862442,4.899909731,0,2.305031041,46.45449809,0.0,0,0,0,5.563731022
Isopropalin (Ref: EL-179),High,2.5812,10.92050454,1.250736454,0.0,4.562146731,7.804097857,9.473725908,0,2.29508949,39.90288157,3.004455782,0,0,0,6.736269508
Isoprothiolane (Ref: SS 11946),High,2.9035,0.0,1.186631778,10.48192346,2.234801556,5.086901012,10.21669833,0,2.036125733,19.76538045,0.0,1,0,1,4.101288762
Isoproturon (Ref: HOE 16410),Not High,2.297,0.0,2.155568727,0.0,2.913768296,5.722250328,0.0,0,2.420212626,20.26829602,0.0,0,0,0,4.771381862
Isoval,High,4.0218,15.79778807,2.480187675,5.884182202,4.58081005,7.981861694,13.99682084,0,2.271662456,39.02784531,0.0,1,0,1,5.835827286
Isoxaben (Ref: EAF 496),High,3.2053,67.30032173,2.397235908,13.17124514,4.880826918,8.884966104,4.523094937,3,2.356598204,29.83133128,0.0,0,0,0,7.6721402
Isoxaflutole (Ref: RPA 201772),Not High,4.0179,21.57698106,1.561237284,0.0,4.742181513,8.830362322,9.046842099,0,2.229794468,13.8474744,5.270903775,0,0,0,6.704515385
Isoxathion (Ref: SL 6711),Not High,3.09752,10.62292939,2.135421515,0.0,3.310571303,7.131979064,14.31131449,0,2.188277808,13.53061916,0.0,0,0,0,4.825368875
Kresoxim-methyl (Ref: BAS 490F),Not High,6.54398,49.24236891,3.415186104,13.17124514,5.592591845,9.79046734,9.473725908,4,2.621342747,26.1277393,5.319767599,0,0,0,8.178015538
Lambda-cyhalothrin (Ref: OMS 3021),Not High,1.5305,1.489398148,3.215488531,0.0,4.111252665,6.637264138,4.983978521,0,2.234321684,57.40841381,0.0,1,0,1,5.207801536
Lenacil (Ref: DPX B634),High,3.0185,0.0,0.858995381,10.48192346,2.469763759,4.837694306,5.316788604,2,2.078505242,0.0,11.50989967,1,0,1,3.553483043
Linuron (Ref: HOE 02810),Not High,6.1055,107.1261291,2.125378047,45.60524384,4.123206444,8.717551289,10.05365156,10,2.591047661,18.45656342,11.29536994,2,0,2,6.649814551
Lufenuron (Ref: CGA 184699),High,2.1218,19.91800753,1.086566065,0.0,7.778141095,9.76392105,18.52122023,0,2.316998825,25.51823405,6.171662441,0,0,0,9.78234911
Malathion (Ref: OMS 1),Not High,-0.9368,0.0,0.357907868,0.0,0.694982403,2.068931893,0.0,0,1.770509072,0.0,0.0,2,0,2,1.311834874
Mancozeb,Not High,3.4104,16.28591122,2.621206154,0.0,4.248145145,9.278935143,19.52737747,1,2.205205102,12.52478801,5.913009877,1,0,1,6.402193499
Maneb (Ref: ENT 14875),Not High,2.11182,4.995015432,0.914253131,0.0,1.723223158,4.079064195,9.843390349,1,2.020013361,6.9237372,5.707775293,1,0,0,3.028668388
MCPA (Ref: BAS 009H),High,2.89202,5.420200617,1.180284322,0.0,2.164620894,5.079064195,9.843390349,1,2.009272259,19.76538045,5.786558988,1,0,0,3.692008356
MCPB (Ref: MB 3046),Not High,2.632,15.5046812,0.981249911,4.794537184,7.227048238,10.09550463,13.78435728,0,2.239642446,20.7712116,6.392177921,0,0,0,9.517879953
Mecarbam (Ref: MC 474),Not High,2.50032,5.203348765,0.985905417,0.0,2.023588337,4.538563334,9.843390349,1,2.128577546,19.95144079,5.744162765,1,0,0,3.444572033
Mecoprop (Ref: RD 4593),High,2.50032,5.203348765,0.985905417,0.0,2.023588337,4.538563334,9.843390349,1,2.128577546,19.95144079,5.744162765,1,0,0,3.444572033
Mecoprop-P (Ref: BAS 037H),High,3.3381,6.563794347,1.928699997,5.687386275,4.059867941,7.354896345,9.636772685,0,2.124421609,0.0,1.442713477,0,0,0,5.517668919
Mefenacet (Ref: FOE 1976),Not High,2.52334,60.56220388,1.489163827,24.54601769,3.529159185,6.900516265,5.316788604,3,2.457405861,26.2795421,0.0,2,0,2,5.888384395
Mefluidide (Ref: MBR 12325),Not High,2.90002,0.0,1.467140957,11.63572556,2.137214255,5.382461063,5.316788604,0,2.000878461,13.8474744,0.0,1,0,1,3.584198355
Mepanipyrim (Ref: KUF 6201),Not High,-1.7493,1.25,1.368249222,0.0,2.026882723,3.526882723,16.89006402,1,2.170672571,19.26246487,0.0,0,1,0,3.443605225
Mepiquat chloride (Ref: BAS 083W),Not High,4.03452,5.614551209,1.945421637,5.687386275,2.853382474,6.697368563,10.05365156,0,2.085767554,26.87517799,0.0,1,0,1,4.963483133
Mepronil (Ref: B1 2459),Not High,5.0584,5.171724616,2.641827346,11.37477255,4.017341295,8.625322525,4.736862954,0,2.286899372,58.79322576,0.0,0,0,0,6.068947162
Meptyldinocap (Ref: DE 126),Not High,6.8132,0.0,0.962072066,0.0,13.36259947,12.64889957,0.0,0,2.089610916,59.29614134,6.713202948,0,0,0,13.92084603
Merphos,Not High,-0.16,66.76661097,2.365107015,10.74287647,5.868776728,12.22414589,14.21058886,0,2.260215835,11.44023988,0.0,3,0,3,9.735101285
Mesosulfuron-methyl (Ref: AE F130060),High,1.1193,22.95775769,2.454526319,5.687386275,4.722235299,8.599410969,0.0,0,2.387228928,24.15794834,0.0,0,0,0,7.307408808
Mesotrione (Ref: ZA 1296),Not High,6.24418,80.11080767,2.988886279,36.82441374,4.615895267,10.08829464,10.05365156,6,2.312578721,18.959479,0.0,2,0,2,7.260672308
Metaflumizone (Ref: BAS 320l),Not High,1.84434,9.654904573,2.188969187,5.687386275,3.146496121,6.386552367,9.473725908,0,2.293732833,26.81305243,0.0,0,0,0,4.636302367
Metalaxyl (Ref: CGA 48988),Not High,1.84434,9.654904573,2.188969187,5.687386275,3.146496121,6.386552367,9.473725908,0,2.293732833,26.81305243,0.0,0,0,0,4.636302367
Metalaxyl-M (Ref: CGA 329351),High,1.4504,21.23,1.207797401,0.0,1.533106552,4.19501916,18.94745182,0,2.206166939,52.85505572,0.0,0,0,0,2.814849317
Metam-sodium (Ref: N 869),High,0.32752,0.99537037,1.251597327,0.0,2.111961189,4.467433829,5.84267027,0,2.079713507,6.9237372,0.0,1,0,0,3.13700065
Metamitron (Ref: BAY DRW 1139),Not High,2.72944,1.704691358,2.106831133,5.687386275,3.198920574,6.566211771,0.0,1,2.185275727,20.51616559,5.720602954,0,0,0,4.650026688
Metazachlor (Ref: BAS 47900H),High,3.3415,1.738027263,3.623279572,0.0,5.482093918,8.076775925,5.106527395,1,2.536940106,45.25574649,5.956562805,1,0,0,7.403824116
Metconazole,High,2.0719,1.086345427,1.258086284,9.926095664,3.200884274,5.347860072,5.316788604,0,2.124588429,0.0,1.503055556,1,0,1,4.087432833
Methabenzthiazuron (Ref: BAY 74283 ),High,1.0626,14.85300926,0.074535599,0.0,3.500979042,5.146202619,4.523747162,0,2.089378408,0.0,1.038194444,1,0,0,5.337276644
Methamidophos (Ref: ENT 27396),High,1.436,6.4372734,1.167220431,0.0,2.78063006,5.008514699,4.523094937,2,2.104010833,0.0,11.516245,0,0,0,3.905975349
Methazole (Ref: VCS-438),Not High,1.5214,16.28393542,0.756581507,0.0,7.959329476,9.068985259,13.78435728,0,2.174361633,5.87678839,7.326122633,0,0,0,9.80413035
Methidathion (Ref: ENT 27193 ),Not High,2.74354,5.065380763,1.449511909,4.794537184,3.104839306,5.854190281,10.05365156,0,2.067730762,18.74295787,1.699271988,1,0,1,4.046333888
Methiocarb (Ref: OMS 93),Not High,1.0388,0.0,0.188644465,4.794537184,1.422003244,3.901546581,5.316788604,0,1.941380604,6.9237372,1.422246788,1,0,1,2.442244612
Methomyl (Ref: OMS 1196),High,5.062,10.51396118,2.082734398,0.0,3.644920778,8.266030793,9.473725908,0,2.152977645,78.93072689,0.0,0,0,0,6.973284229
Methoprene (Ref: OMS 1697),Not High,5.2059,8.854887802,2.163135524,0.0,3.880251092,7.434344814,9.473725908,3,2.347650963,9.710441982,18.55178629,0,0,0,6.889884114
Methoxychlor (Ref: OMS 466),High,4.20616,5.290622708,2.993720078,0.0,4.304533812,8.917508863,4.736862954,0,2.299745272,47.08134845,0.0,1,0,1,7.761532546
Methoxyfenozide (Ref: RH 2485),High,1.0111,0.0,0.0,0.0,0.0,1.963961012,0.0,1,0.948453986,0.0,2.9375,0,0,0,0.0
Metiram (Ref: BAS 222F),Not High,2.4742,0.968143608,0.818332053,10.48192346,2.184020603,4.769114726,5.316788604,1,2.061053942,0.0,3.306449121,1,0,1,3.53276338
Metobromuron (Ref: C 3216),Not High,3.16412,5.177148998,2.320751068,5.687386275,3.403405864,7.052072839,9.636772685,1,2.240317469,33.23387405,5.756716585,0,0,0,4.905190583
Metolachlor (Ref: CGA 24705),Not High,2.55752,38.97253868,2.097372561,5.687386275,5.344335557,9.336664618,9.473725908,2,2.249721678,12.08017368,12.20634479,1,0,1,7.467121031
Metosulam (Ref: XDE 511),High,2.4421,4.997322373,0.979415944,10.48192346,2.104615063,4.739511151,14.95356129,1,2.057574102,0.0,5.902645503,1,0,1,3.58110513
Metoxuron (Ref: SAN 6915H),Not High,4.33134,22.47333576,2.799422817,0.0,4.920979559,8.373628266,18.94745182,1,2.275057285,13.8474744,3.471608216,0,0,0,6.270328689
Metrafenone (Ref: BAS 560F),High,0.3715,1.039930556,0.99465928,0.0,2.399484028,5.393867533,5.84267027,0,2.218252911,31.34263855,1.293268141,1,0,0,4.733856644
Metribuzin (Ref: DPX G2504),High,0.48562,35.96071199,1.888106696,10.74287647,4.332702943,8.526729089,9.473725908,0,2.245930732,11.81922068,0.0,2,0,2,6.391117094
Metsulfuron-methyl (Ref: DPX T6376),High,1.4807,29.46941909,0.576665851,0.0,2.631324871,5.105357806,9.260610116,0,2.240776519,6.9237372,0.0,0,0,0,3.989094897
Mevinphos (Ref: ENT 22374),High,2.7355,0.0,1.468020834,4.794537184,2.925898674,5.745691096,4.899909731,0,2.137781601,32.60702369,1.434074074,0,0,0,4.315448199
Molinate (Ref: OMS 1373),Not High,2.3651,0.0,0.818332053,10.48192346,1.907331405,4.354080929,5.316788604,1,2.061433498,0.0,5.690230414,1,0,1,3.053523632
Monolinuron (Ref: HOE 002747),High,2.4335,0.0,0.768500633,10.48192346,1.753649272,4.210472049,10.21669833,1,2.018584488,0.0,5.687637822,1,0,1,3.267908561
Monuron,High,3.58328,1.715761054,2.308889599,0.0,3.718400132,7.0751576,0.0,1,2.323375015,38.14594894,5.94157641,0,0,0,5.333853215
Myclobutanil (Ref: RH 3866),Not High,3.6512,23.76530093,0.333708052,0.0,5.406003794,6.78153155,0.0,4,2.376029743,8.25585655,16.99553272,0,0,0,7.992401547
Naled (Ref: OMS 75),Not High,3.4755,5.882824074,2.331707739,0.0,3.476258741,7.101619052,9.636772685,0,2.197488852,26.87517799,0.0,0,0,0,4.747892061
Napropamide (Ref: R 7465),Not High,3.7903,0.0,2.391669627,5.687386275,3.439935178,6.780572562,10.423316,0,2.158781671,0.0,0.0,2,0,1,4.831569498
Naptalam (Ref: ACP 322),High,4.2572,0.0,1.289620686,10.48192346,3.103675269,6.270206376,10.21669833,2,2.082422437,19.76538045,11.6568121,1,0,1,4.648549416
Neburon,High,0.101,36.70139241,1.975035926,10.74287647,4.500635603,9.134696971,14.37363564,0,2.266523754,5.025959979,0.0,2,0,2,6.989288701
Nicosulfuron (Ref: DPX V9360),High,2.9464,38.73272019,1.60496093,18.85863142,2.971565052,5.853472389,5.316788604,4,2.3026471,6.176298517,5.820039066,1,0,1,4.265234723
Norflurazon (Ref: H 52143),High,5.3837,109.0051026,2.082915763,45.60524384,3.649360929,8.385089184,10.05365156,9,2.504715345,18.82868411,5.618230927,2,0,2,6.100810244
Novaluron (Ref: GR 572),High,3.5533,13.22664397,2.409314436,4.390415048,3.833580643,6.988399046,5.106527395,2,2.357112783,5.601050811,6.264804597,1,0,0,5.231502768
Nuarimol (Ref: EL 228),High,3.2703,1.833155471,1.495815328,0.0,3.234082041,6.327903297,0.0,0,1.954555963,51.99342334,1.52200591,0,0,0,4.540027638
Octhilinone (Ref: RH 893),High,2.19074,4.966424084,2.424084853,5.687386275,3.511395327,6.702737533,4.736862954,1,2.365399881,26.31013685,5.684130606,0,0,0,4.877018536
Ofurace (Ref: AE F057623),High,0.8665,20.5059042,0.389797755,0.0,4.912162241,6.276534866,14.36428293,0,2.223496818,0.0,0.855601852,1,0,1,6.046810729
Omethoate (Ref: ENT 25776),High,1.7768,22.86814027,2.220953423,17.06215882,3.961164662,8.421965986,4.899909731,0,2.321777757,31.58460112,0.0,1,0,0,6.417831737
Oryzalin (Ref: EL 119),Not High,3.4418,11.5592293,1.644038251,0.0,3.327980171,7.156814591,9.154013891,2,2.237686906,26.18620207,12.17686716,0,0,0,6.376166665
Oxadiargyl (Ref: RP 020630 ),Not High,4.217,11.93274743,1.758257002,0.0,3.379645144,7.61631373,9.154013891,2,2.238838198,46.13764286,12.29662535,0,0,0,7.049973306
Oxadiazon (Ref: RP 17623 ),High,1.65004,9.83890377,2.271283013,10.48192346,3.13614446,6.382589481,9.473725908,0,2.335989855,13.8474744,0.0,0,0,0,4.616481537
Oxadixyl (Ref: SAN 371F),High,0.1071,0.0,0.483466313,4.794537184,1.833928649,4.973704715,10.21669833,0,2.133809131,0.0,1.112617158,1,0,1,3.223834751
Oxamyl (Ref: DPX D1410),High,1.15944,37.1592922,2.452507255,10.74287647,5.101512321,9.765794147,9.473725908,0,2.285372832,24.84692426,0.0,2,0,2,7.745695022
Oxasulfuron (Ref: CGA 277476 ),Not High,1.3016,28.77483529,1.701523134,5.687386275,4.338266415,7.086004867,10.05365156,0,2.314894027,6.9237372,0.0,1,0,1,5.918785979
Oxycarboxin (Ref: F 461),High,1.8891,31.8403436,0.566299876,0.0,6.879615289,8.408014918,9.047494323,0,2.209302585,6.9237372,1.085601852,0,0,0,8.350871184
Oxydemeton-methyl (Ref: ENT 24964),High,5.458,48.37725593,1.866790199,18.85863142,3.21019528,7.056870683,9.473725908,4,2.307165175,13.10003572,5.803534222,0,0,0,4.971875867
Oxyfluorfen (Ref: RH 2915),High,3.1223,1.726710128,2.177608165,0.0,3.638239815,7.021317402,5.106527395,1,2.317892023,39.33784044,5.905972607,1,0,0,6.520729131
Paclobutrazol (Ref: PP 333),Not High,1.0026,4.068333333,1.386870871,0.0,2.290259223,4.665256622,0.0,0,2.003139187,0.0,0.0,0,0,0,3.504573019
Paraquat (Ref: PP 148),High,3.2711,16.07461939,1.164012006,5.687386275,4.278519579,7.892145696,4.523747162,0,2.209254254,13.8474744,5.177146059,0,0,0,6.060100725
Parathion-ethyl (Ref: OMS 19),Not High,2.4909,15.12628606,0.906883011,5.687386275,4.158852057,6.717078446,13.57124149,0,2.181934133,0.0,4.981312726,0,0,0,5.803598902
Parathion-methyl (Ref: OMS 213),Not High,3.3716,0.0,1.008134023,4.794537184,2.968687532,6.159904658,4.899909731,0,2.09441937,40.03367647,1.446552343,0,0,0,4.093756027
Pebulate (Ref: R 2061),Not High,4.1688,1.838554264,2.078996903,0.0,3.475909023,6.733229112,0.0,2,2.150188711,32.2280429,12.19987038,0,0,0,5.112590498
Penconazole (Ref: CGA 71818),High,5.3167,0.0,3.085937941,10.48192346,4.569540731,8.471205087,10.21669833,1,2.263931726,38.26988373,5.952307358,1,0,1,6.425261883
Pencycuron (Ref: NTN 19701),Not High,3.72034,0.0,2.092504432,17.06215882,3.506211478,6.524245886,5.316788604,0,2.296835776,46.57843287,0.0,1,0,1,4.733174621
Pendimethalin (Ref: AC 92553),High,2.605,108.6303279,2.611515483,27.90041452,5.256826089,9.93645155,14.21058886,5,2.397017736,17.49722674,0.0,1,0,1,7.541519487
Penoxsulam (Ref: XDE 638),High,4.6592,0.0,0.593315779,0.0,3.443430735,4.558340345,5.106527395,5,2.174959161,0.0,27.9041358,1,0,0,3.808340345
Pentachlorophenol,High,4.02312,0.0,1.500178885,5.687386275,3.01584303,5.990485202,5.316788604,1,2.114024915,33.61285484,5.986716051,1,0,1,4.550136636
Pentanochlor (Ref: FMC 4512),High,6.1133,11.48106511,3.1422773,0.0,4.980589118,9.146036538,9.473725908,2,2.611638957,20.45435636,11.45485499,0,0,0,7.959229214
Permethrin (Ref: OMS 1821),High,3.78422,9.667042537,1.779447618,20.96384692,2.740852626,6.571603427,9.473725908,0,2.069316493,6.9237372,0.0,2,0,2,4.528412621
Phenmedipham (Ref: SN 38584),Not High,5.7605,11.41216787,3.36566068,0.0,4.935957978,9.012143119,9.473725908,0,2.608727574,34.30183076,0.0,0,0,0,7.73906867
Phenothrin (Ref: OMS 1809),Not High,3.5413,15.54619615,1.375452954,0.0,8.083280319,9.7974479,13.78435728,0,2.305585975,12.17367523,6.506041194,0,0,0,9.97765421
Phenthoate (Ref: OMS 1075),Not High,3.7277,10.93955782,0.61318202,0.0,8.145296659,9.678527284,9.047494323,0,2.173488992,20.7712116,8.822604403,0,0,0,9.972249504
Phorate (Ref: ENT 24042),High,4.2361,17.74439211,1.718935112,0.0,8.132214476,10.92016407,13.46464526,1,2.204348801,19.72426279,12.62270717,0,0,0,10.664973
Phosalone (Ref: ENT 27163),Not High,2.4906,10.22352891,1.664773245,0.0,8.287302292,9.563342366,9.047494323,0,2.356906678,0.0,6.347983329,0,0,0,10.14790808
Phosmet (Ref: OMS 232),Not High,2.7426,25.87048296,1.157076049,0.0,4.063162881,7.252857703,9.423656893,1,2.271741866,20.7712116,5.885226442,0,0,0,5.436522768
Aluminium phosphide,Not High,3.22838,15.696113,1.225149397,0.0,4.222624859,8.31837056,4.624472792,0,2.207908827,13.8474744,5.144363925,0,0,0,6.197900179
Phoxim (Ref: OMS 1170),Not High,2.3222,0.0,0.673062272,5.687386275,2.409943878,4.114459802,10.84019487,3,2.179210241,0.0,16.60693878,2,0,0,3.211954345
Picloram (Ref: X 159868),High,5.2841,56.51037121,2.183141263,23.24904647,3.44205355,7.702266323,10.05365156,4,2.302195071,6.176298517,0.0,1,0,1,5.449734931
Picolinafen (Ref: BAS 700H),Not High,3.8397,53.18377554,2.16307176,13.17124514,3.338077844,7.431002447,14.21058886,3,2.322245219,12.78318048,0.0,0,0,0,5.063456309
Picoxystrobin (Ref: ZA 1963),Not High,3.73172,14.90750586,3.796623778,0.0,5.342449845,10.44953686,9.473725908,0,2.315644385,67.47357926,0.0,0,0,0,8.648756857
Pinoxaden (Ref: NOA 407855),Not High,3.7177,27.60799665,2.530945303,0.0,3.857961601,8.993670249,23.68431477,0,2.164059031,46.13764286,0.0,0,0,0,5.855063875
Piperonyl butoxide (Ref: ENT 14250),Not High,1.21984,5.187453704,1.061641278,10.74287647,2.281886817,5.242867604,14.53668242,0,2.145249696,13.8474744,0.0,0,0,0,4.195993533
Pirimicarb (Ref: OMS 1330),Not High,3.30752,16.69547052,1.739925231,5.948339281,5.060533905,9.724076674,9.423656893,0,2.225623193,34.618686,5.361604361,0,0,0,7.128943296
Pirimiphos-ethyl (Ref: PP211),Not High,2.52732,15.74713719,1.482796236,5.948339281,4.940866383,8.549009424,18.47115122,0,2.201927524,20.7712116,5.165771028,0,0,0,6.872441473
Pirimiphos-methyl (Ref: OMS 1424),Not High,3.8098,5.539494284,2.397387255,5.687386275,3.686560059,8.272696953,9.636772685,1,2.194927562,40.03367647,5.795757686,0,0,0,5.190614622
Pretilachlor (Ref: CGA 26423),Not High,1.888,83.06312332,1.944864807,28.30453666,4.347337574,8.908252061,14.5802533,4,2.244503346,18.11849365,0.0,3,0,2,6.636793415
Primisulfuron,High,4.6024,7.054081488,2.033323507,4.794537184,3.839706406,8.205368893,9.636772685,3,2.152373611,13.34455882,17.99704888,0,0,0,6.037432927
Prochloraz (Ref: BTS 40542),High,3.2829,0.0,2.774798766,5.687386275,4.692117721,6.402119691,0.0,2,2.772840523,20.26829602,11.81448397,0,0,0,6.287224516
Procymidone (Ref: S 7131),High,5.7691,23.98728794,1.120870255,0.0,6.571459132,9.846334678,4.523747162,2,2.2689462,20.26829602,10.52884647,0,0,0,8.805003274
Prohexadione-calcium (Ref: BAS 125W),Not High,2.83662,5.085138889,1.326878272,4.794537184,2.154532577,5.037798916,10.05365156,0,2.056723948,26.68911765,0.0,1,0,1,3.873618654
Promecarb (Ref: SN 34615),Not High,1.5208,5.016430461,1.093285582,11.89667856,1.633017235,5.340764568,15.37044016,0,2.07591565,39.77863046,0.0,2,0,2,4.067398335
Prometon (Ref: G 31435),High,2.2341,0.0,1.093285582,11.89667856,2.180739793,6.56550944,10.63357721,0,2.068426824,44.93506694,1.509079743,2,0,2,4.840794997
Prometryn (Ref: C 34161),High,2.6668,0.0,1.383097552,5.687386275,2.162401941,5.130257888,4.899909731,1,2.165163539,19.88931523,5.549493418,0,0,0,3.593929902
Propachlor (Ref: CP 31393),Not High,1.4961,4.834570578,0.83152594,4.794537184,1.488722308,4.718238554,14.95356129,1,1.984448431,19.76538045,0.0,1,0,1,3.219525202
Propamocarb hydrochloride (Ref: SN 66752),Not High,3.3419,0.0,0.82326126,5.687386275,2.263501554,4.636711608,5.316788604,2,2.011459407,13.34455882,11.46364884,1,0,1,3.345017943
Propanil (Ref: FW 734),Not High,4.7984,16.44189194,2.446913372,0.0,4.074281657,9.949921847,19.04817745,1,2.161213353,26.87517799,5.956482987,0,0,0,7.15047985
Propaquizafop (Ref: CGA 233380),Not High,3.9192,28.21390017,2.726844913,0.0,4.80503359,9.327629445,4.736862954,0,2.297431705,64.07742134,-1.834093907,0,0,0,7.85665163
