Unnamed: 0,Environmental fate,BCUT2D_LOGPHI,MolLogP,Chi1v,MinAbsEStateIndex,MaxPartialCharge,MinPartialCharge,qed,BalabanJ,SMR_VSA10,Chi2v,MinAbsPartialCharge,BCUT2D_CHGLO,FpDensityMorgan3,BCUT2D_MRLOW,BCUT2D_MRHI
Quinclorac (Ref: BAS 514H),High,2.244682595,2.89482,4.753192346,0.06404321,0.338953655,-0.477543402,0.805678337,2.875721301,28.47317011,3.719125647,0.338953655,-2.038346596,2.866666667,0.069877201,6.346150911
Quinmerac (Ref: BAS 518H),Not High,2.250308909,1.4747,4.341220404,0.17095679,0.210554192,-0.39421314,0.701039973,2.731827362,23.16742978,3.309453917,0.210554192,-2.134234788,2.071428571,0.097938524,6.493817283
Quinoclamine,Not High,2.352445507,5.473,6.561005845,0.3178235,0.139366156,-0.456548142,0.625742028,2.094452891,34.10480471,4.990443944,0.139366156,-2.096371231,2.5,0.485466177,6.385107725
Quinoxyfen (Ref: DE 795),High,2.470286859,4.8618,4.923488717,0.102839506,0.308987844,-0.258215125,0.321157481,3.682463306,63.69208573,4.06545013,0.258215125,-2.045628718,1.357142857,-0.384140931,6.556971965
Quintozene,High,2.244894946,4.4059,8.46217251,0.317767677,0.346516882,-0.479029226,0.596876213,1.67142815,28.60364661,5.863306561,0.346516882,-2.132546786,2.576923077,-0.150033744,6.307245448
Quizalofop-ethyl (Ref: DPX Y6202),High,2.244894946,4.4059,8.46217251,0.317767677,0.346516882,-0.479029226,0.596876213,1.67142815,28.60364661,5.863306561,0.346516882,-2.132546786,2.576923077,-0.150033744,6.307245448
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,2.247095507,4.565,10.0959397,0.006689948,0.346622148,-0.479029208,0.509884747,1.317735547,28.60364661,7.376325898,0.346622148,-2.157307016,2.766666667,-0.153817,6.307255072
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,2.59406212,5.152,8.795486214,0.010695266,0.309957973,-0.46857681,0.539835014,1.542209936,5.969305288,7.760192075,0.309957973,-2.034756126,2.6,-0.147100652,5.778960103
Resmethrin (Ref: OMS 1206),Not High,2.199019302,0.1928,10.74804346,0.061165389,0.335067329,-0.480765414,0.617510728,2.301189549,31.83999808,8.890380018,0.335067329,-2.109902831,2.25,0.255997335,7.93419493
Rimsulfuron (Ref: DPX E9636),High,2.308558653,3.6616,9.366503702,0.022591175,0.168076685,-0.293970447,0.397764362,2.797025192,23.32837484,7.476337266,0.168076685,-2.257116856,2.409090909,-0.125397538,7.993530791
Sethoxydim (Ref: BAS 9052H),Not High,2.232111975,3.3868,6.380663066,0.088009259,0.318960298,-0.334870135,0.805940588,1.84443176,11.71850079,4.832721123,0.318960298,-2.289718589,2.588235294,0.232313596,5.888698195
Siduron,Not High,2.223692123,2.82594,10.09891899,0.045532407,0.252023336,-0.348550387,0.659474638,3.210503752,29.81825926,11.82318986,0.252023336,-2.162996018,2.470588235,0.095852465,7.26742831
Silthiofam (Ref: MON 65500),High,2.07997254,1.3886,4.52990784,0.196203704,0.228447015,-0.354318264,0.771063921,2.828867284,23.49761845,2.650376517,0.228447015,-2.041645234,1.846153846,0.999024903,6.279504882
Simazine (Ref: G 27692),Not High,2.243823158,2.41752,8.007782327,0.177387094,0.360010642,-0.490329967,0.683814597,2.291458802,16.87223022,5.721771662,0.360010642,-2.138131435,2.538461538,0.068701832,5.931095703
Sodium chloride,High,2.4838017,5.9436,10.11443912,0.235018267,0.342938111,-0.447125527,0.575375316,2.135453242,40.71359489,8.743355014,0.342938111,-2.340979025,2.481481481,-0.159941434,6.37114927
Spirodiclofen (Ref: BAJ 2740),Not High,2.48974685,5.17196,9.793658972,0.180745423,0.342903477,-0.447125931,0.688717041,2.128294041,17.51171511,9.280265957,0.342903477,-2.257061893,2.185185185,-0.152789408,6.204887617
Spiromesifen (Ref: BSN 2060),Not High,2.450989603,4.0663,8.924297624,0.251941728,0.168488679,-0.347165687,0.763405553,1.823199367,0.0,7.995075675,0.168488679,-2.407393244,2.333333333,-0.19722278,4.888444104
Spiroxamine (Ref: KWG 4168),High,2.26807685,1.8645,8.577602509,0.002160494,0.181779384,-0.298387133,0.624236217,2.400758784,38.78792787,7.420196369,0.181779384,-2.183450167,2.238095238,-0.132781403,7.903102417
Sulcotrione (Ref: SC 0051),High,2.311093519,2.41582,8.592504069,0.025705415,0.354780147,-0.28218846,0.873322502,2.675831603,38.91255721,7.109801087,0.28218846,-2.099828671,2.347826087,0.063985622,7.915333626
Sulfentrazone (Ref: FMC 97285),High,2.637945931,4.8926,8.248103064,0.364512096,0.459647294,-0.210062454,0.434587845,6.910142889,10.02329115,7.270500867,0.210062454,-2.420175341,1.032258065,-0.457786696,7.901625688
Sulfluramid (Ref: GX 071),Not High,2.234950403,0.4455,11.75219718,0.058441432,0.33506736,-0.480765414,0.493625201,1.98858917,37.4871753,9.68150896,0.33506736,-2.101103279,2.290322581,0.255992949,7.933656046
Sulfosulfuron (Ref: MON 37500),High,2.657257812,3.598,10.55579835,0.39371142,0.333974098,-0.30871,0.569454738,4.786871873,37.05092664,8.805303946,0.30871,-2.267483392,1.058823529,0.175733213,8.14355307
Sulfotep (Ref: ENT 16273),Not High,0.6482,0.1128,0.0,0.0,-0.196935358,-0.196935358,0.356419788,0.0,13.49569335,0.0,0.196935358,-0.196935358,1.0,7.591,7.591
Sulphur (Ref: SAN 7116),Not High,2.600410591,5.1915,11.31330322,0.594134411,0.297004824,-0.436193432,0.482583072,2.718332394,40.64400343,10.69863322,0.297004824,-2.209353633,2.388888889,0.344157682,8.675422276
Sulprofos (Ref: NTN 9306),High,2.343541034,7.39568,11.02251815,0.140817394,0.415964415,-0.457370815,0.324919897,1.754269513,23.25763145,8.399240583,0.415964415,-2.239967762,2.285714286,-0.148502337,6.329063298
TCA-sodium,High,2.352770536,3.3415,7.471604209,0.258556132,0.137254611,-0.387394576,0.921413387,2.108229399,11.60093989,6.937547356,0.137254611,-2.400418346,2.380952381,-0.079583482,6.300813969
Tebuconazole (Ref: HWG 1608),Not High,2.178555587,4.45154,8.943146868,0.219603385,0.272300768,-0.267426111,0.829715052,2.290346313,11.81435946,7.679175889,0.267426111,-2.352913995,1.923076923,0.03582621,5.992191342
Tebufenozide (Ref: RH 5992 2F ),Not High,2.225839015,3.8634,8.204632204,0.12556237,0.270875495,-0.346588705,0.923000468,2.063459489,17.50811962,7.094008634,0.270875495,-2.187561146,2.347826087,0.094136842,6.337927557
Tebufenpyrad (Ref: AC 801757),Not High,2.205682471,3.4697,6.17109513,0.204956538,0.227977448,-0.335493354,0.782509442,2.851501152,5.907179729,5.762400569,0.227977448,-2.324379473,2.117647059,-0.14150823,5.813076757
Tebutam (Ref: GPC-5544),High,2.28551581,1.6112,5.470509803,0.028325893,0.322709331,-0.340711347,0.79413349,2.894631591,22.49945887,5.20992923,0.322709331,-2.133730995,2.4,0.24910498,7.151179218
Tebuthiuron (Ref: EL 103),High,2.415024726,4.2084,4.433892277,0.002561728,0.308874243,-0.258215138,0.431332471,3.555142029,52.09114584,3.644223084,0.258215138,-2.010777619,1.769230769,-0.384141803,6.489689003
Tecnazene,Not High,2.309248574,4.5117,6.869437861,0.58039371,0.32574412,-0.304789001,0.456991817,2.188506769,40.8275603,5.137968617,0.304789001,-2.100965573,2.125,0.095859118,6.351636057
Teflubenzuron (Ref: CME 13406),Not High,2.601608826,5.55182,8.011666386,0.666530087,0.426122298,-0.460335447,0.363804694,2.161739211,17.57024518,7.211578087,0.426122298,-2.10496069,2.037037037,-0.147314308,6.29938464
Tefluthrin (Ref: R 151993),Not High,2.489790994,5.63,13.48139142,0.597236158,0.379519432,-0.424140517,0.414744654,2.009951441,48.81281159,12.29698023,0.379519432,-2.181629371,1.148148148,0.272309037,8.076171527
Temephos (Ref: OMS 786),Not High,2.346400069,2.899,8.608726582,0.070761754,0.168086411,-0.381430329,0.348125453,2.03169607,23.16742978,6.198322798,0.168086411,-2.324576178,2.47826087,-0.126793081,6.249148913
Tepraloxydim (Ref: BAS 620H),High,2.100354189,1.25342,4.646015393,0.06900463,0.328619501,-0.30980998,0.709899628,3.711923181,11.60093989,4.558482428,0.30980998,-2.205983381,2.214285714,0.365679696,6.30465338
Terbacil (Ref: DPX D732),High,2.616539948,4.5063,10.21776753,0.269437122,0.247628151,-0.321949084,0.505229026,4.018684249,40.64400343,12.26398167,0.247628151,-2.222202084,1.933333333,0.28046864,8.690757295
Terbufos (Ref: AC 92100),Not High,2.141581938,1.5224,5.264673394,0.101339876,0.322270412,-0.466618537,0.809174953,2.945000898,11.89667856,4.374652209,0.322270412,-2.20201148,2.25,0.37878907,5.367621759
Terbumeton (Ref: GS 14259),High,2.132511593,2.1672,5.219247668,0.103009062,0.228703836,-0.354318263,0.831939033,2.884038547,23.49761845,4.495046431,0.228703836,-2.199789116,2.266666667,0.625001723,6.279539267
Terbuthylazine,Not High,2.158239247,2.2357,6.489418265,0.05504358,0.228396985,-0.354326854,0.788246002,2.945000898,23.65856351,5.148048871,0.228396985,-2.202933623,2.25,0.622201771,7.979904112
Terbutryn (Ref: GS 14260),Not High,2.518897519,5.6015,7.760380428,0.016419753,0.529073071,-0.40237747,0.386625451,3.195069219,59.98562156,6.370288327,0.40237747,-2.169119811,2.105263158,0.200990652,7.483372531
Tetrachlorvinphos (Ref: SD 8447),Not High,2.315749261,4.2432,7.121996999,0.070109599,0.416012737,-0.315248384,0.68289551,2.20933933,23.20187978,5.497417039,0.315248384,-2.221680285,2.565217391,-0.301699186,6.346356754
Tetraconazole (Ref: M 14360),High,2.341892124,5.133,7.968599453,0.017916667,0.207618718,-0.218458587,0.699225638,2.629830932,56.2410127,7.230236398,0.207618718,-2.079597135,1.842105263,0.595925497,7.912489024
Tetradifon (Ref: ENT 23737),High,2.593962867,2.9649,8.647087063,0.134059272,0.311362469,-0.443412061,0.451244989,1.611584355,17.78366475,7.863860927,0.311362469,-2.149386641,2.208333333,-0.156378652,6.189675096
Tetramethrin (Ref: ENT 27339),Not High,2.189382493,2.6864,5.209258249,0.840231481,0.157539864,-0.336616798,0.657282831,2.244094775,22.37018731,3.694928558,0.157539864,-1.84479755,2.928571429,1.27449795,7.074123718
Thiabendazole (Ref: MK 360),High,2.199302153,2.12088,6.106945087,0.49116885,0.207817146,-0.34533534,0.597686997,2.072066933,28.53047661,4.702886075,0.207817146,-2.158843965,3.1875,0.456309511,8.136930193
Thiacloprid (Ref: YRC 2894),Not High,2.202348215,1.0232,6.124941721,0.242591648,0.27722833,-0.340624785,0.61058775,2.154560172,28.89728034,5.272902819,0.27722833,-2.336994583,3.111111111,-0.486362437,7.152022918
Thiamethoxam (Ref: CGA 293343),High,2.333588204,1.3325,4.537456513,0.109560185,0.444612298,-0.340711347,0.805245873,2.894631591,22.49945887,3.457688299,0.340711347,-2.106274527,2.466666667,-0.137589112,7.150631628
Thiazafluron,High,2.396340611,4.5165,8.740502424,0.023148148,0.433560537,-0.46535908,0.542637359,2.945306893,22.77490722,7.0811689,0.433560537,-2.21827362,2.384615385,-0.141186697,8.142783206
Thiazopyr (Ref: MON 13200),High,2.102713763,2.1821,5.021776765,0.298842593,0.323876302,-0.307701589,0.81470728,1.93519461,28.25206938,3.512606476,0.307701589,-2.036098138,2.666666667,0.261920799,7.095982207
Thidiazuron (Ref: SN 49537),Not High,2.222351135,0.54712,8.890866505,0.044935902,0.348957168,-0.46665724,0.700937448,2.185035211,39.30883611,6.92504923,0.348957168,-2.08369535,2.56,0.060195304,7.899188584
Thifensulfuron-methyl (Ref: DPX M6316),High,2.174995264,4.035,6.694665182,0.138842593,0.281435544,-0.334155584,0.811594811,2.449241362,28.60203655,4.716365832,0.281435544,-2.17016444,2.3125,0.228187144,8.123591296
Thiobencarb (Ref: IMC 3950),Not High,2.148745791,3.0792,8.740179064,0.607770674,0.446688826,-0.296443969,0.252088804,4.332318493,57.931645,6.676719548,0.296443969,-2.186245291,1.476190476,0.130978942,8.130409753
Thiodicarb (Ref: OMS 3026),Not High,2.183729485,2.1075,5.75875294,0.072389456,0.432586716,-0.322658202,0.448198025,4.41166657,23.56681002,4.715763747,0.322658202,-2.190260972,2.428571429,0.151518982,7.988021546
Thiofanox (Ref: DS 15647),High,2.591031127,2.99,9.003460034,1.011373457,0.24632394,-0.325039736,0.506069717,3.522394748,40.64400343,9.87983238,0.24632394,-2.153436748,2.25,0.353741365,8.674985023
Thiometon (Ref: SAN 230),Not High,2.202540892,1.7922,6.685088302,0.049023579,0.412626548,-0.452587013,0.603731658,2.729776902,58.22187335,4.503491901,0.412626548,-2.146058786,1.545454545,0.175777113,7.803648106
Thiophanate-methyl (Ref: NF 44),Not High,1.321294588,-0.8113,1.189722705,2.22e-16,0.160496299,-0.376505715,0.370873527,2.803039488,17.33031033,0.873773448,0.160496299,-1.678523153,1.5,1.651727677,7.797083441
Thiourea,High,2.258485883,2.0608,6.18555772,0.837222222,0.146451831,-0.362961095,0.468860771,3.693483087,54.66461101,5.884299497,0.146451831,-2.146261802,1.25,0.647334343,8.891211886
Thiram (Ref: ENT 987),Not High,2.215749825,4.9388,8.072174237,0.20143802,0.281936783,-0.328212731,0.734888685,2.618166877,17.00109666,5.888581736,0.281936783,-2.330931312,2.105263158,0.173393373,8.123645512
Tiocarbazil (Ref: M 3432),Not High,2.512507441,4.19792,7.595550029,0.292561728,0.379622356,-0.420929568,0.779098827,3.108550682,41.7273431,6.924679697,0.379622356,-2.194462799,1.9375,0.273040656,8.07286259
Tolclofos-methyl (Ref: S 3349 ),Not High,2.421623652,3.31442,8.017816958,0.163990615,0.324125655,-0.193571808,0.606096394,3.241224032,51.04651819,8.905726155,0.193571808,-2.272331072,2.052631579,0.510456088,8.154239122
Tolylfluanid (Ref: BAY 49854),Not High,2.360477924,3.83266,8.635793558,0.028194786,0.168409766,-0.293957431,0.506582832,2.33055082,11.56648989,6.50609855,0.168409766,-2.267329761,2.083333333,-0.12426694,6.223836251
Tralkoxydim (Ref: PP 604),Not High,2.657207724,7.46098,12.48640886,0.02334828,0.310997753,-0.457370815,0.237740757,1.723453401,69.68908088,15.63327351,0.310997753,-2.205633851,2.333333333,-0.149184708,9.3959208
Tralomethrin (Ref: OMS 3048),Not High,2.262542257,3.1243,6.561934049,0.085231481,0.25159209,-0.461193277,0.868848083,2.28122355,17.38418484,5.850310328,0.25159209,-2.246261883,2.45,-0.137864635,6.301097737
Triadimefon,Not High,2.299602051,2.9161,6.699342127,0.358093169,0.218752641,-0.46582017,0.941954753,2.255633018,11.60093989,6.085125659,0.218752641,-2.323377768,2.4,-0.07306055,6.301054491
Triadimenol (Ref: BAY KWG 0519),Not High,2.240439571,4.8439,7.036321158,0.015987654,0.281949711,-0.328746559,0.740153363,4.395102108,51.80391633,6.146885726,0.281949711,-2.296729816,1.875,0.18969886,8.132446291
Tri-allate (Ref: CP 23426),High,2.227873784,1.31662,9.254815514,0.018076609,0.335024549,-0.490907124,0.663431933,2.166338351,33.60368484,6.765519528,0.335024549,-2.119973889,2.653846154,0.256031048,7.897877689
Triasulfuron (Ref: CGA 131036 ),High,2.232408459,1.7605,7.626173559,0.094072184,0.346141399,-0.465352498,0.62235489,3.017992305,23.76230475,6.592984103,0.346141399,-2.125352353,2.428571429,-0.139370834,7.99350576
Triazamate (Ref: RH 7988),Not High,2.482583896,2.9436,8.779925097,0.151931847,0.382437677,-0.387925956,0.732560643,2.145092887,18.52546332,6.616352132,0.382437677,-2.18011247,2.4,0.213651452,8.07291605
Triazophos (Ref: HOE 002960 ),Not High,2.143352615,1.1023,5.171717648,0.270668934,0.302186548,-0.593726978,0.476944949,2.279149636,22.63434133,3.824165948,0.302186548,-2.02001699,3.0,-0.642143093,6.306638464
Triazoxide (Ref: SAS 9244),High,2.171069769,0.50992,8.92115628,0.031440723,0.338753789,-0.466657176,0.71672906,2.319495172,27.97205023,6.77755571,0.338753789,-2.169740867,2.407407407,0.05959317,7.897707901
Tribenuron-methyl (Ref: DPX L5300),High,2.77647468,6.6944,13.19662213,1.061535494,0.243405979,-0.288549686,0.294337134,3.998982973,38.89266262,15.93330721,0.243405979,-2.154218404,1.235294118,0.600919352,9.142088376
Tribufos,Not High,2.571250079,2.1609,5.481975076,1.08720679,0.362332512,-0.37701941,0.621638147,4.657834605,42.398582,6.488308682,0.362332512,-2.240839173,1.75,0.176284706,7.544815093
Trichlorfon (Ref: OMS 800),High,2.501820792,5.3915,8.949849595,0.375202035,0.237380929,-0.441775803,0.531352797,3.018337564,53.1013482,8.31859648,0.237380929,-2.214032252,2.235294118,0.331861704,8.096119655
Trichloronate (Ref: BAY 37289),High,2.296162639,2.5052,4.499487607,0.010606891,0.341291581,-0.478722379,0.844246398,2.866629469,40.77212496,3.402805753,0.341291581,-2.04632122,2.642857143,-0.138886484,6.421432398
Triclopyr,High,2.261760793,2.25242,4.85597998,0.962314815,0.216552054,-0.27177435,0.542642233,2.683285651,26.51427943,4.01633127,0.216552054,-1.93710168,3.230769231,1.108771686,7.231202503
Tricyclazole (Ref: EL 291),High,2.135604525,5.4066,9.598391719,0.418016897,0.067769478,-0.372905253,0.446739937,1.819881568,0.0,7.052426667,0.067769478,-2.348133094,1.619047619,-0.068132657,4.722724949
Tridemorph (Ref: BAS 2205-F),Not High,2.499257944,4.9792,6.370243807,0.279104938,0.19330785,-0.364331011,0.552924709,2.29656541,58.00469945,7.121984623,0.19330785,-2.178933247,2.0,0.294628801,6.671066564
Tridiphane,Not High,2.125092769,1.803,5.48952356,0.224861111,0.230939051,-0.354318186,0.834686142,2.960731609,23.49761845,3.268729729,0.230939051,-2.181296487,2.333333333,0.811640413,6.279566744
Trietazine (Ref: G 27901),Not High,2.292389709,4.1697,8.394999547,0.048351933,0.415931995,-0.464183826,0.391777743,2.207451508,17.39267529,5.799894719,0.415931995,-2.103013192,2.413793103,-0.137291655,6.429879618
Trifloxystrobin (Ref: CGA 279202),Not High,2.375304739,4.5602,7.296887017,0.002489652,0.418036416,-0.373528559,0.452488547,2.42246388,23.12394595,5.146236613,0.373528559,-2.126765021,2.782608696,-0.136551745,6.302950025
Triflumizole (Ref: NF 114 ),Not High,2.235038407,4.2005,6.849107474,0.114112775,0.572596317,-0.405797347,0.863694998,1.949726549,29.22662041,4.867474902,0.405797347,-2.101573267,2.208333333,-0.274190191,6.33797215
Triflumuron (Ref: OMS 2015),Not High,2.427012075,4.1482,6.919433479,0.264766393,0.416414444,-0.36036494,0.551412744,3.699377936,17.06215882,4.862131354,0.36036494,-2.232605674,1.652173913,-0.39259791,5.760238188
Trifluralin (Ref: EL 152),High,2.216894079,1.48412,10.36235669,0.149159326,0.422194769,-0.465385032,0.543643666,2.303675883,33.92038952,8.161917128,0.422194769,-2.149140953,2.393939394,-0.154266584,7.898223713
Triflusulfuron-methyl (Ref: DPX 66037),High,2.344248767,1.4886,8.386444429,0.441667139,0.223223142,-0.339140507,0.490811874,2.715463549,82.42582995,9.267149907,0.223223142,-2.441072982,1.181818182,-0.112869343,6.681593749
Triforine (Ref: AC 902194),Not High,2.20308992,2.33006,4.517072974,0.437358277,0.411838658,-0.410344658,0.742959605,2.950929677,6.093240071,3.321589017,0.410344658,-2.084060856,2.142857143,0.202649769,5.696877576
Trimethacarb (Ref: OMS 597),Not High,2.383482008,1.3198,6.203335507,0.035145056,0.309344467,-0.511130146,0.354400415,2.130846706,17.53579518,4.738086787,0.309344467,-2.206245971,2.222222222,-0.151418704,6.230806404
Trinexapac-ethyl (Ref: CGA 163935),Not High,2.502926371,3.5662,7.798954478,0.211102428,0.137254847,-0.382985063,0.941250569,1.966571138,17.67696,6.994781366,0.137254847,-2.372107042,2.681818182,-0.029763273,6.301154671
Triticonazole (Ref: RPA 400727),High,2.335222476,2.4282,8.594125927,0.47114723,0.451328248,-0.466653358,0.69324223,2.303042516,22.00274495,6.671446811,0.451328248,-2.137432428,2.172413793,-0.144924863,7.897388474
Tritosulfuron,High,2.283399501,3.3366,6.757615699,0.301380206,0.137688823,-0.386252797,0.943451126,2.440645984,23.37399931,6.165802847,0.137688823,-2.274929889,2.45,0.108849397,6.301232083
Uniconazole (Ref: XE 1019),High,2.587624111,1.9882,8.862139064,0.003087312,0.388103191,-0.358224535,0.543858964,3.756993147,35.84841697,8.62895264,0.358224535,-2.127898473,2.375,-0.119315254,8.547557901
Vamidothion (Ref: ENT 26613),High,2.103787614,3.3716,6.159904658,0.255138889,0.281126773,-0.333632005,0.659392549,3.799339328,17.00109666,4.147581669,0.281126773,-2.198927588,2.0,0.222821975,8.130213897
Vernolate (Ref: R-106),Not High,2.326669959,3.4213,5.800184626,0.271365741,0.422243004,-0.428036249,0.782456792,2.482347979,40.88968586,4.820225481,0.422243004,-2.146264406,2.277777778,-0.124868542,6.352640312
Vinclozolin (Ref: BAS 352F),Not High,2.354356628,3.6096,7.367289201,0.064063261,0.343365936,-0.506591773,0.747625815,2.258072468,16.7524893,5.51736961,0.343365936,-2.169198537,2.434782609,-0.116735485,5.847714337
Warfarin,Not High,2.599929679,6.17798,9.54046734,0.113804497,0.311285242,-0.457370815,0.528046798,1.721481495,29.17118507,8.222629525,0.311285242,-2.133296373,2.464285714,-0.149079894,6.55440166
Ziram,Not High,2.256404083,4.00822,7.412839536,0.152747841,0.251670803,-0.33976399,0.825846644,3.046053418,46.49324435,5.843144966,0.251670803,-2.270539793,2.15,-0.121744347,6.361713359
Zoxamide (Ref: RH 7281),Not High,2.271470062,0.78072,9.426236169,0.006234883,0.27695836,-0.395157151,0.807255014,2.233185066,21.33218309,7.869192736,0.27695836,-2.134701732,2.56,0.103223013,7.903966227
Topramezone (Ref: BAS 670 H),High,2.067329603,0.4853,5.224813808,0.589264456,0.432577526,-0.322658339,0.414788386,4.116180067,23.10740969,4.881274239,0.322658339,-2.133985151,2.538461538,0.153123787,7.859741019
Aldicarb sulfoxide,High,2.247165655,3.3162,4.923678944,0.016360072,0.335321879,-0.477637586,0.882468243,2.319653095,5.969305288,3.365468269,0.335321879,-2.066353646,2.470588235,0.069617034,5.87590355
3-phenoxybenzoic acid,Not High,2.329424183,4.3921,6.284695565,0.113168934,0.342368101,-0.477453125,0.663789391,2.390123174,34.85857134,4.761659561,0.342368101,-2.082498957,2.476190476,-0.384741898,6.35063982
4-fluoro-3-phenoxybenzoic acid,High,2.291624208,0.2252,3.785258388,0.076388889,0.230295915,-0.295912198,0.397521817,2.275089056,11.81435946,3.009296726,0.230295915,-2.143466902,2.0,-0.125626154,6.048443319
Bifenox acid,High,2.095478516,1.1451,3.063238999,0.473333333,0.197993191,-0.369370052,0.565899971,2.876510167,16.98174072,2.139192868,0.197993191,-1.806287673,2.9,1.354072192,5.761255574
"1,2,4-triazole (Ref: CGA 71019)",Not High,2.180185796,1.6355,6.586004867,0.236206538,0.267610693,-0.495784074,0.868919193,2.178405458,22.39413505,5.111108443,0.267610693,-2.172846521,2.705882353,-0.112014183,7.89689756
Tetrahydrophthalimide,High,2.238988397,2.54722,6.762260013,0.00919139,0.354828821,-0.481221929,0.899575961,2.556985791,17.57024518,5.085219978,0.354828821,-2.075879984,2.608695652,-0.13647387,6.309978123
1-naphthol,Not High,2.238379982,2.62782,6.465836834,0.084830247,0.354829003,-0.4780736,0.862485386,2.650607626,23.64626529,4.79315583,0.354829003,-2.054061521,2.608695652,-0.130863343,6.317687118
2-aminobenzimidazole,High,2.831383617,5.0192,8.467807581,0.14287037,0.184681051,-0.347373295,0.393597855,2.004706066,92.80751912,9.651995474,0.184681051,-2.35419188,1.842105263,0.19443909,6.656539407
Carboxin sulfoxide,High,2.18539711,2.3351,3.482314543,0.036481481,0.267410321,-0.31043671,0.637805926,3.427973153,34.80281967,2.800683937,0.267410321,-1.926923581,2.3,1.239289477,6.417499533
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,2.307255677,3.8599,10.02717171,0.018478003,0.168002584,-0.511479446,0.376885154,2.836163538,33.89543888,8.179422573,0.168002584,-2.252394083,2.75,-0.116409421,7.850895399
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,2.213626562,2.5756,3.160602425,0.502314815,0.064972247,-0.397521549,0.582518852,3.17167803,28.88926606,2.509470797,0.064972247,-1.944556366,2.333333333,1.681484288,6.357214829
Oxychlordane,Not High,2.34499006,5.34918,8.265300956,0.242957294,0.310755426,-0.424094703,0.350553264,2.521601063,37.82919308,6.227777643,0.310755426,-2.086656992,2.35,-0.134133286,9.108936874
"3,5,6-trichloro-2-pyridinol",High,1.967227659,-1.3818,2.20766619,0.041666667,0.22611028,-0.367590743,0.394014069,3.16567031,17.84501784,1.410006866,0.22611028,-1.930711528,1.111111111,1.092872597,5.327076445
Clethodim sulfoxide,High,2.402302056,1.1154,7.806635355,0.792824074,0.414358721,-0.472814821,0.542402574,2.88e-07,43.35231753,7.186177661,0.414358721,-2.254035479,1.733333333,-0.159278256,9.091826861
"2,4-dichloroaniline",Not High,2.316699173,6.1879,6.660521248,0.208004535,0.114760019,-0.084343739,0.619325925,2.509573119,51.97686409,5.471461463,0.084343739,-2.087069759,1.222222222,1.548093982,6.585453698
Bromoxynil-octanoate,Not High,2.049077301,1.20172,3.672063683,0.162083333,0.272614327,-0.347000538,0.65684688,3.190361291,0.0,2.942332285,0.272614327,-2.029189224,2.636363636,0.758125772,5.01946504
Cyhalofop,Not High,2.318825053,2.3972,3.695914762,0.030740741,0.340571518,-0.505419648,0.742605727,3.428930881,29.17118507,2.87236821,0.340571518,-2.020993228,2.166666667,0.069372518,6.363922953
Melamine (Ref: CGA 235129),High,2.317167959,4.6376,6.835125539,0.404931438,0.34409367,-0.479035413,0.869228609,2.068142491,29.17118507,5.090163682,0.34409367,-2.113743989,2.285714286,-0.143706096,6.350578676
Thiocyclam oxalate (Ref: SAN 1551),High,2.759331638,3.3559,8.95621071,0.004612308,0.399374465,-0.247799967,0.561602756,2.187418774,80.00463992,9.37971247,0.247799967,-2.332268408,1.6,0.207289414,7.814250441
DDE (Ref: HSDB 1625),High,2.142873284,0.076,2.985197466,0.14,0.226139407,-0.480765593,0.654266154,3.017312593,5.948339281,1.810866881,0.226139407,-2.014904713,2.0,0.372897604,5.285927018
DDD (Ref: ENT 4225),High,2.22862044,0.7412,4.318931893,0.311388889,0.322135409,-0.319587815,0.640033414,2.428660429,11.93829424,3.399273694,0.319587815,-2.19993742,2.285714286,-0.123212762,6.066360433
Decamethrinic acid (Ref: AE F108565),High,2.444897435,3.25382,9.532420979,0.031575001,0.458438966,-0.413170214,0.781583796,2.972271723,18.54605747,7.713739991,0.413170214,-2.211437305,2.5,0.265417498,7.839314054
Ethyl 3-hydroxycarbamate,Not High,2.017832288,0.9231,3.301955237,0.181157407,0.279992971,-0.345602943,0.600350962,3.030789901,10.90292493,2.253272803,0.279992971,-1.91543142,2.909090909,1.171331402,5.761133659
Pyrimidinol (Ref: GS-27550),High,2.209197358,1.60882,3.050395839,0.03037037,0.272065128,-0.507947719,0.491999925,3.196069662,5.687386275,2.227899355,0.272065128,-1.953810978,2.636363636,-0.385017402,5.430419056
"3,6-dichlorosalicylic acid (Ref: NOA 414746)",Not High,2.478335461,2.62852,8.88210725,0.559012346,0.379519593,-0.424129948,0.781156573,2.989649487,29.32503236,7.782090108,0.379519593,-2.182733634,2.294117647,0.272898621,8.072832568
Dimethylaminosulfanilide,High,2.369516327,2.1244,6.364236203,0.034639078,0.419485875,-0.480765239,0.911926555,2.66957589,17.79731657,4.298644257,0.419485875,-2.211407304,2.25,-0.136754039,5.960130533
