Unnamed: 0,Environmental fate,qed,fr_quatN,Kappa1,fr_sulfonamd,fr_ether,fr_N_O,fr_morpholine,fr_pyridine,fr_hdrzine,fr_nitro_arom_nonortho,VSA_EState8,fr_priamide,fr_tetrazole,SMR_VSA4,BCUT2D_CHGLO
Naptalam (Ref: ACP 322),High,0.874509182,0,14.13222775,0,0,0,0,0,0,0,2.827746033,0,0,0.0,-2.171976386
Neburon,High,0.674868187,0,20.82733778,1,2,0,0,1,0,0,0.0,0,0,0.0,-2.136950961
Nicosulfuron (Ref: DPX V9360),High,0.927639679,0,14.39039262,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.104615031
Norflurazon (Ref: H 52143),High,0.530702461,0,25.13334404,0,2,0,0,0,0,0,0.0,0,0,0.0,-2.223869188
Novaluron (Ref: GR 572),High,0.80385026,0,14.62951645,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.296979364
Nuarimol (Ref: EL 228),High,0.637110873,0,11.50446016,0,0,0,0,0,0,0,3.132770656,0,0,0.0,-2.002539199
Octhilinone (Ref: RH 893),High,0.630195646,0,13.87185354,0,1,0,0,0,0,0,4.175350765,0,0,0.0,-2.284885238
Ofurace (Ref: AE F057623),High,0.686179492,0,11.97,0,0,0,0,0,0,0,-3.092368827,0,0,0.0,-2.105507262
Omethoate (Ref: ENT 25776),High,0.556270161,0,18.77823927,1,0,0,0,0,0,0,4.395396458,0,0,5.138973738,-2.228939978
Oryzalin (Ref: EL 119),Not High,0.80275865,0,16.4701624,0,1,0,0,0,0,0,5.690841055,0,0,0.0,-2.112644708
Oxadiargyl (Ref: RP 020630 ),Not High,0.835864883,0,16.90278083,0,1,0,0,0,0,0,9.465608256,0,0,0.0,-2.134922759
Oxadiazon (Ref: RP 17623 ),High,0.839960785,0,14.33165875,0,2,0,0,0,1,0,4.32716506,0,0,0.0,-2.313177539
Oxadixyl (Ref: SAN 371F),High,0.293876134,0,12.76,0,0,0,0,0,0,0,0.0,0,0,5.155712727,-2.089621489
Oxamyl (Ref: DPX D1410),High,0.705990716,0,19.70443772,1,2,0,0,0,0,0,3.945902138,0,0,0.0,-2.254337401
Oxasulfuron (Ref: CGA 277476 ),Not High,0.876312409,0,12.63210542,0,1,0,0,0,0,0,1.576289997,0,0,0.0,-2.181230307
Oxycarboxin (Ref: F 461),High,0.641975229,0,13.65,0,0,0,0,0,0,0,-1.111442901,0,0,0.0,-2.109462297
Oxydemeton-methyl (Ref: ENT 24964),High,0.523882483,0,17.86735258,0,2,0,0,0,0,0,1.856463393,0,0,0.0,-2.11791301
Oxyfluorfen (Ref: RH 2915),High,0.942097829,0,15.00755341,0,0,0,0,0,0,0,6.051954523,0,0,5.414990469,-2.326401441
Paclobutrazol (Ref: PP 333),Not High,0.587040271,0,8.878890836,0,0,0,0,2,0,0,0.0,0,0,14.09534397,-1.970860967
Paraquat (Ref: PP 148),High,0.435980905,0,15.04885815,0,0,0,0,0,0,1,1.523732249,0,0,0.0,-2.203019228
Parathion-ethyl (Ref: OMS 19),Not High,0.461463132,0,13.05671114,0,0,0,0,0,0,1,-2.778400337,0,0,0.0,-2.172703392
Parathion-methyl (Ref: OMS 213),Not High,0.659392549,0,12.82,0,0,0,0,0,0,0,8.05384086,0,0,0.0,-2.190095615
Pebulate (Ref: R 2061),Not High,0.824641989,0,13.37350248,0,0,0,0,0,0,0,2.951740188,0,0,0.0,-2.176020833
Penconazole (Ref: CGA 71818),High,0.809306796,0,15.87901701,0,0,0,0,0,0,0,0.611609584,0,0,0.0,-2.290485846
Pencycuron (Ref: NTN 19701),Not High,0.632478744,0,15.87611672,0,0,0,0,0,0,0,7.102449452,0,0,0.0,-2.171567105
Pendimethalin (Ref: AC 92553),High,0.486324408,0,23.23768686,1,3,0,0,0,0,0,-1.322904626,0,0,0.0,-2.169605002
Penoxsulam (Ref: XDE 638),High,0.534640124,0,10.55019246,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.058271902
Pentachlorophenol,High,0.844844953,0,13.04675567,0,0,0,0,0,0,0,5.953173081,0,0,5.917906046,-2.112520924
Pentanochlor (Ref: FMC 4512),High,0.557317751,0,18.81019555,0,2,0,0,0,0,0,4.207054531,0,0,17.25080256,-2.087689538
Permethrin (Ref: OMS 1821),High,0.903915481,0,15.37038037,0,2,0,0,0,0,0,1.929035576,0,0,0.0,-2.085989848
Phenmedipham (Ref: SN 38584),Not High,0.490610284,0,18.24735681,0,2,0,0,0,0,0,8.636616919,0,0,17.25080256,-2.087744686
Phenothrin (Ref: OMS 1809),Not High,0.565452212,0,16.66373455,0,1,0,0,0,0,0,2.096146463,0,0,0.0,-2.220982562
Phenthoate (Ref: OMS 1075),Not High,0.37479709,0,14.27,0,0,0,0,0,0,0,7.318856293,0,0,0.0,-2.188236582
Phorate (Ref: ENT 24042),High,0.682262114,0,17.06016904,0,0,0,0,0,0,0,4.672554495,0,0,0.0,-2.192790433
Phosalone (Ref: ENT 27163),Not High,0.614194703,0,14.68417693,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.195412829
Phosmet (Ref: OMS 232),Not High,0.410708133,0,17.45,0,0,0,0,0,0,0,6.123458916,0,0,0.0,-2.198483701
Aluminium phosphide,Not High,0.439120925,0,15.80633803,0,0,0,0,0,0,0,1.384642897,0,0,5.155712727,-2.165407141
Phoxim (Ref: OMS 1170),Not High,0.739876893,0,10.37136697,0,0,0,0,1,0,0,0.0,0,0,0.0,-2.044339188
Picloram (Ref: X 159868),High,0.630200014,0,18.37344508,0,1,0,0,1,0,0,0.0,0,0,0.0,-2.100317749
Picolinafen (Ref: BAS 700H),Not High,0.441116613,0,19.29678868,0,3,0,0,1,0,0,-0.09470994,0,0,0.0,-2.128498614
Picoxystrobin (Ref: ZA 1963),Not High,0.733877144,0,21.37081462,0,2,0,0,0,0,0,13.54135586,0,0,5.414990469,-2.194410257
Pinoxaden (Ref: NOA 407855),Not High,0.513060444,0,19.03043138,0,5,0,0,0,0,0,8.470298021,0,0,0.0,-2.112995965
Piperonyl butoxide (Ref: ENT 14250),Not High,0.77499307,0,13.2160066,0,1,0,0,0,0,0,3.684579554,0,0,0.0,-2.157087732
Pirimicarb (Ref: OMS 1330),Not High,0.642595091,0,18.29938272,0,0,0,0,0,0,0,9.43533221,0,0,0.0,-2.224639386
Pirimiphos-ethyl (Ref: PP211),Not High,0.717372195,0,16.30479452,0,0,0,0,0,0,0,4.849414473,0,0,0.0,-2.211555202
Pirimiphos-methyl (Ref: OMS 1424),Not High,0.512485581,0,17.99015045,0,1,0,0,0,0,0,8.097099264,0,0,0.0,-2.266865643
Pretilachlor (Ref: CGA 26423),Not High,0.50681033,0,22.59756988,1,2,0,0,0,0,0,-6.816898817,0,0,0.0,-2.114343635
Primisulfuron,High,0.739828015,0,17.91660051,0,1,0,0,0,0,0,3.283810266,0,0,0.0,-2.220590621
Prochloraz (Ref: BTS 40542),High,0.74203098,0,11.99858661,0,0,0,0,0,0,0,3.665451625,0,0,10.82998094,-2.187490967
Procymidone (Ref: S 7131),High,0.568437115,0,16.38455537,0,0,0,0,0,0,0,0.945799279,0,0,0.0,-2.177149091
Prohexadione-calcium (Ref: BAS 125W),Not High,0.809393513,0,11.56412898,0,1,0,0,0,0,0,6.207818878,0,0,0.0,-2.097476887
Promecarb (Ref: SN 34615),Not High,0.791284287,0,12.47939625,0,1,0,0,0,0,0,8.078620559,0,0,0.0,-2.12069437
Prometon (Ref: G 31435),High,0.770835866,0,13.02684492,0,0,0,0,0,0,0,8.214674981,0,0,0.0,-2.120915559
Prometryn (Ref: C 34161),High,0.704408008,0,11.0570416,0,0,0,0,0,0,0,3.939382716,0,0,0.0,-2.254748314
Propachlor (Ref: CP 31393),Not High,0.695646581,0,15.96909819,0,1,0,0,0,0,0,4.132561728,0,0,0.0,-2.092500078
Propamocarb hydrochloride (Ref: SN 66752),Not High,0.809671654,0,10.35149959,0,0,0,0,0,0,0,1.784582214,0,0,0.0,-2.035124877
Propanil (Ref: FW 734),Not High,0.202826706,0,22.29868954,0,3,0,0,0,0,0,5.501973723,0,0,5.155712727,-2.138952888
Propaquizafop (Ref: CGA 233380),Not High,0.729617468,0,18.98111488,0,1,0,0,0,0,0,6.511181321,0,0,0.0,-2.304774957
Propargite (Ref: ENT 27226),Not High,0.828698519,0,11.97194245,0,0,0,0,0,0,0,8.028733938,0,0,0.0,-2.111410495
Propazine (Ref: G 30028),High,0.334424052,0,16.58,0,1,0,0,0,0,0,5.186206827,0,0,0.0,-2.208021231
Propetamphos (Ref: OMS 1502),Not High,0.757448906,0,9.577032202,0,1,0,0,0,0,0,3.620185185,0,0,0.0,-2.082774286
Propham,Not High,0.832200448,0,15.74419066,0,2,0,0,0,0,0,3.03383845,0,0,0.0,-2.289328822
Propineb (Ref: BAY 46131),Not High,0.829641835,0,11.36524454,0,2,0,0,0,0,0,3.826730442,0,0,0.0,-2.128487603
Propoxycarbazone-sodium (Ref: MKH 6561),High,0.757631275,0,14.30229475,0,1,0,0,0,0,0,5.276772264,0,0,0.0,-2.124478432
Proquinazid (Ref: DPX KQ926),Not High,0.809001628,0,12.89743088,0,0,0,0,0,0,0,3.466377551,0,0,0.0,-2.191379346
Propyzamide (Ref: RH 315),High,0.756281332,0,14.10234414,0,0,0,0,0,0,0,5.956875787,0,0,0.0,-2.201379483
Prosulfocarb (Ref: SC 0574),Not High,0.735666925,0,21.34132067,1,1,0,0,0,0,0,1.500916581,0,0,0.0,-2.126231873
Prosulfuron (Ref: CGA 152005),High,0.646146236,0,15.03257942,0,0,0,0,0,0,0,0.26444098,0,0,0.0,-2.331395448
Prothioconazole (Ref: JAU 6476 ),Not High,0.583284112,0,16.61387931,0,0,0,0,0,0,0,4.521302582,0,0,0.0,-2.214948588
Prothiofos (Ref: OMS 2006),High,0.694481609,0,16.39,0,0,0,0,0,0,0,8.600472936,0,0,0.0,-2.194240894
Prothoate (Ref: EI 18682),Not High,0.744752145,0,10.2836448,0,0,0,0,1,0,0,2.230781919,0,0,10.20281505,-2.195610448
Pymetrozine (Ref: CGA 215944),Not High,0.606003266,0,17.41442776,0,0,0,0,0,0,0,0.938092049,0,0,0.0,-2.15479409
Pyraclofos (Ref: OMS 3040),High,0.591733266,0,18.75193656,0,2,1,0,0,0,0,0.199066253,0,0,0.0,-2.20327811
Pyraclostrobin (Ref: BAS 500F),Not High,0.640776008,0,20.18520562,0,3,0,0,0,0,0,-1.784674028,0,0,7.047671983,-2.097665716
Pyraflufen-ethyl (Ref: ET 751),Not High,0.515869897,0,18.79373815,0,1,0,0,0,0,0,5.203897888,0,0,0.0,-2.186245552
Pyrazophos (Ref: HOE 2873),Not High,0.567826707,0,19.14047426,0,1,0,0,0,0,0,1.486657017,0,0,7.047671983,-2.092423797
Pyrazoxyfen (Ref: SL 49),Not High,0.698158456,0,19.06988661,0,0,0,0,0,0,0,12.3980329,0,0,0.0,-2.20772769
Pyridaben (Ref: BAS 300l),Not High,0.722391565,0,16.83393542,0,0,0,0,0,0,0,1.4435495,0,0,0.0,-2.200228206
Pyridafenthion (Ref: ENT 23968)),Not High,0.373442878,0,19.73102141,0,1,0,0,0,0,0,2.204142325,0,0,0.0,-2.085139266
Pyridate (Ref: CL 11344),Not High,0.631299207,0,13.84252143,0,0,0,0,1,0,0,0.0,0,0,5.155712727,-2.079800028
Pyrifenox (Ref: CGA 179945),Not High,0.807726439,0,9.647256174,0,0,0,0,0,0,0,3.926296296,0,0,0.0,-2.052397671
Pyrimethanil (Ref: SN 100309),Not High,0.631127542,0,15.86938455,0,3,0,0,1,0,0,2.385939181,0,0,0.0,-2.146668616
Pyriproxyfen (Ref: S 9318),Not High,0.762651885,0,14.34144718,0,0,0,0,0,0,0,1.754825825,0,0,0.0,-2.196200402
Quinalphos (Ref: ENT 27397),Not High,0.834437147,0,10.20639785,0,0,0,0,1,0,0,0.0,0,0,0.0,-2.032664153
Quinclorac (Ref: BAS 514H),High,0.805678337,0,9.926624683,0,0,0,0,1,0,0,1.90425359,0,0,0.0,-2.038346596
Quinmerac (Ref: BAS 518H),Not High,0.701039973,0,8.965150829,0,0,0,0,0,0,0,0.0,0,0,5.733667477,-2.134234788
Quinoclamine,Not High,0.625742028,0,13.15737812,0,1,0,0,1,0,0,0.0,0,0,0.0,-2.096371231
Quinoxyfen (Ref: DE 795),High,0.321157481,0,12.14107321,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.045628718
Quintozene,High,0.596876213,0,17.94684207,0,3,0,0,0,0,0,3.707013062,0,0,0.0,-2.132546786
Quizalofop-ethyl (Ref: DPX Y6202),High,0.596876213,0,17.94684207,0,3,0,0,0,0,0,3.707013062,0,0,0.0,-2.132546786
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,0.509884747,0,20.37592411,0,4,0,0,0,0,0,2.638208151,0,0,0.0,-2.157307016
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,0.539835014,0,17.53037839,0,1,0,0,0,0,0,8.648814271,0,0,17.25080256,-2.034756126
Resmethrin (Ref: OMS 1206),Not High,0.617510728,0,21.30177515,1,2,0,0,1,0,0,1.353555794,0,0,0.0,-2.109902831
Rimsulfuron (Ref: DPX E9636),High,0.397764362,0,19.23719207,0,0,1,0,0,0,0,8.70186555,0,0,5.917906046,-2.257116856
Sethoxydim (Ref: BAS 9052H),Not High,0.805940588,0,11.96043231,0,0,0,0,0,0,0,2.214904573,0,0,5.917906046,-2.289718589
Siduron,Not High,0.659474638,0,14.18889138,0,0,0,0,0,0,0,15.11822771,0,0,0.0,-2.162996018
Silthiofam (Ref: MON 65500),High,0.771063921,0,9.984033613,0,0,0,0,0,0,0,5.437545981,0,0,0.0,-2.041645234
Simazine (Ref: G 27692),Not High,0.683814597,0,17.62719009,0,2,0,0,0,0,0,2.536580199,0,0,0.0,-2.138131435
Sodium chloride,High,0.575375316,0,20.22035583,0,2,0,0,0,0,0,5.588602834,0,0,5.414990469,-2.340979025
Spirodiclofen (Ref: BAJ 2740),Not High,0.688717041,0,19.65579387,0,2,0,0,0,0,0,12.01382877,0,0,5.414990469,-2.257061893
Spiromesifen (Ref: BSN 2060),Not High,0.763405553,0,17.23727535,0,2,0,0,0,0,0,15.61830345,0,0,11.33289652,-2.407393244
Spiroxamine (Ref: KWG 4168),High,0.624236217,0,15.85126976,0,0,0,0,0,0,0,0.0,0,0,5.917906046,-2.183450167
Sulcotrione (Ref: SC 0051),High,0.873322502,0,17.69993419,1,0,0,0,0,0,0,-1.84746219,0,0,0.0,-2.099828671
Sulfentrazone (Ref: FMC 97285),High,0.434587845,0,29.72,1,0,0,0,0,0,0,-0.811063939,0,0,0.0,-2.420175341
Sulfluramid (Ref: GX 071),Not High,0.493625201,0,22.23027274,1,2,0,0,1,0,0,1.350592831,0,0,0.0,-2.101103279
Sulfosulfuron (Ref: MON 37500),High,0.569454738,0,18.1,0,0,0,0,0,0,0,3.086501323,0,0,0.0,-2.267483392
Sulfotep (Ref: ENT 16273),Not High,0.356419788,0,1.35,0,0,0,0,0,0,0,0.0,0,0,0.0,-0.196935358
Sulphur (Ref: SAN 7116),Not High,0.482583072,0,16.38455537,0,0,0,0,0,0,0,4.677092562,0,0,0.0,-2.209353633
Sulprofos (Ref: NTN 9306),High,0.324919897,0,25.91439818,0,2,0,0,0,0,0,3.457575129,0,0,5.917906046,-2.239967762
TCA-sodium,High,0.921413387,0,15.98874427,0,0,0,0,0,0,0,6.576845142,0,0,5.414990469,-2.400418346
Tebuconazole (Ref: HWG 1608),Not High,0.829715052,0,19.70140817,0,0,0,0,0,1,0,11.67372534,0,0,0.0,-2.352913995
Tebufenozide (Ref: RH 5992 2F ),Not High,0.923000468,0,17.54239922,0,0,0,0,0,0,0,8.96964053,0,0,7.047671983,-2.187561146
Tebufenpyrad (Ref: AC 801757),Not High,0.782509442,0,13.75373486,0,0,0,0,0,0,0,10.71715278,0,0,5.414990469,-2.324379473
Tebutam (Ref: GPC-5544),High,0.79413349,0,11.90230658,0,0,0,0,0,0,0,6.199956774,0,0,0.0,-2.133730995
Tebuthiuron (Ref: EL 103),High,0.431332471,0,10.85824726,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.010777619
Tecnazene,Not High,0.456991817,0,18.02495737,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.100965573
Teflubenzuron (Ref: CME 13406),Not High,0.363804694,0,21.52918044,0,1,0,0,0,0,0,2.681872668,0,0,17.25080256,-2.10496069
Tefluthrin (Ref: R 151993),Not High,0.414744654,0,22.81531435,0,0,0,0,0,0,0,-5.453591908,0,0,0.0,-2.181629371
Temephos (Ref: OMS 786),Not High,0.348125453,0,18.17274165,0,1,1,0,0,0,0,3.625438674,0,0,11.83581209,-2.324576178
Tepraloxydim (Ref: BAS 620H),High,0.709899628,0,11.047101,0,0,0,0,0,0,0,6.914722222,0,0,0.0,-2.205983381
Terbacil (Ref: DPX D732),High,0.505229026,0,16.27,0,0,0,0,0,0,0,11.76312508,0,0,0.0,-2.222202084
Terbufos (Ref: AC 92100),Not High,0.809174953,0,12.47939625,0,1,0,0,0,0,0,8.845052083,0,0,0.0,-2.20201148
Terbumeton (Ref: GS 14259),High,0.831939033,0,11.97194245,0,0,0,0,0,0,0,8.788394235,0,0,0.0,-2.199789116
Terbuthylazine,Not High,0.788246002,0,13.02684492,0,0,0,0,0,0,0,9.027402801,0,0,0.0,-2.202933623
Terbutryn (Ref: GS 14260),Not High,0.386625451,0,17.12243838,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.169119811
Tetrachlorvinphos (Ref: SD 8447),Not High,0.68289551,0,17.96585169,0,1,0,0,0,0,0,-0.611882086,0,0,0.0,-2.221680285
Tetraconazole (Ref: M 14360),High,0.699225638,0,14.9487415,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.079597135
Tetradifon (Ref: ENT 23737),High,0.451244989,0,16.93071407,0,1,0,0,0,0,0,7.825025707,0,0,17.25080256,-2.149386641
Tetramethrin (Ref: ENT 27339),Not High,0.657282831,0,7.698702288,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.84479755
Thiabendazole (Ref: MK 360),High,0.597686997,0,11.24181154,0,0,0,0,1,0,0,1.63044509,0,0,4.992404733,-2.158843965
Thiacloprid (Ref: YRC 2894),Not High,0.61058775,0,12.99285355,0,1,0,0,0,0,0,0.931103535,0,0,5.101407526,-2.336994583
Thiamethoxam (Ref: CGA 293343),High,0.805245873,0,11.69342144,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.106274527
Thiazafluron,High,0.542637359,0,20.6000765,0,1,0,0,1,0,0,3.733062642,0,0,10.91031078,-2.21827362
Thiazopyr (Ref: MON 13200),High,0.81470728,0,9.59913185,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.036098138
Thidiazuron (Ref: SN 49537),Not High,0.700937448,0,18.53739596,1,2,0,0,0,0,0,1.539704334,0,0,0.0,-2.08369535
Thifensulfuron-methyl (Ref: DPX M6316),High,0.811594811,0,13.39523157,0,0,0,0,0,0,0,5.51428875,0,0,0.0,-2.17016444
Thiobencarb (Ref: IMC 3950),Not High,0.252088804,0,19.93,0,0,0,0,0,0,0,3.417976635,0,0,10.31142545,-2.186245291
Thiodicarb (Ref: OMS 3026),Not High,0.448198025,0,13.29,0,0,0,0,0,0,0,6.110904195,0,0,10.5707032,-2.190260972
Thiofanox (Ref: DS 15647),High,0.506069717,0,13.27,0,0,0,0,0,0,0,2.150857899,0,0,0.0,-2.153436748
Thiometon (Ref: SAN 230),Not High,0.603731658,0,17.59117707,0,2,0,0,0,0,0,0.0,0,0,0.0,-2.146058786
Thiophanate-methyl (Ref: NF 44),Not High,0.370873527,0,3.69,0,0,0,0,0,0,0,0.0,0,0,11.46733495,-1.678523153
Thiourea,High,0.468860771,0,12.48,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.146261802
Thiram (Ref: ENT 987),Not High,0.734888685,0,16.09543237,0,0,0,0,0,0,0,8.532393235,0,0,0.0,-2.330931312
Tiocarbazil (Ref: M 3432),Not High,0.779098827,0,14.23184292,0,0,0,0,0,0,0,-0.928364198,0,0,0.0,-2.194462799
Tolclofos-methyl (Ref: S 3349 ),Not High,0.606096394,0,16.8432198,0,0,0,0,0,0,0,1.851445346,0,0,0.0,-2.272331072
Tolylfluanid (Ref: BAY 49854),Not High,0.506582832,0,18.39939894,0,0,1,0,0,0,0,10.42608008,0,0,0.0,-2.267329761
Tralkoxydim (Ref: PP 604),Not High,0.237740757,0,23.77622088,0,2,0,0,0,0,0,4.040270707,0,0,17.25080256,-2.205633851
Tralomethrin (Ref: OMS 3048),Not High,0.868848083,0,14.52746836,0,1,0,0,0,0,0,5.513343411,0,0,5.414990469,-2.246261883
Triadimefon,Not High,0.941954753,0,14.81154151,0,1,0,0,0,0,0,5.811954523,0,0,5.414990469,-2.323377768
Triadimenol (Ref: BAY KWG 0519),Not High,0.740153363,0,16.43,0,0,0,0,0,0,0,7.906483861,0,0,0.0,-2.296729816
Tri-allate (Ref: CP 23426),High,0.663431933,0,19.66192529,1,2,0,0,0,0,0,1.679263942,0,0,0.0,-2.119973889
Triasulfuron (Ref: CGA 131036 ),High,0.62235489,0,17.4814668,0,1,0,0,0,0,0,7.972329328,0,0,0.0,-2.125352353
Triazamate (Ref: RH 7988),Not High,0.732560643,0,15.12519833,0,0,0,0,0,0,0,1.667794954,0,0,0.0,-2.18011247
Triazophos (Ref: HOE 002960 ),Not High,0.476944949,0,9.976892989,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.02001699
Triazoxide (Ref: SAS 9244),High,0.71672906,0,20.03707879,1,2,0,0,0,0,0,1.558326924,0,0,0.0,-2.169740867
Tribenuron-methyl (Ref: DPX L5300),High,0.294337134,0,18.28,0,0,0,0,0,0,0,6.583151455,0,0,0.0,-2.154218404
Tribufos,Not High,0.621638147,0,12.98,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.240839173
Trichlorfon (Ref: OMS 800),High,0.531352797,0,15.55714286,0,0,0,0,0,0,0,1.957209467,0,0,0.0,-2.214032252
Trichloronate (Ref: BAY 37289),High,0.844246398,0,11.36524454,0,1,0,0,1,0,0,-0.53702255,0,0,0.0,-2.04632122
Triclopyr,High,0.542642233,0,7.02878655,0,0,0,0,0,0,0,2.105648148,0,0,0.0,-1.93710168
Tricyclazole (Ref: EL 291),High,0.446739937,0,18.96780115,0,1,0,1,0,0,0,10.21213065,0,0,0.0,-2.348133094
Tridemorph (Ref: BAS 2205-F),Not High,0.552924709,0,13.07090267,0,1,0,0,0,0,0,0.511489198,0,0,0.0,-2.178933247
Tridiphane,Not High,0.834686142,0,11.97194245,0,0,0,0,0,0,0,8.541523054,0,0,0.0,-2.181296487
Trietazine (Ref: G 27901),Not High,0.391777743,0,21.93466403,0,1,0,0,0,0,0,1.485967511,0,0,10.31142545,-2.103013192
Trifloxystrobin (Ref: CGA 279202),Not High,0.452488547,0,17.49317667,0,1,0,0,0,0,0,2.499574204,0,0,4.992404733,-2.126765021
Triflumizole (Ref: NF 114 ),Not High,0.863694998,0,17.61131651,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.101573267
Triflumuron (Ref: OMS 2015),Not High,0.551412744,0,18.65852014,0,0,0,0,0,0,0,4.066060563,0,0,0.0,-2.232605674
Trifluralin (Ref: EL 152),High,0.543643666,0,25.5695853,1,2,0,0,0,0,0,-0.299606071,0,0,0.0,-2.149140953
Triflusulfuron-methyl (Ref: DPX 66037),High,0.490811874,0,20.64424779,0,0,0,0,0,0,0,1.766668556,0,0,0.0,-2.441072982
Triforine (Ref: AC 902194),Not High,0.742959605,0,10.57006405,0,1,0,0,0,0,0,6.048042092,0,0,0.0,-2.084060856
Trimethacarb (Ref: OMS 597),Not High,0.354400415,0,12.79780706,0,1,0,0,0,0,0,1.905116866,0,0,11.83581209,-2.206245971
Trinexapac-ethyl (Ref: CGA 163935),Not High,0.941250569,0,15.2535629,0,0,0,0,0,0,0,4.623693634,0,0,5.414990469,-2.372107042
Triticonazole (Ref: RPA 400727),High,0.69324223,0,22.12261696,1,1,0,0,0,0,0,0.0,0,0,0.0,-2.137432428
Tritosulfuron,High,0.943451126,0,14.75275357,0,0,0,0,0,0,0,5.929454523,0,0,5.414990469,-2.274929889
Uniconazole (Ref: XE 1019),High,0.543858964,0,16.32,0,0,0,0,0,0,0,-1.135221158,0,0,0.0,-2.127898473
Vamidothion (Ref: ENT 26613),High,0.659392549,0,12.82,0,0,0,0,0,0,0,8.136797052,0,0,0.0,-2.198927588
Vernolate (Ref: R-106),Not High,0.782456792,0,12.92457477,0,1,0,0,0,0,0,4.950351124,0,0,0.0,-2.146264406
Vinclozolin (Ref: BAS 352F),Not High,0.747625815,0,15.03257942,0,0,0,0,0,0,0,1.467910525,0,0,0.0,-2.169198537
Warfarin,Not High,0.528046798,0,20.25931433,0,2,0,0,0,0,0,3.874036139,0,0,17.25080256,-2.133296373
Ziram,Not High,0.825846644,0,17.28200208,0,0,0,0,0,0,0,5.21466073,0,0,0.0,-2.270539793
Zoxamide (Ref: RH 7281),Not High,0.807255014,0,17.1530538,0,0,0,0,0,0,0,2.00369032,0,0,12.20338471,-2.134701732
Topramezone (Ref: BAS 670 H),High,0.414788386,0,12.09,0,0,0,0,0,0,0,3.471868229,0,0,5.155712727,-2.133985151
Aldicarb sulfoxide,High,0.882468243,0,11.13515636,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.066353646
3-phenoxybenzoic acid,Not High,0.663789391,0,15.08598025,0,1,0,0,0,0,0,0.0,0,0,0.0,-2.082498957
4-fluoro-3-phenoxybenzoic acid,High,0.397521817,0,6.581503028,0,0,0,0,0,0,0,0.0,0,0,11.83581209,-2.143466902
Bifenox acid,High,0.565899971,0,5.288577839,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.806287673
"1,2,4-triazole (Ref: CGA 71019)",Not High,0.868919193,0,11.85349205,0,1,0,0,0,0,0,2.066992158,0,0,0.0,-2.172846521
Tetrahydrophthalimide,High,0.899575961,0,17.07000705,0,0,0,0,0,0,0,-1.929125255,0,0,0.0,-2.075879984
1-naphthol,Not High,0.862485386,0,16.81426666,0,0,0,0,0,0,0,-1.957095934,0,0,0.0,-2.054061521
2-aminobenzimidazole,High,0.393597855,0,14.60208432,0,1,0,0,0,0,0,0.0,0,0,11.83581209,-2.35419188
Carboxin sulfoxide,High,0.637805926,0,7.921832994,0,0,0,0,1,0,0,0.0,0,0,0.0,-1.926923581
"3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)propanoic acid",Not High,0.376885154,0,20.90374453,0,0,0,0,0,0,0,5.873961708,0,0,11.07361877,-2.252394083
"(2E)-3-(2-chloro-5-(4-(difluoromethyl)-3-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazol-1-yl)-4-fluorophenyl)acrylic acid",Not High,0.582518852,0,6.71627907,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.944556366
Oxychlordane,Not High,0.350553264,0,17.1922466,0,1,0,0,0,0,0,2.160929843,0,0,0.0,-2.086656992
"3,5,6-trichloro-2-pyridinol",High,0.394014069,0,5.544952767,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.930711528
Clethodim sulfoxide,High,0.542402574,0,14.95,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.254035479
"2,4-dichloroaniline",Not High,0.619325925,0,13.76431284,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.087069759
Bromoxynil-octanoate,Not High,0.65684688,0,7.981214575,0,0,0,0,0,0,0,5.851574074,0,0,0.0,-2.029189224
Cyhalofop,Not High,0.742605727,0,9.160334237,0,0,0,0,0,0,0,0.0,0,0,0.0,-2.020993228
