Unnamed: 0,Environmental fate,VSA_EState10,MolLogP,Kappa2,Chi3n,fr_NH0,HallKierAlpha,SMR_VSA10,TPSA,fr_amide,fr_NH2,SMR_VSA7,SlogP_VSA11,Chi4v,FpDensityMorgan2,SlogP_VSA10
Gamma-cyhalothrin (Ref: DE 225),Not High,35.28703704,3.6444,4.506208943,1.825252513,0,1.74,69.60563934,0.0,0,0,0.0,0.0,3.381373049,0.416666667,0.0
Lindane (Ref: OMS 17),High,0.0,1.0271,4.014630471,8.121037466,0,-1.66,11.93861058,104.06,0,0,24.30408043,0.0,7.13206131,2.16,0.0
Gibberellic acid,High,0.0,-1.2699,5.265227561,1.157747,0,-0.42,13.33813282,139.95,0,1,0.0,0.0,1.253724394,2.166666667,0.0
Glufosinate-ammonium (Ref: HOE 039866),Not High,0.0,-1.2042,3.67627999,0.594000203,0,-0.42,13.56506761,106.86,0,0,0.0,0.0,0.711568473,2.0,0.0
Glyphosate (Ref: MON 0573),Not High,0.0,1.804,18.83318244,4.112089717,2,-1.5,11.91910914,140.83,0,4,0.0,0.0,2.679133133,0.8,0.0
Guazatine (Ref: EM 379),Not High,5.828931682,3.9257,6.835918387,3.214409541,1,-2.33,23.41529935,49.41,2,0,70.74683991,0.0,2.126289191,1.47826087,0.0
Halofenozide (Ref: RH 0345),High,5.742843083,4.398,6.95871361,2.833635711,1,-2.48,17.57024518,68.65,0,0,47.11476372,17.379012,1.812828216,1.833333333,13.17124514
Haloxyfop-P (Ref: DE 535 acid),High,44.4523534,5.2415,3.580606755,3.896353402,0,1.51,81.20657923,0.0,0,0,22.21661292,0.0,6.596538332,1.411764706,0.0
Heptachlor (Ref: ENT 15152),High,6.007201751,3.0602,3.945471991,2.689107171,0,-0.28,19.42363701,44.76,0,0,22.94349144,0.0,3.039852063,2.133333333,0.0
Heptenophos (Ref: OMS 1845),Not High,34.01259259,5.607,3.996461393,1.156232424,0,0.96,69.60563934,0.0,0,0,30.13579988,0.0,2.002205779,0.416666667,0.0
Hexachlorobenzene (Ref: ENT 1719),High,12.16376336,3.6629,6.567771483,3.266542439,3,-1.1,23.20187978,50.94,0,0,46.46245947,0.0,2.801751012,2.15,0.0
Hexaconazole (Ref: PP 523),High,11.29311117,5.4702,8.78429301,3.165220884,0,-2.66,40.8275603,67.43,3,0,57.57499514,5.749511833,2.517092075,1.551724138,36.82441374
Hexaflumuron (Ref: XRD 473),High,0.0,0.5132,4.955885572,3.53458443,4,-1.59,5.948339281,60.13,0,0,20.96856116,0.0,2.594989962,1.777777778,5.948339281
Hexazinone (Ref: DPX A3674),High,7.136858775,4.9807,7.137733273,4.620002316,1,-1.2,34.63315107,49.41,3,0,34.85155308,0.0,4.641331433,1.869565217,9.589074368
Hexythiazox (Ref: NA 73),Not High,0.0,6.3818,10.36979339,5.059600871,2,-3.56,23.82327979,48.78,0,0,82.93678273,0.0,2.979987387,1.314285714,26.34249029
Hydramethylnon (Ref: BAS 315l),Not High,0.0,0.27632,1.255629293,0.646968387,0,-0.99,0.0,46.0,0,0,22.18041857,0.0,0.374328892,2.571428571,0.0
Hymexazol (Ref: F 319),High,0.0,2.1584,6.735440748,3.200885844,1,-0.77,6.093240071,49.77,1,0,0.0,0.0,2.01321126,2.3125,4.794537184
Icaridin (Ref: KBR 3023),Not High,12.14028011,4.1338,6.754346389,2.660471007,2,-1.29,23.20187978,27.05,0,0,65.18378233,0.0,2.3040452,2.263157895,0.0
Imazalil (Ref: R 023979),Not High,0.0,4.14544,12.26162691,7.990833621,2,-4.34,35.42420961,135.52,2,0,69.77891136,0.0,4.413192839,1.119047619,0.0
Imazamethabenz-methyl (Ref: AC 222293),High,0.0,1.2173,5.84207223,3.869957611,2,-2.28,17.7121048,100.88,1,0,29.08404162,0.0,2.153847101,2.181818182,0.0
Imazamox (Ref: BAS 720H),High,0.0,1.0709,4.455433896,3.422341596,2,-2.24,17.7121048,91.65,1,0,29.5869572,0.0,1.815074695,2.157894737,0.0
Imazapyr,Not High,0.0,2.2241,5.154457181,4.338597672,2,-2.76,28.61502974,91.65,1,0,41.58921483,0.0,2.507968557,2.0,0.0
Imazaquin (Ref: BAS 725H),High,0.0,1.6333,5.272521117,3.967201667,2,-2.24,17.7121048,91.65,1,0,29.08404162,0.0,2.101595134,2.142857143,0.0
Imazethapyr (Ref: AC 252925),High,5.934376633,1.3053,7.245996884,3.250708007,4,-3.12,39.25086206,136.81,2,0,35.61542166,11.75997667,3.706321096,1.814814815,10.74287647
Imazosulfuron (Ref: TH 913),High,5.675725903,0.6879,4.96083648,2.284387363,4,-1.89,17.56049446,83.66,0,0,39.16045729,0.0,1.656321451,2.411764706,0.0
Imidacloprid (Ref: BAY NTN 33893),High,0.0,5.7605,7.36490746,4.935957978,0,-2.55,5.969305288,35.53,0,0,71.80987974,11.49902367,3.36566068,1.730769231,0.0
Sumithrin ,Not High,6.074748422,4.0933,9.315616649,5.411187803,3,-3.84,41.09367104,106.97,3,0,58.61410578,5.749511833,4.066834515,1.805555556,28.44770579
Indoxacarb (Ref: DPX KN128),Not High,19.07900808,4.4941,6.17979202,1.632175059,0,0.9,64.31821373,27.69,0,0,25.74818304,5.749511833,2.835677529,1.75,0.0
Iodosulfuron-methyl-sodium (Ref: AE F115008),High,3.986051852,2.47308,3.579616026,1.145993747,1,-0.03,45.18174125,44.02,0,0,24.83655017,5.749511833,2.398177289,1.727272727,0.0
Ioxynil (Ref: ACP 63-303),Not High,11.73030915,2.88,5.90976533,2.727784856,2,-1.79,46.85867481,69.72,5,0,28.24436783,0.0,2.421859217,1.761904762,15.27646064
Iprodione (Ref: ROP 500F),Not High,0.0,3.33142,8.55539544,3.501344844,0,-2.04,12.0004198,67.43,2,0,35.39237126,0.0,2.151656001,1.52173913,4.794537184
Iprovalicarb (Ref: SZX 0722),Not High,11.14145553,3.1887,6.818990635,1.827249022,3,-0.2,30.12640321,58.4,0,0,5.28358632,6.01046484,3.386805856,1.888888889,0.0
Isazofos (Ref: CGA 12223),Not High,5.496674278,3.8896,8.629497383,2.383613367,0,-0.94,24.41855992,56.79,0,0,29.82891977,5.749511833,4.458136167,1.909090909,0.0
Isofenphos (Ref: BAY SRA 12869),Not High,0.0,4.2528,7.721839441,3.455346045,3,-2.18,17.06215882,89.52,0,0,37.92482217,0.0,2.436259069,1.409090909,17.06215882
Isopropalin (Ref: EL-179),High,3.004455782,2.5812,7.088225977,1.847499308,0,-0.62,35.46238047,52.6,0,0,9.810273028,0.0,3.743535733,1.333333333,0.0
Isoprothiolane (Ref: SS 11946),High,0.0,2.9035,4.823126731,2.234801556,1,-1.51,11.71850079,32.34,2,0,29.82891977,0.0,1.186631778,1.733333333,10.48192346
Isoproturon (Ref: HOE 16410),Not High,0.0,2.297,4.242460038,2.913768296,0,-1.77,17.34973484,51.21,0,0,35.39237126,0.0,2.155568727,1.588235294,0.0
Isoval,High,0.0,4.0218,7.38,4.58081005,1,-2.5,11.79136193,73.59,1,0,35.52284776,11.49902367,2.480187675,1.791666667,5.884182202
Isoxaben (Ref: EAF 496),High,0.0,3.2053,5.437792205,3.744119423,1,-2.16,15.62049808,77.24,0,0,46.84654667,0.0,3.298489696,1.916666667,13.17124514
Isoxaflutole (Ref: RPA 201772),Not High,5.270903775,4.0179,6.994698151,2.326600161,1,-1.2,18.52546332,53.72,0,0,36.39820241,5.879988336,3.550330053,1.8,0.0
Isoxathion (Ref: SL 6711),Not High,0.0,3.09752,7.98278409,3.310571303,1,-2.82,11.68099029,57.12,0,0,65.22129102,5.749511833,2.135421515,1.739130435,0.0
Kresoxim-methyl (Ref: BAS 490F),Not High,5.319767599,6.54398,8.637870733,5.252317973,1,-2.98,17.57024518,59.32,0,0,71.26906157,11.49902367,3.550919479,1.806451613,13.17124514
Lambda-cyhalothrin (Ref: OMS 3021),Not High,0.0,1.5305,4.165893965,4.111252665,1,-1.32,0.0,54.86,0,0,32.09546415,0.0,3.215488531,1.764705882,0.0
Lenacil (Ref: DPX B634),High,11.50989967,3.0185,5.207126085,1.730734481,1,-0.97,34.92038057,41.57,2,0,28.24436783,0.0,1.157086563,2.066666667,10.48192346
Linuron (Ref: HOE 02810),Not High,11.29536994,6.1055,9.364895145,3.51512787,0,-2.8,40.8275603,67.43,3,0,57.57499514,5.749511833,2.528515347,1.53125,45.60524384
Lufenuron (Ref: CGA 184699),High,6.171662441,2.1218,9.715029932,1.910428722,0,-0.14,40.82072906,71.06,0,0,0.0,0.0,4.952414779,1.684210526,0.0
Malathion (Ref: OMS 1),Not High,0.0,-0.9368,1.651203466,0.694982403,0,-1.32,0.0,65.72,0,0,32.8403423,0.0,0.357907868,1.375,0.0
Mancozeb,Not High,5.913009877,3.4104,11.66181287,3.996168829,0,-3.12,17.50811962,56.79,1,0,58.61410578,11.49902367,2.747194312,1.827586207,0.0
Maneb (Ref: ENT 14875),Not High,5.707775293,2.11182,4.14078301,1.488126055,0,-1.22,17.57024518,46.53,0,0,28.78518601,5.749511833,1.140910627,2.307692308,0.0
MCPA (Ref: BAS 009H),High,5.786558988,2.89202,5.60993619,1.929523791,0,-1.22,17.57024518,46.53,0,0,28.78518601,5.749511833,1.406941819,2.266666667,0.0
MCPB (Ref: MB 3046),Not High,6.392177921,2.632,9.715029932,1.836341146,1,-0.14,40.88253829,65.07,2,0,0.0,0.0,5.291641867,1.684210526,4.794537184
Mecarbam (Ref: MC 474),Not High,5.744162765,2.50032,4.330313101,1.788491235,0,-1.22,17.57024518,46.53,0,0,28.78518601,5.749511833,1.212562914,2.214285714,0.0
Mecoprop (Ref: RD 4593),High,5.744162765,2.50032,4.330313101,1.788491235,0,-1.22,17.57024518,46.53,0,0,28.78518601,5.749511833,1.212562914,2.214285714,0.0
Mecoprop-P (Ref: BAS 037H),High,1.442713477,3.3381,5.929209252,3.110975103,2,-2.4,33.14797252,42.43,1,0,54.59730362,5.193684038,2.743533053,1.857142857,5.687386275
Mefenacet (Ref: FOE 1976),Not High,0.0,2.52334,5.312080972,2.431097745,0,-1.77,27.30524343,75.27,1,0,23.25963712,0.0,2.114319522,1.6,24.54601769
Mefluidide (Ref: MBR 12325),Not High,0.0,2.90002,5.129292627,2.137214255,2,-2.34,11.63572556,37.81,0,0,47.7860584,0.0,1.467140957,1.882352941,11.63572556
Mepanipyrim (Ref: KUF 6201),Not High,0.0,-1.7493,3.426296296,2.026882723,1,0.25,0.0,0.0,0,0,0.0,0.0,1.368249222,1.333333333,0.0
Mepiquat chloride (Ref: BAS 083W),Not High,0.0,4.03452,6.239139078,2.853382474,0,-2.29,11.594566,38.33,1,0,59.65783953,5.749511833,1.945421637,1.85,5.687386275
Mepronil (Ref: B1 2459),Not High,0.0,5.0584,10.27295729,4.017341295,2,-2.77,17.34407784,112.58,0,0,50.07686238,5.749511833,2.641827346,1.884615385,11.37477255
Meptyldinocap (Ref: DE 126),Not High,6.713202948,6.8132,14.54067961,2.083761918,0,1.48,39.67235797,0.0,0,0,0.0,0.0,12.09795592,0.9375,0.0
Merphos,Not High,0.0,-0.16,10.41088033,3.829143329,2,-3.5,37.99534139,191.98,2,0,35.39237126,11.75997667,3.946437454,1.575757576,10.74287647
Mesosulfuron-methyl (Ref: AE F130060),High,0.0,1.1193,5.994358642,3.611996706,1,-2.42,32.87437425,128.49,0,0,33.87687097,0.0,3.095467943,1.782608696,5.687386275
Mesotrione (Ref: ZA 1296),Not High,0.0,6.24418,10.81306728,4.615895267,2,-4.53,17.43018579,86.51,2,0,95.05021079,5.749511833,2.988886279,1.611111111,36.82441374
Metaflumizone (Ref: BAS 320l),Not High,0.0,1.84434,7.050088442,3.146496121,1,-1.88,17.56387129,55.84,1,0,29.32600419,0.0,2.188969187,1.75,5.687386275
Metalaxyl (Ref: CGA 48988),Not High,0.0,1.84434,7.050088442,3.146496121,1,-1.88,17.56387129,55.84,1,0,29.32600419,0.0,2.188969187,1.75,5.687386275
Metalaxyl-M (Ref: CGA 329351),High,0.0,1.4504,4.183204775,1.533106552,0,-0.16,0.0,36.92,0,0,0.0,0.0,1.207797401,0.666666667,0.0
Metam-sodium (Ref: N 869),High,0.0,0.32752,3.528549623,2.111961189,3,-2.17,0.0,73.8,0,1,46.51004392,0.0,1.251597327,1.866666667,0.0
Metamitron (Ref: BAY DRW 1139),Not High,5.720602954,2.72944,5.887163014,2.970288768,3,-1.81,23.19550589,38.13,1,0,47.7860584,0.0,2.251107989,2.0,5.687386275
Metazachlor (Ref: BAS 47900H),High,5.956562805,3.3415,5.66979219,5.230117603,3,-1.39,11.60093989,50.94,0,0,47.50619323,0.0,3.74926773,2.045454545,0.0
Metconazole,High,1.503055556,2.0719,3.860084479,2.088027527,2,-1.62,32.7160795,45.23,2,0,24.26546827,0.0,2.18347918,2.2,9.926095664
Methabenzthiazuron (Ref: BAY 74283 ),High,1.038194444,1.0626,2.721453287,0.508960908,0,0.5,18.1031436,52.32,0,1,0.0,0.0,0.670820393,2.285714286,0.0
Methamidophos (Ref: ENT 27396),High,11.516245,1.436,3.842384488,2.041600781,2,-1.46,23.20187978,57.14,0,0,49.27924842,0.0,1.459552144,1.875,0.0
Methazole (Ref: VCS-438),Not High,7.326122633,1.5214,6.132089897,1.547697546,2,0.08,40.21890436,62.58,0,0,9.667499781,5.193684038,4.015932145,2.125,0.0
Methidathion (Ref: ENT 27193 ),Not High,1.699271988,2.74354,5.071152041,2.052640465,0,-1.16,17.85512502,38.33,1,0,23.25963712,5.749511833,2.21131359,1.866666667,4.794537184
Methiocarb (Ref: OMS 93),Not High,1.422246788,1.0388,5.104793272,0.756645168,1,-0.71,22.89884201,50.69,1,0,0.0,0.0,0.300447864,2.3,4.794537184
Methomyl (Ref: OMS 1196),High,0.0,5.062,10.60521535,3.644920778,0,-1.09,5.969305288,35.53,0,0,23.80116485,0.0,2.082734398,1.863636364,0.0
Methoprene (Ref: OMS 1697),Not High,18.55178629,5.2059,6.780315058,3.225597422,0,-1.09,34.80281967,18.46,0,0,59.65783953,11.49902367,2.91906447,1.047619048,0.0
Methoxychlor (Ref: OMS 466),High,0.0,4.20616,7.822843952,4.304533812,1,-2.82,11.81435946,58.64,2,0,64.21545987,5.749511833,2.993720078,1.592592593,0.0
Methoxyfenozide (Ref: RH 2485),High,2.9375,1.0111,1.48,0.0,0,0.48,15.9299439,0.0,0,0,0.0,0.0,0.0,1.5,0.0
Metiram (Ref: BAS 222F),Not High,3.306449121,2.4742,4.972409086,1.65535509,1,-1.07,27.64844468,41.57,2,0,28.73818779,0.0,1.082664809,2.0,10.48192346
Metobromuron (Ref: C 3216),Not High,5.756716585,3.16412,7.510031316,3.174774057,1,-1.06,23.19550589,29.54,1,0,29.32600419,0.0,2.449519054,2.157894737,5.687386275
Metolachlor (Ref: CGA 24705),Not High,12.20634479,2.55752,6.78210191,3.415785527,4,-2.3,44.69021093,107.71,0,0,33.80781932,11.75997667,3.637566984,1.884615385,5.687386275
Metosulam (Ref: XDE 511),High,5.902645503,2.4421,4.886594936,1.809245498,1,-1.42,23.31944068,41.57,2,0,23.22173452,5.749511833,1.237110249,2.133333333,10.48192346
Metoxuron (Ref: SAN 6915H),Not High,3.471608216,4.33134,7.781393026,4.061898101,0,-2.21,21.71318884,53.99,0,0,44.92562669,22.99804733,3.129838763,1.44,0.0
Metrafenone (Ref: BAS 560F),High,1.293268141,0.3715,3.606045598,1.75598965,3,-1.04,11.76188495,73.8,0,1,16.04773207,0.0,1.396741461,1.928571429,0.0
Metribuzin (Ref: DPX G2504),High,0.0,0.48562,7.735348595,2.943552873,3,-3.28,27.97205023,149.47,2,0,35.65332426,6.01046484,2.991776359,1.769230769,10.74287647
Metsulfuron-methyl (Ref: DPX T6376),High,0.0,1.4807,5.799349083,1.225307441,0,-0.84,13.79200241,71.06,0,0,11.83518498,0.0,1.280219119,1.714285714,0.0
Mevinphos (Ref: ENT 22374),High,1.434074074,2.7355,5.463037105,2.132074074,1,-0.18,17.00109666,20.31,1,0,0.0,0.0,2.080119781,1.833333333,4.794537184
Molinate (Ref: OMS 1373),Not High,5.690230414,2.3651,4.832432009,1.65535509,1,-1.26,23.31944068,41.57,2,0,29.28810159,0.0,0.94432021,2.0,10.48192346
Monolinuron (Ref: HOE 002747),High,5.687637822,2.4335,4.14078301,1.501672957,1,-1.22,23.31944068,32.34,2,0,29.28810159,0.0,0.89448879,1.846153846,10.48192346
Monuron,High,5.94157641,3.58328,6.534414983,3.466423817,4,-1.86,11.60093989,54.5,0,0,47.50619323,0.0,2.434877757,2.1,0.0
Myclobutanil (Ref: RH 3866),Not High,16.99553272,3.6512,5.657031447,0.926207157,0,1.65,62.8844647,44.76,0,0,0.0,0.0,2.105191769,1.769230769,0.0
Naled (Ref: OMS 75),Not High,0.0,3.4755,6.417232515,3.476258741,1,-2.03,16.67962816,29.54,1,0,42.46456948,5.749511833,2.331707739,1.75,0.0
Napropamide (Ref: R 7465),Not High,0.0,3.7903,5.693993779,3.439935178,0,-3.14,28.33631972,66.4,1,0,77.85694074,0.0,2.391669627,1.409090909,5.687386275
Naptalam (Ref: ACP 322),High,11.6568121,4.2572,6.720048013,2.36464599,1,-0.93,34.92038057,32.34,2,0,28.24436783,0.0,1.587711868,2.058823529,10.48192346
Neburon,High,0.0,0.101,8.47321898,3.212101969,4,-3.48,27.90992468,152.71,3,0,29.95939627,11.75997667,3.011309524,1.714285714,10.74287647
Nicosulfuron (Ref: DPX V9360),High,5.820039066,2.9464,5.162909038,2.606297888,2,-2.02,17.28832616,46.92,0,0,51.40220073,0.0,1.828301212,2.05,18.85863142
Norflurazon (Ref: H 52143),High,5.618230927,5.3837,9.563455058,3.353991363,0,-3.13,29.22662041,76.66,3,0,58.6187289,5.749511833,2.302034231,1.59375,45.60524384
Novaluron (Ref: GR 572),High,6.264804597,3.5533,5.83001423,3.503992422,2,-2.3,11.60093989,46.01,0,0,94.7821524,0.0,2.681796643,1.545454545,4.390415048
Nuarimol (Ref: EL 228),High,1.52200591,3.2703,6.820743806,2.35928366,1,-0.57,11.53248661,22.0,0,0,21.80023392,0.0,2.219269338,1.928571429,0.0
Octhilinone (Ref: RH 893),High,5.684130606,2.19074,5.612695959,3.282763521,1,-1.55,29.16481118,46.61,1,0,29.32600419,0.0,2.552852839,2.052631579,5.687386275
Ofurace (Ref: AE F057623),High,0.855601852,0.8665,5.587327549,1.079810318,0,-0.03,24.08653202,64.63,1,0,0.0,0.0,2.627953496,2.0,0.0
Omethoate (Ref: ENT 25776),High,0.0,1.7768,7.329553505,3.068396695,3,-2.27,27.08544998,149.68,0,1,32.36137067,0.0,2.772746661,1.434782609,17.06215882
Oryzalin (Ref: EL 119),Not High,12.17686716,3.4418,6.072680778,2.72987729,2,-1.9,23.20187978,57.26,0,0,38.61932469,5.749511833,2.161821994,2.045454545,0.0
Oxadiargyl (Ref: RP 020630 ),Not High,12.29662535,4.217,5.97059898,2.781542263,2,-1.46,23.20187978,57.26,0,0,38.61932469,5.749511833,2.266029812,1.863636364,0.0
Oxadiazon (Ref: RP 17623 ),High,0.0,1.65004,5.917474218,3.13614446,2,-2.08,17.68780607,59.08,2,0,29.32600419,0.0,2.271283013,2.05,10.48192346
Oxadixyl (Ref: SAN 371F),High,1.112617158,0.1071,6.249699694,1.198074293,2,-1.24,28.80602174,71.0,2,0,0.0,0.0,0.952464324,2.0,4.794537184
Oxamyl (Ref: DPX D1410),High,0.0,1.15944,7.90382526,3.712362251,2,-3.05,27.97205023,136.58,2,0,47.28314282,0.0,3.556176919,1.785714286,10.74287647
Oxasulfuron (Ref: CGA 277476 ),Not High,0.0,1.3016,4.814074221,2.539280917,0,-1.82,21.43181914,72.47,1,0,40.99613673,0.0,3.038793555,1.944444444,5.687386275
Oxycarboxin (Ref: F 461),High,1.085601852,1.8891,7.009930182,1.329594081,0,0.65,28.97892133,52.6,0,0,0.0,0.0,4.454280281,1.923076923,0.0
Oxydemeton-methyl (Ref: ENT 24964),High,5.803534222,5.458,6.95871361,2.914825715,1,-2.48,17.28832616,61.6,0,0,57.09860548,17.2485355,2.085908667,1.875,18.85863142
Oxyfluorfen (Ref: RH 2915),High,5.905972607,3.1223,5.93557648,3.3862635,3,-1.39,11.60093989,50.94,0,0,47.50619323,0.0,2.303596323,1.9,0.0
Paclobutrazol (Ref: PP 333),Not High,0.0,1.0026,3.579733644,2.290259223,2,-1.7,0.0,7.76,0,0,49.05284256,0.0,1.386870871,0.928571429,0.0
Paraquat (Ref: PP 148),High,5.177146059,3.2711,6.797884586,1.839178629,1,-1.01,24.2128496,70.83,0,0,34.37978654,5.749511833,3.246981828,1.722222222,5.687386275
Parathion-ethyl (Ref: OMS 19),Not High,4.981312726,2.4909,5.358104007,1.711965569,1,-1.01,24.2128496,70.83,0,0,34.37978654,5.749511833,1.843139311,1.75,5.687386275
Parathion-methyl (Ref: OMS 213),Not High,1.446552343,3.3716,8.419687014,1.851165631,1,-0.18,17.00109666,20.31,1,0,0.0,0.0,1.789839318,1.923076923,4.794537184
Pebulate (Ref: R 2061),Not High,12.19987038,4.1688,6.207850076,2.913485085,3,-1.06,23.20187978,30.71,0,0,46.46245947,0.0,2.641794182,2.166666667,0.0
Penconazole (Ref: CGA 71818),High,5.952307358,5.3167,7.513007284,4.317564416,1,-2.0,23.31944068,32.34,2,0,65.18338842,0.0,3.211926099,1.695652174,10.48192346
Pencycuron (Ref: NTN 19701),Not High,0.0,3.72034,6.314318349,3.506211478,2,-2.18,17.06215882,98.31,0,0,37.42190659,0.0,2.092504432,1.7,17.06215882
Pendimethalin (Ref: AC 92553),High,0.0,2.605,8.601091585,3.846968019,4,-3.43,21.61880766,116.94,0,0,29.95939627,17.50948851,3.905513702,1.875,27.90041452
Penoxsulam (Ref: XDE 638),High,27.9041358,4.6592,3.685725526,1.186631558,0,0.47,58.00469945,20.23,0,0,25.11316657,5.749511833,1.721715367,0.833333333,0.0
Pentachlorophenol,High,5.986716051,4.02312,5.900184449,2.608642903,0,-1.02,23.19550589,29.1,1,0,28.78518601,0.0,1.680721516,2.1875,5.687386275
Pentanochlor (Ref: FMC 4512),High,11.45485499,6.1133,7.728056373,4.728612802,0,-1.97,29.17118507,35.53,0,0,70.72824339,11.49902367,3.413744051,1.769230769,0.0
Permethrin (Ref: OMS 1821),High,0.0,3.78422,7.121658896,2.740852626,0,-3.02,23.56125269,76.66,2,0,54.09438804,5.749511833,1.779447618,1.545454545,20.96384692
Phenmedipham (Ref: SN 38584),Not High,0.0,5.7605,7.36490746,4.935957978,0,-2.55,5.969305288,35.53,0,0,71.80987974,11.49902367,3.36566068,1.730769231,0.0
Phenothrin (Ref: OMS 1809),Not High,6.506041194,3.5413,8.021865822,2.284716858,0,-0.39,34.85142377,44.76,0,0,35.89528683,0.0,5.076752657,1.894736842,0.0
Phenthoate (Ref: OMS 1075),Not High,8.822604403,3.7277,8.568049645,1.072702645,0,1.27,40.64400343,18.46,0,0,0.0,0.0,7.657186254,1.692307692,0.0
Phorate (Ref: ENT 24042),High,12.62270717,4.2361,7.309247843,2.549679531,1,-0.3,51.58277924,53.6,0,0,33.77233453,0.0,6.145538479,2.047619048,0.0
Phosalone (Ref: ENT 27163),Not High,6.347983329,2.4906,5.726558861,2.670347251,1,-0.72,40.69647794,55.84,2,0,35.39237126,0.0,4.343456896,1.631578947,0.0
Phosmet (Ref: OMS 232),Not High,5.885226442,2.7426,7.790945729,2.243466601,1,-0.55,25.33081674,65.07,1,0,10.79145122,0.0,2.093808162,1.666666667,0.0
Aluminium phosphide,Not High,5.144363925,3.22838,8.028106509,1.959666358,2,-1.25,24.23714832,63.84,0,0,35.89528683,0.0,2.940526622,1.842105263,0.0
Phoxim (Ref: OMS 1170),Not High,16.60693878,2.3222,3.57352875,1.274500952,1,-0.71,46.45951123,76.21,0,1,20.89230444,0.0,1.262074966,1.846153846,5.687386275
Picloram (Ref: X 159868),High,0.0,5.2841,7.445832578,3.44205355,1,-3.42,11.594566,51.22,1,0,83.80463808,11.62950017,2.183141263,1.666666667,23.24904647
Picolinafen (Ref: BAS 700H),Not High,0.0,3.8397,8.372127316,3.338077844,1,-3.03,11.54240982,57.65,0,0,65.54748091,5.879988336,2.16307176,1.846153846,13.17124514
Picoxystrobin (Ref: ZA 1963),Not High,0.0,3.73172,8.186067734,5.342449845,2,-2.34,5.969305288,62.46,0,0,39.17689269,5.879988336,3.796623778,1.586206897,0.0
Pinoxaden (Ref: NOA 407855),Not High,0.0,3.7177,11.28851024,3.857961601,0,-1.3,0.0,46.15,0,0,23.25963712,11.49902367,2.530945303,1.416666667,0.0
Piperonyl butoxide (Ref: ENT 14250),Not High,0.0,1.21984,4.987242483,2.281886817,4,-1.85,12.04157935,58.56,1,0,11.25737949,5.879988336,1.061641278,1.705882353,10.74287647
Pirimicarb (Ref: OMS 1330),Not High,5.361604361,3.30752,8.634226917,2.644952553,3,-0.75,24.4738026,56.71,0,0,11.76029506,5.879988336,3.736509496,1.666666667,5.948339281
Pirimiphos-ethyl (Ref: PP211),Not High,5.165771028,2.52732,7.144520145,2.517739493,3,-0.75,24.4738026,56.71,0,0,11.76029506,5.879988336,2.332666979,1.789473684,5.948339281
Pirimiphos-methyl (Ref: OMS 1424),Not High,5.795757686,3.8098,9.800132642,3.457928253,1,-1.06,23.19550589,29.54,1,0,29.32600419,0.0,2.541664111,1.761904762,5.687386275
Pretilachlor (Ref: CGA 26423),Not High,0.0,1.888,9.205268627,2.958187503,2,-3.69,27.97205023,156.81,2,0,35.89528683,11.75997667,3.052511351,1.533333333,28.30453666
Primisulfuron,High,17.99704888,4.6024,8.429951297,3.059985039,3,-1.43,40.83393418,47.36,1,0,45.9216413,5.749511833,2.959410082,1.956521739,4.794537184
Prochloraz (Ref: BTS 40542),High,11.81448397,3.2829,3.279006838,4.25568194,1,-1.06,40.70362551,37.38,2,0,28.24436783,0.0,3.289322308,1.444444444,5.687386275
Procymidone (Ref: S 7131),High,10.52884647,5.7691,7.807045569,1.844817465,0,0.33,45.71023608,35.53,0,0,27.69445403,5.749511833,5.346519642,2.166666667,0.0
Prohexadione-calcium (Ref: BAS 125W),Not High,0.0,2.83662,4.823126731,2.154532577,0,-1.51,6.093240071,38.33,1,0,29.32600419,5.749511833,1.326878272,2.0,4.794537184
Promecarb (Ref: SN 34615),Not High,0.0,1.5208,5.48177581,1.633017235,3,-1.59,11.89667856,71.96,0,0,0.0,6.01046484,1.093285582,1.3125,11.89667856
Prometon (Ref: G 31435),High,1.509079743,2.2341,5.88537781,1.633017235,3,-1.04,23.65856351,62.73,0,0,0.0,0.0,1.448796519,1.3125,11.89667856
Prometryn (Ref: C 34161),High,5.549493418,2.6668,5.009404787,1.933770135,1,-1.02,23.19550589,20.31,1,0,30.33183534,0.0,1.511865538,1.928571429,5.687386275
Propachlor (Ref: CP 31393),Not High,0.0,1.4961,10.5998722,1.488722308,1,-0.48,18.50027323,41.57,1,0,0.0,0.0,0.83152594,2.071428571,4.794537184
Propamocarb hydrochloride (Ref: SN 66752),Not High,11.46364884,3.3419,4.490448267,1.524472275,0,-0.73,34.79644578,29.1,1,0,28.24436783,0.0,1.121352442,2.076923077,5.687386275
Propanil (Ref: FW 734),Not High,5.956482987,4.7984,10.5827382,3.839184554,3,-3.39,34.31533162,92.13,0,0,53.68404636,17.379012,2.613256927,1.806451613,0.0
Propaquizafop (Ref: CGA 233380),Not High,-1.834093907,3.9192,8.660274173,4.090403656,0,-1.35,11.36131649,44.76,0,0,29.82891977,5.749511833,3.368653235,1.791666667,0.0
Propargite (Ref: ENT 27226),Not High,5.77468128,2.1656,5.11399177,1.443671382,3,-1.1,23.49761845,62.73,0,0,5.28358632,0.0,1.155692594,1.266666667,11.89667856
