Unnamed: 0,Environmental fate,Ipc,fr_epoxide,BalabanJ,fr_urea,fr_imide,fr_aryl_methyl,VSA_EState9,fr_hdrzone,PEOE_VSA6,Chi4v,fr_bicyclic,EState_VSA2,NumAliphaticHeterocycles,fr_sulfone,fr_thiophene
Methoprene (Ref: OMS 1697),Not High,47493.01696,0,2.414536858,0,0,0,3.231955351,0,59.06828794,2.91906447,0,5.917906046,0,0,0
Methoxychlor (Ref: OMS 466),High,543610.7022,0,2.378552942,0,0,2,1.564555514,0,23.25963712,2.993720078,0,11.81435946,0,0,0
Methoxyfenozide (Ref: RH 2485),High,2.0,0,1.0,0,0,0,0.0,0,15.9299439,0.0,0,0.0,0,0,0
Metiram (Ref: BAS 222F),Not High,1363.16551,0,2.604870972,1,0,0,2.967610597,0,15.9299439,1.082664809,0,6.031114512,0,0,0
Metobromuron (Ref: C 3216),Not High,14703.81278,0,3.277693771,0,0,2,1.637335837,0,25.12283841,2.449519054,0,17.829024,0,0,0
Metolachlor (Ref: CGA 24705),Not High,702343.3638,0,2.094464056,0,0,1,-1.370095098,0,29.26824685,3.637566984,1,33.2702833,0,0,0
Metosulam (Ref: XDE 511),High,1927.089849,0,2.798213756,1,0,0,4.875214632,0,11.60093989,1.237110249,0,6.031114512,0,0,0
Metoxuron (Ref: SAN 6915H),Not High,312388.5333,0,2.793574439,0,0,1,6.088569909,0,15.9299439,3.129838763,0,5.783244946,0,0,0
Metrafenone (Ref: BAS 560F),High,936.221725,0,3.3970912,0,0,0,0.0,0,32.53309655,1.396741461,0,10.97425736,0,0,0
Metribuzin (Ref: DPX G2504),High,433314.0343,0,2.23596491,1,0,1,-1.916815524,0,12.13273414,2.991776359,0,23.34666011,0,0,0
Metsulfuron-methyl (Ref: DPX T6376),High,840.9853623,0,4.442864762,0,0,0,-0.006880669,0,0.0,1.280219119,0,5.759164872,0,0,0
Mevinphos (Ref: ENT 22374),High,664.8202808,0,2.319770503,0,0,0,0.0,0,31.52726539,2.080119781,0,5.239211713,1,0,0
Molinate (Ref: OMS 1373),Not High,1363.16551,0,2.604870972,1,0,0,2.937195645,0,11.60093989,0.94432021,0,6.031114512,0,0,0
Monolinuron (Ref: HOE 002747),High,758.7643883,0,2.646093539,1,0,0,3.371531207,0,11.60093989,0.89448879,0,6.031114512,0,0,0
Monuron,High,48665.85615,0,2.357871703,0,0,0,0.0,0,43.49905447,2.434877757,0,0.0,0,0,0
Myclobutanil (Ref: RH 3866),Not High,388.4586473,0,4.348945649,0,0,0,-1.213673154,0,39.13182368,2.105191769,0,0.0,0,0,0
Naled (Ref: OMS 75),Not High,37776.68325,0,2.215869637,0,0,0,0.0,0,36.39820241,2.331707739,1,5.907179729,0,0,0
Napropamide (Ref: R 7465),Not High,132911.1692,0,1.992486095,0,0,0,0.0,0,48.53093655,2.391669627,1,11.12690298,0,0,0
Naptalam (Ref: ACP 322),High,5369.258861,0,2.579597123,1,0,0,1.766387769,0,36.5464386,1.587711868,0,6.031114512,0,0,0
Neburon,High,1080042.59,0,2.261428092,1,0,0,1.151887284,0,0.0,3.011309524,0,23.27176745,0,0,0
Nicosulfuron (Ref: DPX V9360),High,25451.66437,0,2.584858591,0,0,0,1.552527987,0,17.66730696,1.828301212,0,10.71001959,0,0,0
Norflurazon (Ref: H 52143),High,4050922.428,0,2.051955217,1,1,0,0.0,0,17.66730696,2.302034231,0,5.687386275,0,0,0
Novaluron (Ref: GR 572),High,132143.144,0,2.274825247,0,0,0,0.0,0,41.93277523,2.681796643,0,5.817220841,0,0,0
Nuarimol (Ref: EL 228),High,2010.91731,0,2.047497076,0,0,1,0.0,0,50.56033193,2.219269338,0,5.559266895,0,0,0
Octhilinone (Ref: RH 893),High,23345.40762,0,2.48719598,0,0,2,0.0,0,18.19910121,2.552852839,0,17.75648846,1,0,0
Ofurace (Ref: AE F057623),High,366.6865882,0,3.892500637,0,0,0,4.065161565,0,0.0,2.627953496,0,11.66003334,0,0,0
Omethoate (Ref: ENT 25776),High,62314.25672,0,3.769656534,0,0,0,-4.309296921,0,13.8474744,2.772746661,0,5.687386275,0,0,0
Oryzalin (Ref: EL 119),Not High,67349.09043,0,2.555992478,0,0,0,0.0,0,49.8935257,2.161821994,0,16.65214859,0,0,0
Oxadiargyl (Ref: RP 020630 ),Not High,55695.0249,0,2.576230938,0,0,0,0.0,0,43.97309138,2.266029812,0,16.54159017,0,0,0
Oxadiazon (Ref: RP 17623 ),High,37089.6024,0,2.45504079,0,0,2,1.447510393,0,18.19910121,2.271283013,0,19.12094366,1,0,0
Oxadixyl (Ref: SAN 371F),High,916.9035733,0,4.399365653,0,0,0,4.589596561,0,5.155712727,0.952464324,0,10.95089672,0,0,0
Oxamyl (Ref: DPX D1410),High,1036504.45,0,1.764735831,1,0,2,-4.349711121,0,12.13273414,3.556176919,0,29.62103818,1,0,0
Oxasulfuron (Ref: CGA 277476 ),Not High,10527.79517,0,2.285434266,0,0,0,-3.549478104,0,18.19910121,3.038793555,0,23.02403696,1,1,0
Oxycarboxin (Ref: F 461),High,598.6038748,0,3.743709895,0,0,0,1.863958333,0,6.9237372,4.454280281,0,0.0,0,0,0
Oxydemeton-methyl (Ref: ENT 24964),High,150121.1983,0,2.310390332,0,0,0,0.0,0,11.60093989,2.085908667,0,34.56543705,0,0,0
Oxyfluorfen (Ref: RH 2915),High,34289.72795,0,2.255633018,0,0,0,0.0,0,44.50488563,2.303596323,0,11.4568313,0,0,0
Paclobutrazol (Ref: PP 333),Not High,2046.463565,0,2.39650904,0,0,2,4.045185185,0,0.0,1.386870871,0,0.0,0,0,0
Paraquat (Ref: PP 148),High,8015.473437,0,2.809298824,0,0,0,0.0,0,0.0,3.246981828,0,5.687386275,0,0,0
Parathion-ethyl (Ref: OMS 19),Not High,3265.828092,0,2.83268137,0,0,0,2.769182099,0,0.0,1.843139311,0,5.687386275,0,0,0
Parathion-methyl (Ref: OMS 213),Not High,696.2250733,0,3.705530369,0,0,0,0.0,0,32.03018097,1.789839318,0,5.239211713,0,0,0
Pebulate (Ref: R 2061),Not High,17039.1336,0,2.230390674,0,0,0,0.0,0,42.61280567,2.641794182,0,0.0,0,0,0
Penconazole (Ref: CGA 71818),High,299617.2222,0,1.742786972,1,0,0,0.0,0,54.77441848,3.211926099,0,6.031114512,0,0,0
Pencycuron (Ref: NTN 19701),Not High,18132.26559,0,3.539458394,0,0,1,0.0,0,13.8474744,2.092504432,0,23.10399965,0,0,0
Pendimethalin (Ref: AC 92553),High,8993954.675,0,2.119103129,0,0,0,-2.558654656,0,6.066367068,3.905513702,1,17.40715389,0,0,0
Penoxsulam (Ref: XDE 638),High,416.3143648,0,3.603567451,0,0,0,0.0,0,58.00469945,1.721715367,0,30.8626784,0,0,0
Pentachlorophenol,High,3196.949547,0,2.658540869,0,0,1,0.0,0,37.93560298,1.680721516,0,11.82508578,0,0,0
Pentanochlor (Ref: FMC 4512),High,860306.3726,0,1.592183546,0,0,0,0.0,0,67.38118952,3.413744051,0,34.31845799,0,0,0
Permethrin (Ref: OMS 1821),High,83027.6268,0,1.99105692,0,0,1,1.268828025,0,18.19910121,1.779447618,0,0.0,0,0,0
Phenmedipham (Ref: SN 38584),Not High,860306.3726,0,1.592183546,0,0,0,0.0,0,55.82843438,3.36566068,0,29.82698981,0,0,0
Phenothrin (Ref: OMS 1809),Not High,15862.17016,0,3.00129928,0,0,0,2.981121347,0,41.71356014,5.076752657,0,5.969305288,0,0,0
Phenthoate (Ref: OMS 1075),Not High,585.2206444,0,3.8459344,0,0,0,0.0,0,18.305462,7.657186254,0,0.0,0,0,0
Phorate (Ref: ENT 24042),High,50751.10603,0,2.252666125,0,0,0,0.0,0,11.60093989,6.145538479,1,0.0,0,0,0
Phosalone (Ref: ENT 27163),Not High,21994.72499,0,2.150239397,0,1,0,2.915976316,0,12.13273414,4.343456896,1,17.69114785,1,0,0
Phosmet (Ref: OMS 232),Not High,5793.501453,0,5.018060281,0,0,0,-1.334560579,0,11.60093989,2.093808162,0,10.79145122,0,0,0
Aluminium phosphide,Not High,16399.40459,0,2.880950754,0,0,0,0.0,0,35.48754807,2.940526622,0,5.711685003,0,0,0
Phoxim (Ref: OMS 1170),Not High,637.5190682,0,3.497381361,0,0,0,0.0,0,34.80281967,1.262074966,0,20.88576272,0,0,0
Picloram (Ref: X 159868),High,1030971.891,0,1.753675929,0,0,0,0.0,0,12.13273414,2.183141263,0,17.32342816,0,0,0
Picolinafen (Ref: BAS 700H),Not High,516191.4203,0,2.264031272,0,0,0,2.617172173,0,30.33183534,2.16307176,0,18.05997483,0,0,0
Picoxystrobin (Ref: ZA 1963),Not High,2205646.893,0,2.326048682,0,0,3,0.0,0,31.54366003,3.796623778,1,11.52857218,1,0,0
Pinoxaden (Ref: NOA 407855),Not High,374214.1631,0,1.63217421,0,0,1,0.0,0,26.68911765,2.530945303,1,0.0,1,0,0
Piperonyl butoxide (Ref: ENT 14250),Not High,4125.691557,0,3.097337777,0,0,1,6.917112623,0,0.0,1.061641278,0,0.0,0,0,0
Pirimicarb (Ref: OMS 1330),Not High,32465.40289,0,3.040411649,0,0,1,0.0,0,0.0,3.736509496,0,0.0,0,0,0
Pirimiphos-ethyl (Ref: PP211),Not High,13237.84496,0,3.060719727,0,0,1,2.923862119,0,0.0,2.332666979,0,0.0,0,0,0
Pirimiphos-methyl (Ref: OMS 1424),Not High,47220.40324,0,3.04059293,0,0,2,0.0,0,38.9703128,2.541664111,0,11.78718317,0,0,0
Pretilachlor (Ref: CGA 26423),Not High,2039173.13,0,2.255695231,1,0,0,-4.714459339,0,12.13273414,3.052511351,0,0.0,0,0,0
Primisulfuron,High,168771.4674,0,1.985404312,0,0,0,0.0,0,41.72655687,2.959410082,0,12.63799648,0,0,0
Prochloraz (Ref: BTS 40542),High,13986.27542,0,2.090283905,0,1,0,0.0,0,23.20187978,3.289322308,1,11.81435946,1,0,0
Procymidone (Ref: S 7131),High,7911.715857,0,2.851003263,0,0,0,0.0,0,34.45462099,5.346519642,0,0.0,0,0,0
Prohexadione-calcium (Ref: BAS 125W),Not High,1837.088886,0,2.933366964,0,0,1,1.543142479,0,19.91384147,1.326878272,0,0.0,0,0,0
Promecarb (Ref: SN 34615),Not High,2759.640221,0,2.911011565,0,0,0,1.535359033,0,0.0,1.093285582,0,12.08368166,0,0,0
Prometon (Ref: G 31435),High,2759.640221,0,2.911011565,0,0,0,0.0,0,11.76188495,1.448796519,0,0.0,0,0,0
Prometryn (Ref: C 34161),High,1399.092422,0,2.949060353,0,0,0,0.0,0,18.19910121,1.511865538,0,17.829024,0,0,0
Propachlor (Ref: CP 31393),Not High,602.4801974,0,0.0,0,0,0,4.018659455,0,6.9237372,0.83152594,0,18.50027323,0,0,0
Propamocarb hydrochloride (Ref: SN 66752),Not High,785.2889409,0,2.793568434,0,0,0,0.0,0,30.12561698,1.121352442,0,5.907179729,0,0,0
Propanil (Ref: FW 734),Not High,7911696.094,0,1.506865077,0,0,0,0.0,0,16.75665262,2.613256927,1,13.21376393,0,0,0
Propaquizafop (Ref: CGA 233380),Not High,193059.4046,0,1.97623304,0,0,0,0.0,0,45.24520168,3.368653235,0,24.22980521,0,0,0
Propargite (Ref: ENT 27226),Not High,1481.555694,0,2.843636436,0,0,0,0.0,0,0.0,1.155692594,0,17.36726798,0,0,0
Propazine (Ref: G 30028),High,2821.067443,0,4.503497672,0,0,0,1.47535339,0,6.9237372,2.803272146,0,6.103966388,0,0,0
Propetamphos (Ref: OMS 1502),Not High,790.2002544,0,2.458673898,0,0,0,0.0,0,18.19910121,0.882876274,0,6.103966388,0,0,0
Propham,Not High,153940.3508,0,1.956623707,0,0,0,0.0,0,42.61280567,3.21686872,0,6.103966388,1,0,0
Propineb (Ref: BAY 46131),Not High,2116.159192,0,2.809453207,0,0,0,1.508184051,0,12.13273414,1.036680297,0,6.103966388,0,0,0
Propoxycarbazone-sodium (Ref: MKH 6561),High,20907.44132,0,2.62582202,0,0,0,0.0,0,13.8474744,2.388256004,1,5.559266895,0,0,0
Proquinazid (Ref: DPX KQ926),Not High,2390.06434,0,2.942262269,0,0,0,0.0,0,29.1223141,1.603050779,0,5.907179729,0,0,0
Propyzamide (Ref: RH 315),High,7188.415604,0,2.412567788,0,0,0,0.0,0,55.94119469,2.49254625,0,5.239211713,0,0,0
Prosulfocarb (Ref: SC 0574),Not High,819357.9469,0,2.173244448,1,0,2,-3.142960423,0,18.19910121,3.335524572,0,23.34666011,0,0,0
Prosulfuron (Ref: CGA 152005),High,83229.97442,0,1.928024852,0,0,0,0.0,0,29.8000411,3.135033062,0,6.544756406,0,0,0
Prothioconazole (Ref: JAU 6476 ),Not High,7911.715857,0,2.851003263,0,0,0,0.0,0,41.50734178,6.309541678,0,0.0,0,0,0
Prothiofos (Ref: OMS 2006),High,1963.825069,0,4.111101287,0,0,0,0.0,0,11.3817248,5.156692128,0,17.70187417,0,0,0
Prothoate (Ref: EI 18682),Not High,5615.727015,0,2.074222967,1,0,0,0.0,2,6.066367068,1.20682768,0,6.031114512,1,0,0
Pymetrozine (Ref: CGA 215944),Not High,103472.0154,0,2.124682214,0,0,0,0.0,0,18.52467709,5.224249396,0,0.0,0,0,0
Pyraclofos (Ref: OMS 3040),High,1851547.978,0,1.741487118,0,0,0,2.67977329,0,29.8000411,2.584653374,0,6.606881965,0,0,0
Pyraclostrobin (Ref: BAS 500F),Not High,450575.7674,0,2.379735297,0,0,1,1.304644936,0,23.20187978,2.53903967,0,33.65903991,0,0,0
Pyraflufen-ethyl (Ref: ET 751),Not High,207428.3124,0,2.33754093,0,0,1,0.0,0,0.0,3.956001898,1,12.4868703,0,0,0
Pyrazophos (Ref: HOE 2873),Not High,1243636.287,0,1.890164695,0,0,2,1.648388186,0,53.53371512,3.207872573,0,40.20289649,0,0,0
Pyrazoxyfen (Ref: SL 49),Not High,122040.1411,0,2.155488072,0,0,0,0.0,0,56.63761976,3.401019872,0,21.53581593,0,0,0
Pyridaben (Ref: BAS 300l),Not High,85849.90065,0,2.336142366,0,0,0,0.0,0,18.19910121,3.718386928,0,11.43925523,0,0,0
Pyridafenthion (Ref: ENT 23968)),Not High,445608.0428,0,1.869238797,0,0,0,0.0,0,80.96062055,3.184128238,0,10.45444709,0,0,0
Pyridate (Ref: CL 11344),Not High,22498.82823,0,2.330882271,0,0,0,1.507010407,0,40.49032664,2.223989621,0,0.0,0,0,0
Pyrifenox (Ref: CGA 179945),Not High,3020.911892,0,2.247034263,0,0,2,0.0,0,18.19910121,1.432429726,0,0.0,0,0,0
Pyrimethanil (Ref: SN 100309),Not High,423751.6854,0,1.489482247,0,0,0,0.0,0,24.26546827,2.099059886,0,6.103966388,0,0,0
Pyriproxyfen (Ref: S 9318),Not High,20761.57644,0,2.258211707,0,0,0,0.0,0,12.13273414,3.495973614,1,0.0,0,0,0
Quinalphos (Ref: ENT 27397),Not High,2571.626569,0,2.875721301,0,0,0,0.0,0,29.26824685,1.753369552,1,10.58608481,0,0,0
Quinclorac (Ref: BAS 514H),High,2571.626569,0,2.875721301,0,0,1,0.0,0,17.66730696,1.723906059,1,10.58608481,0,0,0
Quinmerac (Ref: BAS 518H),Not High,1805.679149,0,2.731827362,0,0,0,0.0,0,35.86640816,1.552049874,1,22.29581556,0,0,0
Quinoclamine,Not High,42917.3492,0,2.094452891,0,0,0,0.0,0,23.20187978,2.464813235,1,5.817220841,0,0,0
Quinoxyfen (Ref: DE 795),High,971.5503878,0,3.682463306,0,0,0,0.0,0,58.00469945,2.020022128,0,25.11316657,0,0,0
Quintozene,High,798068.2357,0,1.67142815,0,0,0,0.0,0,11.60093989,2.401246136,1,0.0,0,0,0
Quizalofop-ethyl (Ref: DPX Y6202),High,798068.2357,0,1.67142815,0,0,0,0.0,0,11.60093989,2.401246136,1,0.0,0,0,0
Quizalofop-P-ethyl (Ref: DPX 79376),Not High,9947008.514,0,1.317735547,0,0,0,0.0,0,11.60093989,3.20985013,1,12.71084835,1,0,0
Quizalofop-P-tefuryl (Ref: UBI C4874 ),Not High,436533.1395,0,1.542209936,0,0,0,0.0,0,55.82843438,3.433908458,0,29.82698981,0,0,0
Resmethrin (Ref: OMS 1206),Not High,1027849.767,0,2.301189549,1,0,0,-5.848572744,0,6.9237372,4.486481276,0,23.46116956,0,1,0
Rimsulfuron (Ref: DPX E9636),High,56562.99792,0,2.797025192,0,0,0,0.0,0,27.19203322,3.895032719,0,17.48439594,0,0,0
Sethoxydim (Ref: BAS 9052H),Not High,9095.771095,0,1.84443176,1,0,0,0.0,0,37.96448165,2.387743542,0,6.031114512,0,0,0
Siduron,Not High,4424.628695,0,3.210503752,0,0,1,-1.458571074,0,25.71705417,5.326006676,0,5.907179729,0,0,1
Silthiofam (Ref: MON 65500),High,814.6575541,0,2.828867284,0,0,0,0.0,0,0.0,0.984537018,0,5.28358632,0,0,0
Simazine (Ref: G 27692),Not High,765812.2674,0,2.291458802,0,0,1,1.544929922,0,23.7625527,2.619866016,1,11.99310618,0,0,0
Sodium chloride,High,963825.62,0,2.135453242,0,0,0,0.0,0,42.61280567,3.994037164,0,11.54240982,1,0,0
Spirodiclofen (Ref: BAJ 2740),Not High,784406.4905,0,2.128294041,0,0,3,0.0,0,38.46739723,4.387484474,0,17.35360105,1,0,0
Spiromesifen (Ref: BSN 2060),Not High,49117.0525,0,1.823199367,0,0,0,0.0,0,34.618686,3.875126943,0,11.89107754,1,0,0
Spiroxamine (Ref: KWG 4168),High,34163.07653,0,2.400758784,0,0,0,-3.443801467,0,11.60093989,3.2648496,0,28.32321153,0,1,0
Sulcotrione (Ref: SC 0051),High,76681.32046,0,2.675831603,0,0,1,-3.648519345,0,23.20187978,2.970440827,0,31.81154332,0,0,0
Sulfentrazone (Ref: FMC 97285),High,506520.7483,0,6.910142889,0,0,0,-7.150821917,0,6.9237372,2.62587079,0,0.0,0,0,0
Sulfluramid (Ref: GX 071),Not High,6624670.124,0,1.98858917,1,0,0,-6.044289188,0,12.99010427,5.16305563,1,29.10834678,0,1,0
Sulfosulfuron (Ref: MON 37500),High,3127.332577,0,4.786871873,0,0,0,0.0,0,0.0,7.296274774,0,0.0,0,0,0
Sulfotep (Ref: ENT 16273),Not High,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,13.49569335,0,0,0
Sulphur (Ref: SAN 7116),Not High,9625.000079,0,2.718332394,0,0,0,0.0,0,18.305462,6.327315281,0,0.0,0,0,0
Sulprofos (Ref: NTN 9306),High,40367244.66,0,1.754269513,0,0,0,0.0,0,55.78024963,3.433003768,0,16.62792563,0,0,0
TCA-sodium,High,50445.66308,0,2.108229399,0,0,1,0.0,0,44.50488563,2.401788974,0,5.414990469,0,0,0
Tebuconazole (Ref: HWG 1608),Not High,372248.6058,0,2.290346313,0,0,3,0.0,0,36.24974139,2.808285168,0,11.81435946,0,0,0
Tebufenozide (Ref: RH 5992 2F ),Not High,111927.7203,0,2.063459489,0,0,2,1.734204772,0,63.56135696,2.794463999,0,11.3221702,0,0,0
Tebufenpyrad (Ref: AC 801757),Not High,4229.497858,0,2.851501152,0,0,0,0.0,0,51.10304694,1.699822385,0,17.36401103,0,0,0
Tebutam (Ref: GPC-5544),High,2088.601484,0,2.894631591,1,0,0,3.260242937,0,32.10799748,1.770956638,0,11.44610498,0,0,0
Tebuthiuron (Ref: EL 103),High,601.7846169,0,3.555142029,0,0,0,0.0,0,46.40375956,1.658392929,0,20.09053325,0,0,0
Tecnazene,Not High,152503.0903,0,2.188506769,1,1,0,0.0,0,29.26824685,2.153313116,0,0.0,0,0,0
Teflubenzuron (Ref: CME 13406),Not High,523387.0835,0,2.161739211,0,0,0,0.0,0,31.5244344,2.973483049,0,0.0,0,0,0
Tefluthrin (Ref: R 151993),Not High,864037.5047,0,2.009951441,0,0,0,5.885523186,0,11.76188495,4.518520048,0,0.0,0,0,0
Temephos (Ref: OMS 786),Not High,159870.6735,0,2.03169607,0,0,0,0.0,0,18.52467709,3.351181754,0,29.66438243,1,0,0
Tepraloxydim (Ref: BAS 620H),High,752.9672721,0,3.711923181,0,0,1,0.0,0,11.60093989,1.362992854,0,5.022633314,0,0,0
Terbacil (Ref: DPX D732),High,1009.227143,0,4.018684249,0,0,0,0.0,0,32.1529364,8.203458395,0,4.747022453,0,0,0
Terbufos (Ref: AC 92100),Not High,2563.249861,0,2.945000898,0,0,0,1.533658352,0,0.0,1.076271078,0,5.538925252,0,0,0
Terbumeton (Ref: GS 14259),High,1378.984519,0,2.884038547,0,0,0,0.0,0,0.0,1.13867809,0,10.82251157,0,0,0
Terbuthylazine,Not High,2563.249861,0,2.945000898,0,0,0,0.0,0,11.76188495,1.431782015,0,5.538925252,0,0,0
Terbutryn (Ref: GS 14260),Not High,12097.86074,0,3.195069219,0,0,0,-1.407138339,0,46.40375956,2.663054672,0,20.82706481,0,0,0
Tetrachlorvinphos (Ref: SD 8447),Not High,132813.6907,0,2.20933933,0,0,0,0.0,0,29.26824685,2.463719988,0,11.56738972,0,0,0
Tetraconazole (Ref: M 14360),High,14788.77191,0,2.629830932,0,0,0,-3.759344136,0,46.40375956,3.830167557,0,24.85886689,0,1,0
Tetradifon (Ref: ENT 23737),High,249582.5424,0,1.611584355,0,1,0,0.0,0,25.49659904,3.928642129,0,41.76528406,1,0,0
Tetramethrin (Ref: ENT 27339),Not High,4544.967134,0,2.244094775,0,0,0,0.0,0,12.13273414,1.940251376,1,0.0,0,0,0
Thiabendazole (Ref: MK 360),High,6880.767676,0,2.072066933,0,0,0,0.0,0,29.42919191,2.49668464,0,0.0,1,0,0
Thiacloprid (Ref: YRC 2894),Not High,13430.04521,0,2.154560172,0,0,0,1.674745668,1,11.60093989,2.512298041,0,19.42118806,1,0,0
Thiamethoxam (Ref: CGA 293343),High,2088.601484,0,2.894631591,1,0,0,2.670673776,0,11.33678588,1.391963251,0,5.13155848,0,0,0
Thiazafluron,High,435408.6455,0,2.945306893,0,0,0,0.982060225,0,13.8474744,3.599456771,0,22.94589615,1,0,0
Thiazopyr (Ref: MON 13200),High,4702.03512,0,1.93519461,1,0,0,0.0,0,22.68734447,1.432822592,0,6.031114512,0,0,0
Thidiazuron (Ref: SN 49537),Not High,325819.6085,0,2.185035211,1,0,1,-1.85524145,0,0.0,3.902399143,0,27.55583929,0,0,1
Thifensulfuron-methyl (Ref: DPX M6316),High,3860.039281,0,2.449241362,0,0,0,0.0,0,35.49555898,2.348148489,0,5.239211713,0,0,0
Thiobencarb (Ref: IMC 3950),Not High,24979.51332,0,4.332318493,0,0,0,2.883203473,0,10.31142545,1.437574768,0,0.0,0,0,0
Thiodicarb (Ref: OMS 3026),Not High,753.2120961,0,4.41166657,0,0,0,1.503160667,0,25.92692433,1.417858006,0,5.414990469,0,0,0
Thiofanox (Ref: DS 15647),High,398.7476586,0,3.522394748,0,0,0,3.230637598,0,18.305462,4.818914457,0,0.0,0,0,0
Thiometon (Ref: SAN 230),Not High,57665.10018,0,2.729776902,0,0,0,2.453107347,0,12.13273414,1.682284429,0,10.22487377,0,0,0
Thiophanate-methyl (Ref: NF 44),Not High,3.245112498,0,2.803039488,0,0,0,0.0,0,0.0,0.0,0,5.112436885,0,0,0
Thiourea,High,295.5292938,0,3.693483087,0,0,0,10.72505669,0,24.43574689,2.595609637,0,0.0,0,0,0
Thiram (Ref: ENT 987),Not High,16640.14794,0,2.618166877,0,0,0,0.0,0,55.94119469,2.973102858,0,5.239211713,0,0,0
Tiocarbazil (Ref: M 3432),Not High,2728.735465,0,3.108550682,0,0,1,2.833883535,0,23.20187978,2.757659333,0,0.0,0,0,0
Tolclofos-methyl (Ref: S 3349 ),Not High,7980.23265,0,3.241224032,0,0,1,-1.251749811,0,40.89806541,3.986152607,0,17.63530924,0,0,0
Tolylfluanid (Ref: BAY 49854),Not High,168214.0836,0,2.33055082,0,0,3,0.0,0,24.61992283,3.71448846,0,17.48439594,0,0,0
Tralkoxydim (Ref: PP 604),Not High,4489267.344,0,1.723453401,0,0,0,0.0,0,107.8990853,5.442586451,0,28.04728192,0,0,0
Tralomethrin (Ref: OMS 3048),Not High,34289.72795,0,2.28122355,0,0,0,0.0,0,32.37215149,1.704605645,0,5.783244946,0,0,0
Triadimefon,Not High,34289.72795,0,2.255633018,0,0,0,0.0,0,32.37215149,1.81821698,0,5.414990469,0,0,0
Triadimenol (Ref: BAY KWG 0519),Not High,1723.385347,0,4.395102108,0,0,0,0.0,0,46.56470462,2.693117121,0,21.81436155,0,0,0
Tri-allate (Ref: CP 23426),High,463056.7119,0,2.166338351,1,0,1,-2.850971257,0,12.13273414,2.980245191,0,40.91508934,0,0,0
Triasulfuron (Ref: CGA 131036 ),High,30587.47511,0,3.017992305,0,0,0,3.278906211,0,32.53309655,2.071602043,0,23.16826388,0,0,0
Triazamate (Ref: RH 7988),Not High,43730.44855,0,2.145092887,0,0,0,0.0,0,18.19910121,3.429548312,0,6.01046484,0,0,0
Triazophos (Ref: HOE 002960 ),Not High,14728.47829,0,2.279149636,0,0,0,0.0,0,11.60093989,1.662683992,1,5.948339281,0,0,0
Triazoxide (Ref: SAS 9244),High,696547.6647,0,2.319495172,1,0,1,-0.639711877,0,12.13273414,3.169136113,0,23.34666011,0,0,0
Tribenuron-methyl (Ref: DPX L5300),High,4567.307267,0,3.998982973,0,0,0,0.0,0,74.17885086,13.10418651,0,0.0,0,0,0
Tribufos,Not High,247.9703366,0,4.657834605,0,0,0,-1.559575617,0,34.80281967,2.436235899,0,0.0,0,0,0
Trichlorfon (Ref: OMS 800),High,4438.962317,0,3.018337564,0,0,0,0.0,0,41.72655687,3.497839953,0,0.0,0,0,0
Trichloronate (Ref: BAY 37289),High,1072.326892,0,2.866629469,0,0,0,0.0,0,34.80281967,1.204275999,0,21.07836478,0,0,0
Triclopyr,High,2163.713011,0,2.683285651,0,0,1,0.0,0,23.46952001,2.592903597,3,0.0,0,0,0
Tricyclazole (Ref: EL 291),High,44317.89601,0,1.819881568,0,0,0,0.0,0,71.13195343,3.466590366,0,0.0,1,0,0
Tridemorph (Ref: BAS 2205-F),Not High,4572.818813,1,2.29656541,0,0,0,0.0,0,58.00469945,2.77220567,0,6.420821623,1,0,0
Tridiphane,Not High,2215.993111,0,2.960731609,0,0,0,0.0,0,0.0,1.380315672,0,5.28358632,0,0,0
Trietazine (Ref: G 27901),Not High,2069502.652,0,2.207451508,0,0,0,2.514004837,0,46.70962786,2.433465755,0,23.59370346,0,0,0
Trifloxystrobin (Ref: CGA 279202),Not High,150391.4213,0,2.42246388,0,0,0,0.0,0,18.52467709,2.028089492,0,17.31690155,0,0,0
Triflumizole (Ref: NF 114 ),Not High,154226.481,0,1.949726549,1,1,0,0.0,0,23.73367403,1.939641442,0,16.27347108,0,0,0
Triflumuron (Ref: OMS 2015),Not High,62314.25672,0,3.699377936,0,0,0,0.0,0,13.8474744,2.245438727,0,18.77689909,0,0,0
Trifluralin (Ref: EL 152),High,7144602.712,0,2.303675883,1,0,1,-0.604389306,0,12.13273414,3.722661773,0,17.07524226,0,0,0
Triflusulfuron-methyl (Ref: DPX 66037),High,37360.39318,0,2.715463549,0,0,0,0.0,0,69.60563934,3.402570068,0,0.0,1,0,0
Triforine (Ref: AC 902194),Not High,1153.102917,0,2.950929677,0,0,2,1.537934146,0,0.0,1.212948636,0,0.0,0,0,0
Trimethacarb (Ref: OMS 597),Not High,19202.3719,0,2.130846706,0,0,0,0.0,0,0.0,2.152738461,0,36.69870066,0,0,0
Trinexapac-ethyl (Ref: CGA 163935),Not High,123039.5452,0,1.966571138,0,0,0,0.0,0,43.65716853,3.237513591,0,5.414990469,0,0,0
Triticonazole (Ref: RPA 400727),High,1034080.052,0,2.303042516,1,0,0,-4.13976777,0,12.13273414,3.005767422,0,0.0,0,0,0
