,Environmental fate,Ecotoxicity,Human health,SMILES,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_benzene,fr_bicyclic,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Bixafen,High,High,High,CN1C=C(C(=N1)C(F)F)C(=O)NC2=C(C=C(C=C2)F)C3=CC(=C(C=C3)Cl)Cl,12.11419548,12.11419548,0.026006708,-1.03231576,0.884248922,21.85,274.32,256.176,274.1317424,106,0.335934025,-0.477621888,0.477621888,0.335934025,1.4,2.05,2.55,16.3656804,9.890969957,2.420813696,-2.211065621,2.274526117,-2.408386079,6.179257624,-0.124014782,2.663112354,2.559840281,619.5446828,15.07698579,12.02032485,12.02032485,9.252743308,6.510478228,6.510478228,5.570947894,5.570947894,3.820516225,3.820516225,2.104404639,2.104404639,-2.17,25501.9639,14.24357265,4.739575425,2.194535467,117.2725136,10.423316,11.37454504,0.0,0.0,5.907179729,5.969305288,9.786941917,4.794537184,0.0,0.0,25.47729296,31.89811458,5.563451492,5.563451492,14.69560176,17.7121048,0.0,5.316788604,10.91031078,33.23387405,0.0,34.88945568,0.0,5.316788604,0.0,0.0,0.0,28.35755745,4.794537184,12.84164325,42.25610326,23.19150594,0.0,0.0,78.76,11.50823054,14.69560176,0.0,17.38853727,11.39907128,5.563451492,6.066367068,19.05647134,20.7712116,10.30919334,0.0,0.0,0.0,27.86060579,11.96667501,0.659690098,-0.860341553,4.993326247,0.0,7.46337774,0.0,0.4,20,2,5,0,1,1,1,0,1,3,2,5,3,0,0,0,2,1.98432,76.061,0,0,0,0,1,0,0,0,1,1,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isobenzan (Ref: ENT 25545),High,High,High,C12C(C(OC1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,12.16654762,12.16654762,0.032036654,-4.184785985,0.616694097,10.74074074,396.381,380.253,396.0739699,144,0.335497283,-0.480765414,0.480765414,0.335497283,1.111111111,1.703703704,2.259259259,32.2332286,10.1072624,2.200514859,-2.101997301,2.171255281,-2.355028345,7.888093071,0.069571123,2.599582802,2.12103339,940.1378329,20.02673326,14.29323695,15.10973353,12.73551388,7.335413693,8.987678919,5.05384607,6.776141102,3.164246136,4.351689837,2.03287878,3.099710836,-3.41,664973.2808,19.9087203,8.313148521,5.536701161,153.9573725,14.5802533,0.0,0.0,27.73160711,0.0,12.0004198,5.316788604,22.72896622,9.967957042,0.0,18.19910121,11.62981856,0.0,31.60226725,32.58712465,27.97205023,0.0,14.69005191,0.0,5.752853607,19.53638369,41.45873833,11.75997667,19.51260938,10.74287647,11.75997667,0.0,49.7122963,15.77614476,0.0,15.92144017,30.33183534,0.0,0.0,156.81,27.77656456,18.00687135,0.0,28.83521894,0.0,0.0,44.55143042,4.722094864,0.0,15.28474565,14.5802533,35.93054624,0.0,30.78067698,11.24608329,-0.144677607,-2.038609995,5.807632951,0.0,0.0,-1.498318521,0.2,27,3,11,0,0,0,1,1,2,8,3,12,7,0,0,0,2,0.8435,93.3155,0,0,0,0,1,2,0,0,1,1,2,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fluchloralin (Ref: BAS 392H),High,High,Not High,CCCN(CCCl)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],12.8370382,12.8370382,0.062300329,-5.141475799,0.578147062,11.5,451.339,439.243,451.0409534,162,0.4328865,-0.480765414,0.480765414,0.4328865,1.066666667,1.633333333,2.1,32.23328229,10.22871554,2.359653616,-2.12103798,2.289934014,-2.361212999,7.896502923,-0.141109799,2.652433024,2.363244681,1069.569014,22.68986997,15.01253664,15.82903322,13.86755905,7.494802951,8.977966199,5.18801427,6.785710322,3.185475184,4.459886656,1.932345156,2.987517087,-3.69,1966951.496,22.59756988,8.355568658,5.218682448,165.6736267,14.5802533,5.693927995,5.025959979,17.70831595,10.02329115,18.17671832,5.316788604,19.29514775,31.55699917,0.0,0.0,12.13273414,0.0,25.84941364,45.7583698,27.97205023,0.0,19.67403043,0.0,11.2022585,19.53638369,29.45648069,11.75997667,19.51260938,23.91412161,11.75997667,0.0,54.69627482,16.19958967,0.0,16.05191667,23.22506118,0.0,0.0,169.7,50.43168822,31.1781165,0.0,11.75997667,12.13273414,0.0,25.00805702,0.0,5.316788604,14.95193556,14.5802533,74.17152307,0.0,33.42523112,9.437385648,-2.75301094,-2.47901496,0.422506122,-5.060964459,0.0,-2.663655609,0.214285714,30,3,12,0,0,0,0,2,2,9,3,16,6,0,0,0,2,1.1162,90.6745,0,0,0,0,1,3,0,0,1,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Nitralin (Ref: HSDB 789),High,High,Not High,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],12.38388259,12.38388259,0.068116955,-4.453699925,0.516545668,10.88461538,493.239,481.143,492.9553021,138,0.336591924,-0.47760686,0.47760686,0.336591924,1.230769231,1.923076923,2.538461538,126.9127044,10.20799903,2.248554296,-2.104758886,2.190937959,-2.353851824,14.11191783,0.069219324,2.526506682,2.272595248,980.9850594,19.48276318,13.34835941,16.32235428,12.11822939,6.754466042,9.316378436,4.698185853,7.594642199,2.825250983,4.867160524,1.803728043,3.638281175,-2.55,348091.9846,19.77050719,7.774560958,4.751539672,160.9603713,9.843390349,10.71988797,0.0,5.948339281,10.02329115,18.01088464,5.316788604,22.72896622,14.95193556,0.0,0.0,47.71370903,3.570182271,12.67324903,27.8502617,50.56292086,0.0,19.67403043,0.0,11.81922068,12.42658615,33.15713947,6.01046484,14.77574642,10.74287647,6.01046484,22.59087063,47.58647728,10.02329115,10.49391947,16.18239317,23.09458468,0.0,0.0,160.47,32.48264592,18.00687135,0.0,17.78320862,3.570182271,12.13273414,20.09990181,4.722094864,22.59087063,20.26872417,9.843390349,31.78496575,1.822653385,34.06032615,11.2672606,-0.469082599,-1.440791315,2.462450618,0.0,1.5228873,-3.140669894,0.153846154,26,3,11,0,0,0,1,1,2,8,3,13,5,0,0,0,2,1.00182,96.5745,0,0,0,0,1,3,0,0,1,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Ampropylfos (Ref: PNL 62),Not High,Not High,Not High,CCC(N)P(=O)(O)O,12.39388259,12.39388259,0.049787065,-4.438483258,0.750211268,10.88461538,381.37,366.25,381.0743042,138,0.337408514,-0.477606867,0.477606867,0.337408514,1.192307692,1.846153846,2.461538462,32.23327248,10.20863345,2.263213308,-2.167814941,2.162865988,-2.415992581,7.897702266,0.069222659,2.59501552,2.314847775,962.0497621,19.48276318,13.9949588,14.81145538,12.15190289,7.049227394,8.532390642,4.940302524,6.59112665,3.130762701,4.509137792,1.891843096,3.071204019,-3.28,399027.7515,19.05015877,7.308300945,4.029025189,148.2734468,9.843390349,10.71988797,0.0,5.948339281,10.02329115,18.01088464,4.899909731,22.72896622,14.95193556,0.0,12.13273414,19.05647134,7.047671983,12.67324903,27.8502617,27.97205023,0.0,19.67403043,0.0,11.81922068,19.05737925,35.65332426,6.01046484,14.35886755,10.74287647,6.01046484,0.0,54.63414927,10.02329115,6.9237372,16.18239317,29.16095175,0.0,0.0,151.68,32.48264592,18.00687135,0.0,17.78320862,0.0,17.03264387,26.29020366,11.64583206,0.0,14.95193556,9.843390349,31.4392374,0.0,35.38872697,9.110105386,-0.464696431,-1.32985508,3.773757311,0.0,1.540965813,-1.87490804,0.214285714,26,2,11,0,0,0,1,1,2,8,2,12,5,0,0,0,2,0.42152,88.6378,0,0,0,0,1,3,0,0,1,1,2,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Fensulfothion (Ref: ENT 24945),Not High,High,High,CCOP(=S)(OCC)OC1=CC=C(C=C1)S(=O)C,12.58751436,12.58751436,0.058418585,-4.681203701,0.529757608,11.5625,478.409,461.273,478.0882379,174,0.422194769,-0.477606741,0.477606741,0.422194769,1.1875,1.84375,2.40625,32.23327351,10.13548192,2.29699006,-2.146617309,2.210915987,-2.358785506,7.898218035,-0.154266932,2.641021869,2.292234072,1139.56918,24.26722023,16.75860873,17.57510531,14.69219635,8.490427803,9.973591051,6.356242058,7.975488069,3.531453971,5.064924073,2.290400099,3.624352932,-3.69,4099946.118,24.57828822,9.208211205,6.401785362,179.0497994,14.74330008,4.895483476,6.606881965,11.89667856,10.02329115,24.18718316,5.316788604,22.72896622,28.12318071,0.0,12.13273414,18.55355576,14.09534397,5.563451492,41.02150684,33.92038952,0.0,19.67403043,0.0,17.99551919,30.91892426,29.32600419,6.01046484,19.67565615,29.86246089,6.01046484,0.0,67.35520419,10.02329115,6.9237372,15.92144017,23.09458468,0.0,0.0,163.71,57.22463052,36.28464389,0.0,11.51179077,0.0,6.066367068,38.05172503,4.722094864,5.316788604,19.68879852,0.0,68.37878706,0.0,35.09675736,11.16721349,-0.508070238,-2.339587674,1.529568532,-4.681203701,-0.381292395,-1.762172444,0.3125,32,3,12,0,0,0,1,1,2,9,3,16,7,0,0,0,2,1.39572,103.1825,0,0,0,0,1,3,0,0,1,1,2,1,0,0,0,4,2,0,0,0,0,0,0,0,0,3,0,2,0,2,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Chlordecone (Ref: ENT 16391),High,High,High,C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,12.51125751,12.51125751,0.134852904,-4.480891532,0.676337323,11.07407407,398.397,380.253,398.0896199,146,0.360226881,-0.465385157,0.465385157,0.360226881,1.259259259,1.925925926,2.555555556,32.23327256,10.20628703,2.268756025,-2.091351231,2.159957702,-2.4034512,7.897533859,0.059592897,2.934255111,2.360092601,1023.026676,20.18986997,14.83124175,15.64773833,12.7235812,7.75883041,9.241993657,5.282822943,6.93364707,3.371812412,4.750187503,2.063349362,3.188271141,-3.15,807700.6673,20.16545409,8.033672117,4.162643199,154.1022399,9.473725908,4.895483476,0.0,0.0,10.02329115,23.70062804,0.0,32.09060305,0.0,9.780484743,19.05647134,18.55355576,7.047671983,19.280131,27.48059726,22.02371095,0.0,19.06967926,7.047671983,18.2400423,13.71667951,40.31320035,6.01046484,15.14870122,4.794537184,6.01046484,0.0,48.48248068,21.80782609,0.0,23.7025475,33.95548893,0.0,0.0,138.59,32.60893783,22.80140854,0.0,18.1807983,11.10262456,17.74326426,25.24677319,4.722094864,6.9237372,9.835544762,4.736862954,37.76232439,0.0,35.63834611,3.675103616,-1.156766591,-0.894741749,3.710053742,0.644780132,2.10104401,-2.063476991,0.333333333,27,1,11,0,0,0,1,1,2,10,1,12,6,0,0,0,2,0.1038,92.151,0,0,0,0,0,3,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mirex (Ref: GC 1283),High,Not High,High,C12(C3(C4(C5(C3(C(C1(C5(C2(C4(Cl)Cl)Cl)Cl)Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl,13.22974584,13.22974584,0.007821974,-4.867380716,0.571471973,11.70833333,375.133,368.077,373.9836675,124,0.449849487,-0.409668639,0.449849487,0.409668639,1.083333333,1.708333333,2.333333333,35.49826216,10.29040956,2.397592995,-2.102378837,2.344214232,-2.236354984,6.423080519,-0.145478711,2.871701379,2.167177374,923.854131,17.48276318,11.64219802,13.15405591,11.26987551,6.490701748,7.246630694,4.704632802,5.519033055,3.081019202,3.803169268,2.082648023,2.398455921,-2.25,249734.6387,16.60229917,5.992908048,3.045249582,142.917032,4.736862954,5.749511833,0.0,5.824404498,0.0,12.26953859,0.0,14.34561535,13.17124514,0.0,41.40098099,24.26546827,0.0,21.07866806,22.70264528,40.32852129,0.0,9.551078169,0.0,6.176298517,0.0,58.3342406,5.749511833,4.736862954,17.96578233,5.749511833,23.20187978,15.64431824,6.176298517,0.0,5.824404498,42.46456948,10.04526663,11.03340144,44.12,18.09394309,17.96578233,0.0,26.8281799,4.567099648,12.13273414,12.13273414,18.19910121,0.0,4.983978521,27.93874273,44.99395322,11.63584219,15.72019463,0.019000134,-0.27834,-1.324722765,9.99551431,-6.122552831,0.0,0.0,0.066666667,24,0,4,0,0,0,2,1,3,4,0,9,1,0,0,0,3,5.409,82.619,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simetryn,High,Not High,Not High,CCNC1=NC(=NC(=N1)SC)NCC,9.993055556,9.993055556,5.666666667,-5.666666667,0.408382243,11.6,102.061,102.061,101.9587067,32,0.475730989,-0.160238087,0.475730989,0.160238087,1.2,1.2,1.2,32.27905656,15.93551276,1.943017414,-1.569864412,1.853334023,-1.687298711,7.806054002,0.501155986,0.721928095,4.062942299,90.81635834,4.5,1.980673817,2.797170398,2.0,0.641940033,1.9258201,0.378338881,1.135016644,0.0,0.0,0.0,0.0,-0.19,3.609640474,4.81,0.891220876,345.7601385,27.92177219,0.0,0.0,0.0,0.0,0.0,10.60916238,0.0,0.0,8.417796984,0.0,7.771517605,0.0,0.0,0.0,16.18931459,10.60916238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.771517605,0.0,0.0,8.417796984,10.60916238,0.0,0.0,0.0,0.0,0.0,34.14,10.60916238,7.771517605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.417796984,36.58333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.666666667,0.0,5,0,2,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0.1702,11.1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azobenzene (Ref: ENT 14611),Not High,High,High,C1=CC=C(C=C1)N=NC2=CC=CC=C2,5.677345994,5.677345994,0.067453651,-2.799836113,0.742881864,12.75,318.379,295.195,318.1167002,114,0.380416629,-0.420800434,0.420800434,0.380416629,1.25,1.8,2.2,32.45299237,9.957471747,2.243769936,-2.233675371,2.501337898,-2.153724092,8.073043488,0.170828481,2.26510744,2.868246661,471.499767,15.38890506,12.91379154,14.62471531,9.160632369,6.611567247,9.167605849,5.602812818,8.490472381,2.143313728,4.630035057,1.374340566,3.806866179,-0.55,13907.75968,17.50141388,6.941010344,5.444482894,125.8757419,4.523747162,5.824404498,5.749511833,0.0,0.0,6.718607232,9.047494323,9.967957042,0.0,0.0,20.7712116,20.7712116,17.22184656,25.1045355,13.57124149,18.52546332,0.0,9.967957042,0.0,53.06138006,6.606881965,18.21809164,5.749511833,4.523747162,0.0,5.749511833,6.718607232,22.67880539,26.26934088,0.0,47.3668277,12.39368714,0.0,0.0,53.47,6.718607232,0.0,0.0,11.51895686,12.3563938,5.824404498,0.0,12.39368714,20.7712116,30.73916864,25.37809757,16.75059028,5.354425509,8.595316515,0.0,-0.10409007,1.217382291,0.0,3.149490793,9.425773573,0.0,0.692307692,20,0,5,0,0,0,0,1,1,6,0,7,6,0,0,0,1,3.8389,83.492,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-chloroaniline,Not High,High,High,C1=CC(=CC(=C1)Cl)N,8.366690602,8.366690602,0.746351096,0.746351096,0.354429544,10.21428571,238.362,232.314,237.9693112,70,0.151463414,-0.229612424,0.229612424,0.151463414,1.428571429,2.285714286,3.071428571,32.22713609,10.33644915,2.021274157,-1.872182721,2.302450365,-1.68931589,8.182665738,1.307594659,2.603120192,2.154897583,439.1069569,9.803118619,7.13567992,9.585169663,6.898178148,3.892017513,6.679711213,2.445311042,5.823810128,1.580138485,4.424879739,1.019031175,3.666752898,-0.7,2803.560447,9.839879701,4.689859357,2.20821345,94.34176286,0.0,5.401253297,4.339655681,0.0,0.0,0.0,0.0,4.983978521,5.261891555,11.33678588,23.89461909,23.89461909,0.0,15.30150622,0.0,45.07717641,5.261891555,4.983978521,0.0,4.339655681,5.084885591,24.26546827,5.401253297,0.0,0.0,0.0,34.86055578,10.06886411,0.0,10.66314485,0.0,28.60512395,0.0,10.21662063,36.68,0.0,0.0,0.0,0.0,0.0,14.94124199,16.46180487,23.09867083,23.6003545,11.05034559,5.261891555,2.24158116,4.543464191,4.443266251,11.15743339,1.043479308,0.0,8.070775699,0.0,0.0,0.0,0.111111111,14,0,2,0,0,0,1,1,2,5,0,5,3,0,0,0,2,3.56018,63.548,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0
Cyclohexanone,High,Not High,High,C1CCC(=O)CC1,5.672880763,5.672880763,0.0,0.0,0.583797475,10.35294118,257.805,233.613,257.1546421,98,0.100827341,-1.0,1.0,0.100827341,1.058823529,1.647058824,2.176470588,35.45300076,10.15636858,2.009965551,-2.145984018,2.033346088,-3.114265886,5.199698101,-0.896387746,2.316441572,2.56e-06,282.7786133,11.80311862,11.13114775,11.88707669,7.757550155,6.227144599,6.227144599,4.245291199,4.245291199,2.98928421,2.98928421,1.694383698,1.694383698,-0.57,4262.252493,16.43,9.45905864,6.667779326,111.3774122,22.04380585,6.544756406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.82891977,26.33466309,0.0,26.30327674,22.04380585,0.0,0.0,0.0,0.0,27.37809356,26.24115118,35.39237126,0.0,17.30694289,0.0,0.0,0.0,26.24115118,11.34374492,6.9237372,24.97437738,24.26546827,0.0,0.0,13.67,0.0,0.0,0.0,12.40703316,0.0,19.75852033,24.2164158,4.899909731,0.0,45.03667987,4.736862954,5.672880763,0.0,1.600839002,0.0,2.566187495,0.0,8.543519778,0.0,11.61657296,0.0,0.571428571,17,1,2,0,0,0,1,0,1,1,1,3,7,0,0,0,1,-1.55968,67.7467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Ethylene glycol,High,Not High,High,C(CO)O,11.82728883,11.82728883,0.281450617,-1.075716648,0.781053492,23.35294118,278.135,265.031,277.0272486,94,0.257704453,-0.466510098,0.466510098,0.257704453,1.588235294,2.294117647,2.823529412,35.53916821,10.22680529,2.444619096,-2.294648769,2.361895769,-2.453269018,6.53031814,-0.143943332,2.827661319,2.175954979,402.8588593,12.62939203,9.52174554,11.03360343,7.915520785,5.224594459,6.09746602,4.318201147,5.414465807,2.742319074,3.11567325,1.930359827,2.165962946,-0.71,8033.385808,12.73931477,4.517423126,2.436855947,109.4159295,14.05392362,17.5891994,4.83626969,0.0,5.907179729,0.0,4.794537184,0.0,0.0,0.0,23.20187978,25.98020854,0.0,12.8079194,13.94855107,29.10905951,0.0,4.899909731,0.0,30.51269607,6.544756406,24.15614455,0.0,0.0,0.0,0.0,23.20187978,27.91310115,9.531400138,0.0,25.71168821,22.81304807,0.0,0.0,42.68,10.56125528,4.794537184,0.0,12.01114612,12.30500382,0.0,4.899909731,26.17700446,6.066367068,0.0,32.35589367,11.04150054,11.20681114,12.27027589,0.0,-0.739513889,0.334684587,3.592930961,1.290054607,3.975478395,0.0,0.545454545,17,0,4,0,1,1,0,1,1,3,0,6,2,0,1,1,2,2.7193,63.82,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naphthalene,Not High,Not High,High,C1=CC=C2C=CC=CC2=C1,10.43058343,10.43058343,0.460555556,-1.000022676,0.813803854,12.15384615,200.621,191.549,200.0240218,70,0.344093682,-0.478984575,0.478984575,0.344093682,1.615384615,2.307692308,2.846153846,35.495691,10.31206724,2.113495286,-2.092211694,2.176275265,-2.222498805,6.302241966,-0.143706013,2.035249264,2.688220173,311.4830533,9.844934983,7.028425995,7.784354941,6.092224153,3.743932194,4.121896667,2.555691798,2.992127578,1.456709528,1.691806631,0.794841181,0.975118097,-1.22,726.5839874,9.864889643,4.14078301,2.951371503,80.89879677,9.843390349,5.749511833,6.103966388,0.0,0.0,5.969305288,0.0,4.794537184,0.0,0.0,17.66730696,25.12283841,5.022633314,0.0,14.63792753,17.57024518,0.0,0.0,0.0,13.02770359,0.0,29.28810159,5.749511833,4.736862954,0.0,5.749511833,11.60093989,17.17979907,4.794537184,0.0,6.9237372,24.26546827,5.022633314,0.0,46.53,12.07327168,4.794537184,0.0,0.0,10.77214515,0.0,6.9237372,24.26546827,0.0,0.0,21.44433024,5.072592593,5.680447373,10.43058343,9.07785856,0.0,-0.53946712,6.623414746,-0.862530864,1.461545729,0.0,0.222222222,13,1,3,0,0,0,1,0,1,2,1,4,3,0,0,0,1,2.1919,49.1778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
