"Mass (avg)","RSD (Mass, ppm)","Saturated","RT (avg)","RT (span)","Height (avg)","Found","Missed","Score (MFE, max)","%RSD (MFE)","Score (Tgt, max)","%RSD (Tgt)","Ions (min)","Ions (max)",[Mass] 250-MS-POS,[Mass] 251-MS-POS,[Mass] 252-MS-POS,[Mass] 253-MS-POS,[Mass] 254-MS-POS,[Mass] 255-MS-POS,[Mass] 256-MS-POS,[Mass] 257-MS-POS,[Mass] 258-MS-POS,[Mass] 259-MS-POS,[Mass] 260-MS-POS,[Mass] 261-MS-POS,[Mass] 262-MS-POS,[Mass] 263-MS-POS,[Mass] 264-MS-POS,[Mass] 265-MS-POS,[Mass] 266-MS-POS,[Mass] 267-MS-POS,[Mass] 268-MS-POS,[Mass] 269-MS-POS,[Mass] 270_POS,[Mass] 271_POS,[Mass] 272_POS,[Mass] 273_POS,[Mass] QC1_POS,[Mass] QC2_POS,[Mass] QC3_POS,[RT] 250-MS-POS,[RT] 251-MS-POS,[RT] 252-MS-POS,[RT] 253-MS-POS,[RT] 254-MS-POS,[RT] 255-MS-POS,[RT] 256-MS-POS,[RT] 257-MS-POS,[RT] 258-MS-POS,[RT] 259-MS-POS,[RT] 260-MS-POS,[RT] 261-MS-POS,[RT] 262-MS-POS,[RT] 263-MS-POS,[RT] 264-MS-POS,[RT] 265-MS-POS,[RT] 266-MS-POS,[RT] 267-MS-POS,[RT] 268-MS-POS,[RT] 269-MS-POS,[RT] 270_POS,[RT] 271_POS,[RT] 272_POS,[RT] 273_POS,[RT] QC1_POS,[RT] QC2_POS,[RT] QC3_POS,[Area] 250-MS-POS,[Area] 251-MS-POS,[Area] 252-MS-POS,[Area] 253-MS-POS,[Area] 254-MS-POS,[Area] 255-MS-POS,[Area] 256-MS-POS,[Area] 257-MS-POS,[Area] 258-MS-POS,[Area] 259-MS-POS,[Area] 260-MS-POS,[Area] 261-MS-POS,[Area] 262-MS-POS,[Area] 263-MS-POS,[Area] 264-MS-POS,[Area] 265-MS-POS,[Area] 266-MS-POS,[Area] 267-MS-POS,[Area] 268-MS-POS,[Area] 269-MS-POS,[Area] 270_POS,[Area] 271_POS,[Area] 272_POS,[Area] 273_POS,[Area] QC1_POS,[Area] QC2_POS,[Area] QC3_POS,[Score (MFE)] 250-MS-POS,[Score (MFE)] 251-MS-POS,[Score (MFE)] 252-MS-POS,[Score (MFE)] 253-MS-POS,[Score (MFE)] 254-MS-POS,[Score (MFE)] 255-MS-POS,[Score (MFE)] 256-MS-POS,[Score (MFE)] 257-MS-POS,[Score (MFE)] 258-MS-POS,[Score (MFE)] 259-MS-POS,[Score (MFE)] 260-MS-POS,[Score (MFE)] 261-MS-POS,[Score (MFE)] 262-MS-POS,[Score (MFE)] 263-MS-POS,[Score (MFE)] 264-MS-POS,[Score (MFE)] 265-MS-POS,[Score (MFE)] 266-MS-POS,[Score (MFE)] 267-MS-POS,[Score (MFE)] 268-MS-POS,[Score (MFE)] 269-MS-POS,[Score (MFE)] 270_POS,[Score (MFE)] 271_POS,[Score (MFE)] 272_POS,[Score (MFE)] 273_POS,[Score (MFE)] QC1_POS,[Score (MFE)] QC2_POS,[Score (MFE)] QC3_POS,[Score (Tgt)] 250-MS-POS,[Score (Tgt)] 251-MS-POS,[Score (Tgt)] 252-MS-POS,[Score (Tgt)] 253-MS-POS,[Score (Tgt)] 254-MS-POS,[Score (Tgt)] 255-MS-POS,[Score (Tgt)] 256-MS-POS,[Score (Tgt)] 257-MS-POS,[Score (Tgt)] 258-MS-POS,[Score (Tgt)] 259-MS-POS,[Score (Tgt)] 260-MS-POS,[Score (Tgt)] 261-MS-POS,[Score (Tgt)] 262-MS-POS,[Score (Tgt)] 263-MS-POS,[Score (Tgt)] 264-MS-POS,[Score (Tgt)] 265-MS-POS,[Score (Tgt)] 266-MS-POS,[Score (Tgt)] 267-MS-POS,[Score (Tgt)] 268-MS-POS,[Score (Tgt)] 269-MS-POS,[Score (Tgt)] 270_POS,[Score (Tgt)] 271_POS,[Score (Tgt)] 272_POS,[Score (Tgt)] 273_POS,[Score (Tgt)] QC1_POS,[Score (Tgt)] QC2_POS,[Score (Tgt)] QC3_POS,[Ions] 250-MS-POS,[Ions] 251-MS-POS,[Ions] 252-MS-POS,[Ions] 253-MS-POS,[Ions] 254-MS-POS,[Ions] 255-MS-POS,[Ions] 256-MS-POS,[Ions] 257-MS-POS,[Ions] 258-MS-POS,[Ions] 259-MS-POS,[Ions] 260-MS-POS,[Ions] 261-MS-POS,[Ions] 262-MS-POS,[Ions] 263-MS-POS,[Ions] 264-MS-POS,[Ions] 265-MS-POS,[Ions] 266-MS-POS,[Ions] 267-MS-POS,[Ions] 268-MS-POS,[Ions] 269-MS-POS,[Ions] 270_POS,[Ions] 271_POS,[Ions] 272_POS,[Ions] 273_POS,[Ions] QC1_POS,[Ions] QC2_POS,[Ions] QC3_POS,
187.1684,1.67,0,8.37,0.091,13395,27,0,100.0,4.2,91.5,17.1,1,2,187.1687,187.1686,187.1681,187.1685,187.1685,187.1679,187.1682,187.1681,187.1679,187.1685,187.1690,187.1685,187.1682,187.1685,187.1680,187.1684,187.1684,187.1679,187.1687,187.1685,187.1687,187.1687,187.1681,187.1691,187.1684,187.1686,187.1685,8.392,8.367,8.365,8.368,8.362,8.310,8.368,8.366,8.382,8.364,8.311,8.361,8.376,8.365,8.375,8.370,8.363,8.370,8.363,8.375,8.378,8.327,8.367,8.301,8.357,8.363,8.352,3439,92877,4416,107673,89844,2043,5463,4557,2377,37831,1889,97796,31326,99139,32112,57446,105440,753,2005,4109,35689,5511,24022,3128,42566,36916,40607,,,,100.0,100.0,,,,,,,100.0,,,,91.7,,,,,,,,,,,,62.58,90.98,64.08,91.39,89.12,53.95,64.16,63.83,62.62,85.78,54.92,90.92,91.44,90.53,89.78,89.82,88.73,88.68,64.33,64.36,90.89,85.41,89.46,73.13,88.70,91.46,90.42,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,
1029.1441,2.10,0,8.87,0.075,33794,10,17,98.0,24.9,95.5,32.5,1,3,,,,,,,,,,1029.1451,,,1029.1452,,1029.1438,1029.1447,,,,,1029.1441,1029.1410,1029.1455,,1029.1473,1029.1442,1029.1400,,,,,,,,,,8.867,,,8.868,,8.873,8.863,,,,,8.876,8.814,8.871,,8.889,8.878,8.861,,,,,,,,,,138186,,,164767,,174406,151623,,,,,105469,670,91948,,13892,15892,15293,,,,,,,,,,81.9,,,60.0,,98.0,68.7,,,,,47.2,,83.3,,,,,,,,,,19.62,,47.82,,94.76,,,92.11,,94.89,90.40,,,,,95.43,53.33,95.34,,74.76,95.48,67.15,,,,,,,,,,3,,,3,,3,3,,,,,3,1,3,,3,3,2,
257.1138,2.91,0,7.95,0.091,84729,20,7,98.4,32.2,64.4,4.1,1,2,,257.1130,,257.1137,257.1138,257.1122,257.1129,257.1156,,257.1138,,257.1137,257.1139,257.1141,257.1138,257.1137,257.1138,,,,257.1140,257.1156,257.1138,257.1144,257.1135,257.1138,257.1137,,7.941,,7.943,7.987,7.940,7.954,7.946,,7.955,,7.947,7.961,7.939,7.950,7.978,7.988,,,,7.947,7.964,7.964,7.897,7.943,7.965,7.960,,227986,,235674,305895,563,1014,793,,414600,,295628,387832,237408,550006,516092,266890,,,,298890,411,300543,881,452862,375862,385116,,,,,,,,,,98.2,,,96.3,,,54.4,,,,,98.4,,97.8,,59.4,34.4,84.6,,60.04,,62.53,62.51,62.24,64.21,59.98,,63.95,,63.25,64.34,62.66,63.55,63.28,62.30,,,,63.59,64.45,64.25,53.08,62.15,64.14,63.98,,1,,1,1,2,2,2,,1,,1,1,1,1,1,1,,,,1,2,1,2,1,1,1,
465.5275,0.39,0,1.61,0.124,53348,27,0,82.2,46.6,89.0,4.6,2,2,465.5276,465.5271,465.5273,465.5275,465.5272,465.5275,465.5274,465.5276,465.5276,465.5277,465.5273,465.5273,465.5273,465.5274,465.5274,465.5275,465.5277,465.5275,465.5275,465.5275,465.5274,465.5278,465.5275,465.5272,465.5279,465.5274,465.5273,1.596,1.661,1.609,1.628,1.622,1.665,1.606,1.626,1.614,1.652,1.599,1.672,1.597,1.653,1.596,1.591,1.702,1.709,1.596,1.713,1.599,1.649,1.605,1.600,1.590,1.600,1.601,779006,165339,527134,222143,139933,92341,423473,230402,99406,154444,482229,98141,430046,100552,441594,295965,60105,19215,415139,29958,405123,143391,201857,447508,500196,308468,398135,,,,,,,,82.2,,40.7,,,,,,,,,,,,,37.5,,,,,79.98,84.51,83.89,88.22,85.13,87.08,80.89,88.14,85.06,88.98,81.63,86.57,80.04,85.27,78.70,86.63,86.90,81.25,80.62,72.40,80.73,85.55,78.98,80.51,87.15,85.11,81.93,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
421.3761,1.48,0,1.27,0.035,8501,26,1,96.8,87.6,90.9,16.2,1,2,421.3761,421.3765,421.3769,421.3758,421.3760,421.3767,421.3764,,421.3769,421.3743,421.3761,421.3762,421.3762,421.3758,421.3758,421.3768,421.3751,421.3760,421.3760,421.3760,421.3764,421.3760,421.3746,421.3768,421.3759,421.3762,421.3758,1.260,1.274,1.262,1.259,1.270,1.279,1.281,,1.289,1.282,1.263,1.263,1.272,1.256,1.255,1.289,1.260,1.261,1.271,1.260,1.269,1.274,1.280,1.258,1.259,1.270,1.259,10327,166681,32295,13901,7076,19922,20975,,4063,8296,8812,21675,32962,9393,9435,4680,4110,5810,14520,13570,15581,16511,2090,3905,45038,42556,45645,,96.8,,,,,,,,,,,,,,,,,,,,,,,80.8,0.0,,83.02,86.80,88.94,83.18,85.82,88.43,74.65,47.83,62.94,55.32,86.75,88.08,90.86,80.36,62.56,63.01,60.24,80.05,78.34,63.35,74.88,84.24,68.77,64.26,87.42,86.17,89.34,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,
448.3296,1.89,0,1.20,0.114,22276,23,4,100.0,15.3,91.7,15.4,1,2,448.3317,448.3301,448.3284,448.3296,448.3300,448.3289,448.3310,,,448.3297,,448.3297,448.3296,448.3300,448.3299,448.3295,448.3298,,448.3282,448.3289,448.3298,448.3276,448.3298,448.3297,448.3297,448.3300,448.3293,1.187,1.202,1.223,1.209,1.203,1.206,1.208,,,1.204,,1.202,1.199,1.194,1.199,1.199,1.198,,1.299,1.204,1.202,1.235,1.185,1.186,1.192,1.203,1.203,439,159894,1330,73972,94938,1978,1298,,,56952,,70544,54630,96604,65143,57790,98034,,432,651,62832,411,57345,2360,51847,44109,49105,,100.0,,96.1,97.0,,,,,60.0,,100.0,90.5,99.7,83.5,100.0,100.0,,,,85.6,,84.0,,,83.4,62.0,82.93,90.19,58.04,89.44,90.48,73.68,85.08,,,91.08,,90.05,85.60,85.58,87.77,91.07,89.51,49.34,62.26,61.89,91.57,77.96,90.66,67.61,88.32,91.70,90.14,2,2,1,2,2,2,2,,,2,,2,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,
647.4167,2.65,0,1.78,0.022,24601,22,5,100.0,47.7,91.2,23.3,1,2,,647.4166,,647.4166,647.4169,647.4132,,647.4202,647.4168,647.4164,647.4143,647.4164,647.4171,647.4169,647.4167,647.4170,647.4171,,,647.4195,647.4163,647.4137,647.4157,647.4202,647.4161,647.4167,647.4166,,1.789,,1.791,1.785,1.788,,1.771,1.771,1.792,1.778,1.784,1.781,1.787,1.792,1.793,1.786,,,1.780,1.789,1.772,1.779,1.785,1.774,1.780,1.780,,167708,,165599,122724,6387,,5652,5105,43128,4666,153357,27785,122209,30532,31736,148829,,,8518,35035,5631,22485,7898,82783,89054,96808,,33.6,,99.1,88.3,,,,,,,60.0,,99.0,,,41.0,,,,,,,,100.0,22.8,46.1,46.81,90.82,35.50,90.84,90.08,63.86,49.15,66.77,82.36,64.12,68.75,91.20,79.70,89.67,63.74,81.34,86.84,46.49,45.04,70.29,80.04,59.25,77.57,68.96,89.06,87.11,89.40,,2,,2,2,2,,2,2,1,2,2,2,2,1,2,2,,,2,2,1,2,2,2,2,2,
149.1054,0.59,0,6.08,0.036,19744,27,0,99.2,26.3,64.5,0.6,2,2,149.1055,149.1055,149.1055,149.1054,149.1056,149.1055,149.1055,149.1053,149.1054,149.1053,149.1055,149.1054,149.1054,149.1055,149.1053,149.1054,149.1054,149.1054,149.1053,149.1053,149.1053,149.1054,149.1052,149.1053,149.1053,149.1053,149.1053,6.063,6.066,6.087,6.068,6.078,6.070,6.067,6.087,6.087,6.085,6.072,6.077,6.069,6.064,6.063,6.081,6.051,6.075,6.057,6.057,6.083,6.083,6.083,6.078,6.068,6.084,6.079,109203,37935,88561,102860,92122,72008,82700,70294,93203,91926,76571,78980,88378,70059,91948,97298,94319,88909,88020,73705,84274,88237,82883,79866,103439,96654,72007,,53.4,99.2,,60.8,87.8,,73.8,,,,,87.1,,68.6,,29.5,83.2,,82.2,71.5,79.9,45.5,68.1,50.9,63.6,94.5,64.06,64.16,63.84,64.35,64.35,64.41,64.33,63.98,64.01,64.12,64.31,64.48,64.28,64.04,64.12,64.30,62.86,64.48,63.57,63.56,64.27,64.24,64.24,64.47,64.38,64.19,64.43,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
558.5109,0.86,0,7.09,0.018,75129,27,0,92.6,26.7,83.9,1.5,3,3,558.5110,558.5116,558.5109,558.5111,558.5102,558.5116,558.5115,558.5100,558.5112,558.5099,558.5114,558.5105,558.5104,558.5113,558.5108,558.5111,558.5110,558.5114,558.5114,558.5108,558.5116,558.5108,558.5105,558.5110,558.5109,558.5111,558.5103,7.093,7.085,7.095,7.086,7.086,7.089,7.092,7.095,7.089,7.087,7.091,7.091,7.088,7.089,7.088,7.077,7.081,7.094,7.087,7.093,7.085,7.090,7.091,7.091,7.087,7.081,7.081,117868,78805,120648,137157,98545,156204,114576,136820,107753,129973,153281,122144,151047,112471,83753,124237,94457,135010,129819,118360,120531,120020,114367,156100,127367,102716,104044,78.7,44.4,71.9,48.9,30.4,87.9,72.1,71.6,76.0,69.1,70.7,46.4,53.9,41.2,49.7,56.8,56.5,92.6,64.7,55.7,52.8,73.5,48.1,34.5,72.8,44.2,48.8,80.91,79.17,80.47,80.75,80.48,79.92,79.25,81.54,80.87,80.47,79.52,81.32,82.14,79.39,83.94,80.46,80.23,78.21,80.58,81.24,78.33,80.55,81.65,80.09,80.04,78.58,80.54,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
491.1760,0.53,0,8.38,0.030,36165,27,0,100.0,34.5,91.5,3.5,2,2,491.1760,491.1764,491.1763,491.1761,491.1758,491.1759,491.1756,491.1755,491.1763,491.1757,491.1758,491.1760,491.1758,491.1764,491.1754,491.1758,491.1761,491.1758,491.1760,491.1761,491.1760,491.1760,491.1761,491.1760,491.1762,491.1761,491.1762,8.392,8.378,8.382,8.374,8.373,8.382,8.391,8.382,8.398,8.369,8.389,8.378,8.370,8.382,8.375,8.381,8.369,8.393,8.397,8.391,8.384,8.372,8.378,8.384,8.385,8.379,8.380,136508,68111,68176,63027,70471,153984,167506,129638,156622,100686,145321,56615,103587,60005,83164,83276,60814,123051,142227,129729,91043,131496,119724,140615,110260,110002,92893,91.8,0.0,0.0,78.1,,,100.0,100.0,100.0,100.0,72.9,,86.9,93.4,66.0,85.8,,100.0,100.0,100.0,95.9,89.0,97.6,,77.3,92.4,98.5,87.89,89.68,90.63,88.64,88.10,90.73,78.59,87.07,82.72,89.51,89.74,91.48,90.74,89.88,82.72,90.06,90.68,90.79,88.85,89.17,90.56,89.63,86.86,83.91,91.44,88.34,90.25,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
745.9968,1.00,0,7.11,0.043,58445,27,0,100.0,58.4,86.8,5.5,3,3,745.9962,745.9968,745.9965,745.9971,745.9972,745.9967,745.9973,745.9959,745.9970,745.9951,745.9972,745.9957,745.9964,745.9977,745.9972,745.9969,745.9974,745.9964,745.9968,745.9973,745.9987,745.9970,745.9954,745.9960,745.9970,745.9975,745.9969,7.121,7.118,7.111,7.120,7.120,7.140,7.114,7.123,7.145,7.110,7.119,7.107,7.110,7.111,7.116,7.105,7.109,7.133,7.109,7.132,7.102,7.118,7.102,7.108,7.131,7.109,7.103,98479,219384,202510,126306,238167,202110,215733,211012,239971,223738,217477,230164,231481,143769,232971,153822,229260,206143,218070,209143,124929,217359,69870,216137,242713,117942,232268,75.0,83.4,87.5,34.7,,21.3,31.8,86.8,,0.0,91.0,0.0,79.0,63.1,39.1,77.8,18.9,,37.2,100.0,31.8,63.6,30.2,30.2,29.6,47.5,88.8,74.97,72.61,72.45,73.25,71.82,73.61,75.28,79.79,71.00,76.05,72.59,75.11,75.19,71.30,73.94,72.74,67.44,72.22,72.88,74.42,61.73,73.20,86.80,75.08,73.76,74.02,72.72,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
569.0431,3.09,0,7.17,0.050,36563,19,8,90.1,17.9,91.5,20.6,1,2,569.0468,569.0421,,569.0420,569.0428,,,,,569.0410,569.0433,569.0414,569.0427,569.0425,569.0422,569.0427,569.0433,,569.0457,,569.0414,,569.0429,569.0476,569.0427,569.0431,569.0429,7.160,7.158,,7.159,7.164,,,,,7.166,7.175,7.169,7.161,7.167,7.166,7.167,7.165,,7.171,,7.169,,7.164,7.125,7.165,7.165,7.171,1662,133929,,131765,126750,,,,,60111,650,124437,62749,121979,76077,59225,136962,,942,,41490,,34621,860,51705,54333,52376,,76.7,,89.7,79.7,,,,,,,75.8,47.0,78.0,88.8,,90.1,,,,,,,,,,,65.35,86.79,44.91,89.22,88.67,,,,,89.73,62.31,89.26,89.84,90.22,88.42,90.53,88.79,,51.68,46.52,90.15,,89.86,61.07,91.46,90.17,85.86,2,2,,2,2,,,,,2,1,2,2,2,2,2,2,,1,,2,,2,2,2,2,2,
683.1960,0.83,0,1.18,0.020,24116,27,0,100.0,75.1,91.7,4.8,2,2,683.1959,683.1959,683.1954,683.1954,683.1959,683.1961,683.1956,683.1966,683.1949,683.1960,683.1973,683.1961,683.1960,683.1972,683.1966,683.1952,683.1956,683.1956,683.1959,683.1959,683.1960,683.1953,683.1960,683.1959,683.1963,683.1965,683.1963,1.182,1.174,1.178,1.186,1.175,1.172,1.180,1.172,1.172,1.170,1.180,1.168,1.188,1.172,1.176,1.177,1.170,1.172,1.176,1.176,1.174,1.179,1.168,1.174,1.175,1.180,1.181,59007,99560,49694,28774,34074,53511,44465,33655,43816,42583,45924,59346,46119,48649,68693,37957,42843,33616,45711,38900,42936,40615,61695,59372,192132,219386,225156,56.1,88.3,42.8,,,37.4,35.9,,23.0,0.0,31.6,31.0,44.0,53.6,95.8,,,0.0,,58.2,27.0,18.8,68.3,0.0,100.0,96.9,0.0,89.85,91.33,90.50,81.74,85.25,91.70,90.39,74.65,86.37,89.03,84.35,91.13,90.59,89.62,91.15,91.31,90.52,83.57,83.32,90.23,84.42,90.28,80.98,91.06,91.53,87.40,87.35,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
363.1892,3.08,0,1.28,0.091,24524,27,0,100.0,8.2,91.7,18.8,1,2,363.1903,363.1864,363.1910,363.1884,363.1877,363.1918,363.1883,363.1909,363.1915,363.1888,363.1891,363.1889,363.1891,363.1892,363.1891,363.1886,363.1892,363.1887,363.1889,363.1890,363.1891,363.1892,363.1893,363.1892,363.1893,363.1890,363.1885,1.226,1.297,1.318,1.276,1.298,1.312,1.292,1.290,1.289,1.271,1.286,1.286,1.283,1.278,1.288,1.278,1.282,1.278,1.271,1.282,1.269,1.280,1.269,1.275,1.282,1.276,1.282,903,3037,679,406,1816,556,277,2054,1889,1122,131568,115628,125295,118570,117162,113081,101146,133564,129276,127241,106679,123247,113921,125331,77398,80164,80114,,,,,,,,,,,100.0,100.0,98.7,100.0,84.5,80.0,78.2,100.0,100.0,100.0,100.0,91.0,86.8,100.0,99.5,100.0,100.0,54.39,50.13,72.30,75.42,58.36,51.91,78.68,59.95,56.81,63.54,91.66,89.47,91.57,90.75,91.06,90.66,88.22,90.78,90.92,90.76,90.80,91.04,91.05,91.35,84.55,87.50,87.25,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
143.9749,1.49,0,1.43,0.036,5973,24,3,98.6,35.0,64.5,5.2,2,2,143.9748,143.9750,143.9744,143.9748,143.9749,143.9747,143.9751,143.9749,143.9748,143.9749,143.9746,143.9749,143.9751,143.9749,143.9753,143.9747,,143.9750,,143.9753,143.9750,143.9749,143.9753,,143.9748,143.9749,143.9746,1.428,1.442,1.430,1.449,1.421,1.424,1.427,1.413,1.424,1.428,1.448,1.420,1.445,1.440,1.423,1.423,,1.418,,1.422,1.431,1.414,1.432,,1.433,1.432,1.427,7285,203705,4966,4018,4539,4004,6264,4021,2874,3484,4042,5885,4695,56318,3603,4943,,2595,,2781,67156,3134,4045,,9065,6454,8975,,98.6,,,,,,,,,,,,46.7,,,,,,,84.3,,,,,,,63.72,64.49,63.32,64.31,62.75,63.32,63.78,61.62,62.83,63.74,64.17,62.42,64.47,64.50,63.11,63.34,47.52,62.74,,62.83,64.08,62.10,64.12,,64.20,63.93,63.68,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,,2,2,2,2,,2,2,2,
447.2834,1.73,0,1.78,0.112,20688,22,5,87.9,10.1,89.4,14.6,2,3,447.2829,,447.2839,,447.2851,,447.2836,447.2842,447.2828,,447.2832,447.2827,447.2839,447.2841,447.2821,447.2840,,447.2833,447.2832,447.2831,447.2842,447.2831,447.2835,447.2827,447.2833,447.2834,447.2815,1.775,,1.816,,1.852,,1.796,1.777,1.743,,1.773,1.801,1.781,1.815,1.770,1.809,,1.776,1.769,1.775,1.801,1.767,1.807,1.768,1.774,1.740,1.763,498,,382,,1016,,2060,892,604,,114617,8438,12533,1802,13081,9582,,114396,114251,118153,8677,111125,4814,108110,6773,5983,7292,,,,,,,,,,,66.6,,,,,,,82.3,85.1,87.9,,76.5,,73.7,,,,64.48,,55.13,,59.36,,55.56,66.62,68.09,,88.19,84.13,79.97,68.34,70.26,79.22,,84.74,89.35,85.41,84.36,83.83,86.43,84.20,86.15,86.10,71.33,2,,2,,3,,2,3,3,,3,2,3,3,3,3,,3,3,3,2,3,2,3,2,2,3,
422.2689,1.37,0,1.30,0.043,25688,27,0,100.0,40.7,85.8,11.5,2,3,422.2690,422.2693,422.2694,422.2685,422.2689,422.2690,422.2684,422.2682,422.2691,422.2682,422.2694,422.2691,422.2687,422.2688,422.2698,422.2696,422.2693,422.2695,422.2690,422.2697,422.2689,422.2698,422.2676,422.2679,422.2687,422.2688,422.2685,1.305,1.308,1.295,1.293,1.275,1.318,1.298,1.290,1.295,1.294,1.297,1.308,1.305,1.306,1.300,1.306,1.310,1.300,1.299,1.305,1.308,1.302,1.303,1.298,1.299,1.298,1.310,22970,127413,36247,23240,27889,30954,50370,23390,12197,18651,58070,76830,74642,87121,94388,121301,61518,82298,51683,91786,65611,81438,89667,99455,91894,133882,86027,,,,,,,,,,,100.0,100.0,87.2,29.2,60.0,50.0,100.0,53.3,0.0,100.0,94.2,76.6,60.0,87.2,68.8,60.1,51.1,74.76,71.96,69.44,70.53,71.76,74.70,74.45,76.21,71.75,73.73,61.41,62.53,63.87,76.01,59.44,60.49,61.84,60.91,62.96,60.42,63.22,59.48,64.17,64.32,82.09,85.84,84.64,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,
870.5113,0.58,0,7.19,0.118,71397,27,0,94.1,59.5,97.4,9.0,3,3,870.5113,870.5108,870.5108,870.5110,870.5113,870.5115,870.5111,870.5118,870.5118,870.5117,870.5116,870.5105,870.5113,870.5113,870.5117,870.5122,870.5124,870.5111,870.5118,870.5101,870.5110,870.5110,870.5120,870.5114,870.5110,870.5111,870.5110,7.289,7.197,7.291,7.193,7.187,7.179,7.181,7.285,7.284,7.283,7.180,7.197,7.194,7.200,7.295,7.222,7.193,7.178,7.182,7.177,7.286,7.180,7.287,7.181,7.182,7.288,7.187,378220,138338,398786,177534,189395,47058,105945,443736,393239,440635,84420,165854,157123,168799,506299,209373,205359,102196,149464,119578,518062,165982,486030,90079,74200,484565,144920,43.6,94.1,39.5,45.5,35.7,49.1,34.0,60.0,25.6,0.0,0.0,33.7,53.7,88.3,28.9,54.0,77.2,38.7,32.1,84.7,29.1,39.9,18.9,35.0,60.0,91.3,0.0,77.18,91.93,76.91,94.84,94.83,88.06,93.71,77.98,77.08,78.88,92.09,95.53,97.41,93.88,74.75,94.19,95.02,93.44,94.15,88.36,77.06,92.05,78.65,89.03,93.11,77.66,96.33,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
1876.0117,0.98,0,7.13,0.016,67237,27,0,99.2,44.5,98.4,4.3,5,5,1876.0117,1876.0123,1876.0100,1876.0122,1876.0119,1876.0132,1876.0140,1876.0084,1876.0135,1876.0068,1876.0144,1876.0087,1876.0110,1876.0115,1876.0126,1876.0140,1876.0117,1876.0097,1876.0115,1876.0121,1876.0126,1876.0117,1876.0125,1876.0108,1876.0112,1876.0146,1876.0110,7.132,7.124,7.128,7.126,7.125,7.128,7.131,7.134,7.133,7.127,7.136,7.135,7.122,7.128,7.132,7.127,7.137,7.128,7.132,7.126,7.135,7.124,7.125,7.131,7.131,7.131,7.131,144723,180658,159530,172955,185543,161769,175228,145199,186214,201416,188966,209935,188420,198044,186695,196837,201125,159569,197441,167273,204544,174358,188348,178238,191373,194653,208959,52.8,27.4,65.3,35.3,0.0,40.5,83.2,90.6,47.7,99.1,63.7,29.9,0.0,95.9,92.3,55.1,63.3,80.5,76.6,68.1,99.2,57.0,95.9,61.4,50.0,85.7,79.4,97.62,90.56,97.24,90.59,90.72,95.24,94.77,91.97,98.41,83.22,96.96,85.61,94.93,89.70,95.85,97.05,85.92,93.78,93.37,97.00,90.47,90.49,93.31,95.62,90.06,88.21,94.11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,
1500.0560,1.15,0,7.14,0.030,43528,27,0,98.0,41.3,78.4,3.3,3,3,1500.0556,1500.0564,1500.0551,1500.0568,1500.0580,1500.0570,1500.0568,1500.0527,1500.0567,1500.0529,1500.0584,1500.0536,1500.0555,1500.0572,1500.0559,1500.0582,1500.0557,1500.0521,1500.0561,1500.0569,1500.0561,1500.0574,1500.0565,1500.0540,1500.0560,1500.0590,1500.0555,7.126,7.124,7.145,7.137,7.136,7.134,7.137,7.134,7.139,7.143,7.136,7.135,7.144,7.150,7.138,7.139,7.132,7.128,7.143,7.137,7.141,7.135,7.130,7.136,7.126,7.120,7.131,109211,107105,112610,111115,120552,123998,102667,99131,107325,102425,116654,119938,117131,132458,120040,108574,110455,103878,114337,106540,118270,121842,118944,113667,106744,128475,131831,72.1,74.1,27.8,76.6,65.2,80.0,60.0,94.0,67.0,94.3,31.2,89.0,28.8,30.9,80.0,80.0,85.6,37.1,97.1,79.1,16.1,92.5,17.6,91.8,34.3,98.0,60.0,75.96,74.71,76.96,73.76,72.85,73.42,73.00,78.05,72.55,75.25,68.73,77.77,74.05,71.80,75.98,71.08,74.15,76.72,73.28,71.24,75.51,71.79,73.59,78.37,74.08,69.87,75.82,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
